#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	32.85	0.500	44.73
0.751	32.96	1.001	44.60
1.252	32.96	1.502	44.73
1.753	32.96	2.003	44.73
2.253	32.96	2.503	44.60
2.754	32.85	3.004	44.73
3.254	32.85	3.505	44.73
3.755	32.85	4.005	44.73
4.255	32.85	4.506	44.73
4.756	32.74	5.007	44.73
5.257	32.85	5.508	44.73
5.758	32.85	6.008	44.73
6.258	32.74	6.509	44.73
6.759	32.74	7.010	44.60
7.260	32.74	7.511	44.73
7.760	32.74	8.011	44.73
8.261	32.74	8.512	44.73
8.762	32.63	9.013	44.73
9.263	32.74	9.513	44.73
9.763	32.74	10.013	44.73
10.264	32.63	10.514	44.73
10.765	32.63	11.015	44.73
11.266	32.74	11.515	44.60
11.766	32.74	12.016	44.73
12.267	32.74	12.517	44.73
12.768	32.63	13.018	44.73
13.269	32.63	13.518	44.73
13.769	32.74	14.019	44.73
14.270	32.74	14.520	44.73
14.771	32.63	15.021	44.73
15.270	32.74	15.521	44.60
15.771	32.63	16.022	44.73
16.272	32.74	16.523	44.73
16.773	32.63	17.024	44.73
17.273	32.63	17.524	44.73
17.774	32.85	18.025	44.73
18.275	32.74	18.526	44.73
18.776	32.63	19.027	44.73
19.276	32.74	19.527	44.73
19.777	32.63	20.028	44.73
20.278	32.74	20.529	44.73
20.779	32.74	21.029	44.73
21.279	32.63	21.530	44.86
21.780	32.63	22.030	44.86
22.281	32.74	22.531	44.73
22.782	32.85	23.031	44.86
23.282	32.63	23.532	44.86
23.783	32.74	24.033	44.86
24.284	32.74	24.534	44.86
24.784	32.74	25.034	44.86
25.285	32.63	25.535	44.86
