#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	22.43	0.501	46.19
0.751	22.23	1.002	46.05
1.251	22.33	1.502	45.92
1.752	22.13	2.003	45.92
2.253	22.13	2.504	46.05
2.754	22.02	3.005	45.92
3.254	22.02	3.504	45.92
3.755	22.02	4.005	45.92
4.256	22.13	4.506	45.92
4.757	22.02	5.006	45.92
5.257	22.02	5.507	45.92
5.758	22.02	6.008	45.92
6.259	21.92	6.509	46.05
6.760	22.02	7.009	45.92
7.260	21.92	7.510	45.92
7.761	21.92	8.011	45.92
8.262	21.92	8.512	46.05
8.761	21.92	9.012	45.92
9.262	21.92	9.513	45.92
9.763	22.02	10.014	46.05
10.264	21.92	10.515	45.92
10.764	21.92	11.015	45.92
11.265	21.82	11.516	45.92
11.766	21.71	12.017	46.05
12.267	21.92	12.518	46.05
12.767	21.82	13.018	46.05
13.268	21.92	13.519	46.05
13.769	21.92	14.020	46.05
14.270	21.71	14.519	46.19
14.770	21.82	15.020	46.19
15.271	21.82	15.521	46.19
15.772	21.82	16.022	46.19
16.273	21.82	16.522	46.19
16.773	21.71	17.023	46.19
17.274	21.82	17.524	46.32
17.775	21.82	18.025	46.19
18.275	21.82	18.525	46.19
18.776	21.92	19.026	46.32
19.277	21.82	19.527	46.19
19.778	21.82	20.028	46.19
20.278	21.82	20.528	46.32
20.778	21.82	21.029	46.32
21.279	21.82	21.530	46.32
21.780	21.82	22.030	46.32
22.280	21.71	22.531	46.32
22.781	21.71	23.032	46.32
23.282	21.82	23.533	46.32
23.783	21.82	24.033	46.32
24.283	21.82	24.534	46.32
24.784	21.82	25.035	46.32
25.285	21.82	25.536	46.32
