#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	27.65	0.501	45.52
0.750	27.54	1.000	45.52
1.251	27.54	1.501	45.39
1.752	27.44	2.002	45.39
2.253	27.44	2.503	45.39
2.753	27.54	3.003	45.52
3.254	27.54	3.504	45.39
3.755	27.44	4.005	45.39
4.256	27.54	4.505	45.52
4.756	27.44	5.006	45.52
5.257	27.44	5.507	45.52
5.758	27.33	6.008	45.52
6.259	27.44	6.508	45.52
6.759	27.44	7.009	45.65
7.259	27.44	7.510	45.52
7.760	27.44	8.011	45.65
8.260	27.44	8.511	45.52
8.761	27.33	9.012	45.65
9.262	27.33	9.513	45.52
9.763	27.54	10.014	45.52
10.263	27.33	10.514	45.65
10.764	27.44	11.015	45.79
11.265	27.33	11.516	45.65
11.766	27.33	12.017	45.65
12.266	27.33	12.517	45.79
12.767	27.33	13.018	45.65
13.268	27.33	13.518	45.65
13.769	27.33	14.018	45.79
14.269	27.33	14.519	45.79
14.770	27.33	15.020	45.79
15.271	27.23	15.521	45.79
15.772	27.33	16.021	45.79
16.272	27.33	16.522	45.79
16.773	27.23	17.023	45.65
17.274	27.33	17.524	45.79
17.774	27.33	18.024	45.79
18.275	27.23	18.525	45.79
18.776	27.33	19.026	45.79
19.277	27.33	19.527	45.79
19.776	27.23	20.027	45.79
20.277	27.23	20.528	45.92
20.778	27.44	21.029	45.92
21.279	27.23	21.529	45.65
21.779	27.33	22.030	45.92
22.280	27.33	22.531	45.92
22.781	27.23	23.032	45.92
23.282	27.23	23.532	45.92
23.782	27.33	24.033	45.92
24.283	27.33	24.534	45.92
24.784	27.23	25.035	45.92
25.284	27.23	25.535	46.05
