#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	34.42	0.501	44.73
0.751	34.42	1.002	44.60
1.251	34.31	1.502	44.60
1.752	34.42	2.003	44.60
2.253	34.19	2.504	44.73
2.754	34.19	3.004	44.73
3.254	34.19	3.505	44.73
3.755	34.19	4.006	44.60
4.256	34.19	4.507	44.73
4.757	34.08	5.007	44.73
5.257	34.08	5.507	44.73
5.758	34.08	6.008	44.73
6.259	34.08	6.509	44.73
6.760	33.97	7.009	44.60
7.260	34.08	7.510	44.73
7.761	34.08	8.011	44.73
8.262	33.97	8.512	44.60
8.762	34.08	9.012	44.73
9.263	33.97	9.513	44.73
9.764	33.97	10.014	44.73
10.265	33.86	10.515	44.73
10.765	33.86	11.015	44.73
11.266	33.86	11.516	44.60
11.766	33.86	12.017	44.73
12.267	33.86	12.517	44.73
12.767	33.86	13.018	44.60
13.268	33.86	13.519	44.73
13.769	33.86	14.020	44.73
14.270	33.86	14.520	44.73
14.770	33.74	15.021	44.73
15.271	33.86	15.522	44.73
15.772	33.86	16.023	44.73
16.272	33.74	16.523	44.86
16.773	33.86	17.024	44.86
17.274	33.74	17.525	44.86
17.775	33.74	18.025	44.86
18.275	33.74	18.525	44.86
18.776	33.74	19.026	44.86
19.277	33.74	19.527	44.73
19.778	33.86	20.027	44.73
20.278	33.86	20.528	44.86
20.779	33.74	21.029	44.86
21.280	33.86	21.530	44.86
21.781	33.74	22.030	44.86
22.281	33.86	22.531	44.73
22.782	33.86	23.032	44.86
23.283	33.74	23.533	44.86
23.784	33.74	24.033	44.86
24.283	33.86	24.534	44.86
24.784	33.86	25.035	44.73
25.285	33.86	25.536	44.86
