#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	41.89	0.501	46.86
0.751	42.01	1.002	47.00
1.252	42.01	1.502	47.00
1.752	42.14	2.002	46.86
2.253	42.14	2.503	47.00
2.754	42.26	3.004	47.00
3.255	42.26	3.504	47.00
3.755	42.26	4.005	47.00
4.256	42.39	4.506	47.00
4.757	42.39	5.007	47.00
5.257	42.39	5.507	46.86
5.758	42.39	6.008	46.86
6.259	42.52	6.509	46.86
6.760	42.52	7.010	47.00
7.260	42.52	7.510	47.00
7.760	42.52	8.011	46.86
8.261	42.52	8.512	47.00
8.762	42.64	9.012	46.86
9.262	42.64	9.513	46.86
9.763	42.64	10.014	46.86
10.264	42.64	10.515	46.86
10.765	42.64	11.015	46.86
11.265	42.77	11.516	46.86
11.766	42.64	12.017	46.86
12.267	42.77	12.518	46.86
12.768	42.77	13.018	46.86
13.268	42.77	13.519	46.86
13.769	42.77	14.020	46.86
14.270	42.77	14.520	46.86
14.770	42.90	15.020	46.86
15.271	42.77	15.521	46.86
15.772	42.90	16.022	47.00
16.273	42.90	16.523	46.86
16.773	42.90	17.023	46.86
17.274	42.90	17.524	46.86
17.775	42.90	18.025	46.86
18.276	42.90	18.525	47.00
18.776	43.02	19.026	47.00
19.277	43.02	19.527	46.86
19.778	43.02	20.028	46.86
20.279	43.02	20.528	46.86
20.778	43.02	21.029	46.86
21.279	43.02	21.530	47.00
21.780	43.02	22.031	47.00
22.280	43.02	22.531	47.00
22.781	43.02	23.032	47.00
23.282	43.02	23.533	47.00
23.783	43.02	24.034	47.00
24.283	43.15	24.534	46.86
24.784	43.15	25.035	47.00
25.285	43.15	25.536	47.00
25.786	43.02	26.036	47.00
26.286	43.15	26.537	47.00
26.787	43.15	27.037	47.00
