#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.251	39.07	0.501	46.73
0.751	39.07	1.001	46.86
1.252	39.07	1.502	46.73
1.753	39.07	2.003	46.86
2.254	39.07	2.504	46.86
2.754	39.07	3.004	46.86
3.255	39.07	3.505	46.86
3.756	39.07	4.006	46.73
4.257	39.07	4.506	46.86
4.756	39.07	5.007	46.86
5.257	39.07	5.508	46.86
5.758	39.07	6.009	46.86
6.259	39.19	6.509	46.86
6.759	39.07	7.010	46.86
7.260	39.07	7.511	46.86
7.761	39.19	8.012	46.86
8.261	39.19	8.512	47.00
8.762	39.19	9.013	47.00
9.263	39.19	9.514	47.00
9.764	39.19	10.015	47.00
10.264	39.19	10.514	47.00
10.765	39.19	11.015	47.13
11.266	39.19	11.516	47.13
11.767	39.19	12.016	47.00
12.267	39.19	12.517	47.13
12.768	39.19	13.018	47.13
13.269	39.19	13.519	47.13
13.770	39.19	14.019	47.13
14.270	39.19	14.520	47.13
14.771	39.19	15.021	47.13
15.272	39.19	15.522	47.00
15.773	39.31	16.022	47.13
16.273	39.19	16.523	47.13
16.773	39.31	17.024	47.13
17.274	39.31	17.525	47.13
17.774	39.31	18.025	47.27
18.275	39.31	18.526	47.13
18.776	39.31	19.027	47.13
19.277	39.31	19.528	47.13
19.777	39.31	20.028	47.27
20.278	39.31	20.529	47.27
20.779	39.19	21.030	47.27
21.280	39.31	21.530	47.27
21.780	39.31	22.031	47.13
22.281	39.31	22.532	47.13
22.782	39.31	23.032	47.27
23.283	39.19	23.532	47.27
23.783	39.31	24.033	47.27
24.284	39.19	24.534	47.27
24.785	39.31	25.035	47.27
25.285	39.31	25.535	47.27
