#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	31.97	0.501	51.69
0.751	31.86	1.002	51.69
1.251	31.86	1.502	51.69
1.752	31.97	2.003	51.54
2.253	31.86	2.503	51.54
2.754	31.86	3.003	51.69
3.254	31.86	3.504	51.69
3.755	31.86	4.005	51.69
4.256	31.86	4.506	51.54
4.757	31.86	5.006	51.69
5.257	31.86	5.507	51.69
5.758	31.86	6.008	51.69
6.259	31.86	6.509	51.69
6.759	31.86	7.009	51.69
7.260	31.86	7.510	51.69
7.761	31.75	8.011	51.69
8.262	31.75	8.512	51.69
8.761	31.86	9.012	51.69
9.262	31.75	9.513	51.39
9.763	31.75	10.014	51.54
10.264	31.75	10.515	51.69
10.764	31.75	11.015	51.54
11.265	31.64	11.516	51.54
11.766	31.75	12.017	51.69
12.267	31.75	12.517	51.54
12.767	31.75	13.018	51.54
13.268	31.64	13.519	51.69
13.769	31.64	14.020	51.54
14.270	31.64	14.519	51.69
14.770	31.64	15.020	51.54
15.271	31.64	15.521	51.69
15.772	31.64	16.022	51.69
16.272	31.64	16.522	51.69
16.773	31.64	17.023	51.69
17.274	31.64	17.524	51.69
17.775	31.64	18.025	51.69
18.275	31.53	18.525	51.69
18.776	31.64	19.026	51.69
19.277	31.64	19.527	51.69
19.778	31.64	20.027	51.69
20.278	31.53	20.528	51.69
20.778	31.53	21.029	51.69
21.279	31.53	21.530	51.69
21.780	31.53	22.030	51.69
22.280	31.53	22.531	51.54
22.781	31.53	23.032	51.54
23.282	31.53	23.533	51.54
23.782	31.53	24.033	51.69
24.283	31.53	24.534	51.69
24.784	31.53	25.035	51.69
25.285	31.53	25.536	51.69
