#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	26.80	0.500	52.14
0.751	26.70	1.001	52.14
1.251	26.80	1.501	52.14
1.752	26.80	2.002	52.14
2.253	26.80	2.503	52.14
2.754	26.70	3.004	52.14
3.254	26.70	3.504	52.14
3.755	26.70	4.005	51.99
4.256	26.70	4.506	52.14
4.757	26.59	5.006	52.14
5.257	26.59	5.507	52.14
5.757	26.59	6.008	52.14
6.258	26.59	6.509	52.14
6.759	26.59	7.009	52.14
7.259	26.59	7.510	52.14
7.760	26.59	8.011	52.14
8.261	26.59	8.512	52.14
8.761	26.59	9.012	52.14
9.262	26.49	9.513	52.29
9.763	26.49	10.014	52.14
10.264	26.49	10.515	52.14
10.764	26.49	11.015	52.14
11.265	26.49	11.516	52.14
11.766	26.49	12.016	52.14
12.267	26.49	12.516	52.14
12.767	26.49	13.017	52.14
13.268	26.49	13.518	52.14
13.769	26.49	14.019	52.29
14.270	26.38	14.519	52.14
14.770	26.38	15.020	52.29
15.271	26.38	15.521	52.29
15.772	26.38	16.022	52.14
16.272	26.38	16.522	52.14
16.773	26.38	17.023	52.14
17.274	26.38	17.524	52.14
17.774	26.38	18.025	52.29
18.274	26.38	18.525	52.14
18.775	26.38	19.026	52.29
19.276	26.28	19.527	52.29
19.777	26.28	20.028	52.29
20.277	26.28	20.528	52.14
20.778	26.28	21.029	52.29
21.279	26.28	21.530	52.29
21.780	26.17	22.030	52.14
22.280	26.28	22.531	52.14
22.781	26.28	23.032	52.29
23.282	26.28	23.532	52.29
23.783	26.28	24.032	52.14
24.283	26.17	24.533	52.14
24.784	26.28	25.034	52.29
25.285	26.07	25.535	52.14
