#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.249	25.23	0.500	52.29
0.750	25.34	1.001	52.29
1.251	25.34	1.502	52.29
1.752	25.23	2.003	52.29
2.252	25.23	2.503	52.29
2.753	25.23	3.004	52.14
3.254	25.13	3.505	52.29
3.755	25.23	4.005	52.29
4.255	25.13	4.505	52.29
4.756	25.13	5.006	52.29
5.257	25.13	5.507	52.29
5.758	25.13	6.007	52.29
6.258	25.13	6.508	52.29
6.759	25.02	7.009	52.29
7.260	25.02	7.510	52.29
7.761	25.02	8.010	52.14
8.261	25.02	8.511	52.14
8.762	25.02	9.012	52.14
9.263	25.02	9.513	52.29
9.763	25.02	10.013	52.14
10.264	24.92	10.514	52.29
10.765	24.92	11.015	52.29
11.265	24.92	11.516	52.29
11.765	24.92	12.016	52.14
12.266	24.81	12.517	52.29
12.767	24.81	13.018	52.29
13.268	24.92	13.518	52.14
13.768	24.81	14.019	52.29
14.269	24.81	14.520	52.29
14.770	24.81	15.021	52.29
15.271	24.71	15.521	52.14
15.771	24.81	16.022	52.14
16.272	24.81	16.523	52.14
16.773	24.71	17.024	52.29
17.273	24.71	17.523	52.29
17.774	24.71	18.024	52.29
18.275	24.71	18.525	52.14
18.776	24.71	19.026	52.29
19.276	24.71	19.526	52.29
19.777	24.71	20.027	52.14
20.278	24.61	20.528	52.29
20.779	24.61	21.028	52.14
21.279	24.61	21.529	52.29
21.780	24.61	22.030	52.14
22.281	24.61	22.531	52.29
22.782	24.61	23.031	52.29
23.282	24.61	23.532	52.29
23.782	24.61	24.033	52.29
24.283	24.61	24.534	52.14
24.783	24.50	25.034	52.29
25.284	24.61	25.535	52.14
