#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	36.25	0.501	43.57
0.751	36.25	1.001	43.70
1.251	36.36	1.502	43.70
1.752	36.36	2.003	43.96
2.253	36.48	2.503	43.83
2.753	36.36	3.003	43.96
3.254	36.36	3.504	43.96
3.755	36.36	4.005	43.96
4.256	36.36	4.506	43.96
4.756	36.48	5.006	43.96
5.257	36.48	5.507	44.09
5.758	36.48	6.008	44.09
6.259	36.48	6.508	44.09
6.759	36.48	7.009	43.96
7.260	36.60	7.510	44.09
7.761	36.60	8.011	44.09
8.262	36.60	8.511	44.09
8.761	36.48	9.012	44.09
9.262	36.48	9.513	43.96
9.763	36.60	10.014	44.09
10.263	36.60	10.514	44.09
10.764	36.60	11.015	43.96
11.265	36.60	11.516	44.09
11.766	36.60	12.017	44.09
12.266	36.60	12.517	43.96
12.767	36.71	13.018	43.96
13.268	36.60	13.519	44.22
13.769	36.60	14.020	44.09
14.269	36.83	14.519	44.09
14.770	36.83	15.020	44.09
15.271	36.71	15.521	44.09
15.772	36.71	16.021	44.09
16.272	36.83	16.522	44.22
16.773	36.71	17.023	44.22
17.274	36.71	17.524	44.34
17.775	36.71	18.024	44.22
18.275	36.71	18.525	44.22
18.776	36.71	19.026	44.22
19.277	36.83	19.527	44.22
19.777	36.83	20.027	44.34
20.277	36.83	20.528	44.22
20.778	36.83	21.029	44.22
21.279	36.83	21.530	44.22
21.779	36.71	22.030	44.22
22.280	36.71	22.531	44.34
22.781	36.83	23.032	44.34
23.282	36.94	23.532	44.22
23.782	36.83	24.033	44.22
24.283	36.83	24.534	44.09
24.784	36.83	25.035	44.22
