#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.251	30.11	0.501	51.54
0.752	30.00	1.002	51.69
1.252	30.11	1.503	51.54
1.752	30.00	2.003	51.69
2.253	30.00	2.504	51.54
2.754	30.00	3.005	51.69
3.255	30.00	3.506	51.69
3.755	30.00	4.006	51.54
4.256	29.90	4.507	51.69
4.757	30.00	5.008	51.69
5.258	29.90	5.508	51.54
5.758	29.90	6.009	51.54
6.259	29.90	6.510	51.54
6.760	29.90	7.010	51.69
7.261	29.90	7.510	51.69
7.761	29.90	8.011	51.69
8.262	29.90	8.512	51.69
8.763	29.79	9.013	51.69
9.263	29.79	9.513	51.69
9.764	29.79	10.014	51.69
10.265	29.79	10.515	51.84
10.766	29.68	11.016	51.69
11.266	29.79	11.516	51.84
11.767	29.68	12.017	51.69
12.268	29.68	12.518	51.84
12.769	29.57	13.018	51.84
13.268	29.68	13.519	51.69
13.769	29.68	14.020	51.84
14.270	29.68	14.521	51.69
14.771	29.57	15.021	51.84
15.271	29.57	15.522	51.84
15.772	29.68	16.023	51.84
16.273	29.57	16.524	51.69
16.773	29.57	17.024	51.99
17.274	29.57	17.525	51.84
17.775	29.57	18.026	51.84
18.276	29.47	18.527	51.84
18.776	29.57	19.026	51.84
19.277	29.57	19.527	51.99
19.778	29.57	20.028	51.84
20.279	29.47	20.528	51.84
20.779	29.47	21.029	51.84
21.280	29.47	21.530	51.84
21.781	29.47	22.031	51.84
22.282	29.47	22.531	51.99
22.782	29.47	23.032	51.84
23.283	29.47	23.533	51.84
23.784	29.47	24.034	51.99
24.285	29.47	24.534	51.99
24.785	29.47	25.035	51.99
25.285	29.47	25.536	51.99
