#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
25.286	37.88	25.536	41.32
25.786	37.88	26.036	41.44
26.287	37.88	26.537	41.44
26.787	38.00	27.038	41.32
27.288	38.00	27.539	41.32
27.788	38.00	28.039	41.32
28.289	38.00	28.540	41.44
28.790	38.00	29.041	41.56
29.291	38.00	29.541	41.44
29.791	38.12	30.042	41.56
30.292	38.12	30.543	41.44
30.793	38.12	31.044	41.56
31.294	38.00	31.544	41.44
31.794	38.00	32.045	41.56
32.295	38.00	32.546	41.56
32.796	38.12	33.046	41.56
33.296	38.00	33.546	41.56
33.797	38.00	34.047	41.69
34.298	38.12	34.548	41.69
34.799	38.00	35.049	41.56
35.299	38.12	35.549	41.69
35.800	38.12	36.050	41.56
36.301	38.12	36.551	41.69
36.802	38.12	37.051	41.69
37.302	38.12	37.552	41.81
37.803	38.12	38.053	41.69
38.303	38.00	38.554	41.69
38.804	38.24	39.054	41.69
39.304	38.12	39.555	41.69
39.805	38.12	40.056	41.69
40.306	38.12	40.557	41.81
40.807	38.12	41.057	41.56
41.307	38.24	41.558	41.69
41.808	38.12	42.059	41.69
42.309	38.12	42.560	41.81
42.809	38.12	43.060	41.69
43.310	38.24	43.561	41.81
43.811	38.24	44.062	41.81
44.312	38.24	44.562	41.81
44.812	38.12	45.062	41.81
45.313	38.24	45.563	41.81
45.814	38.24	46.064	41.81
46.315	38.24	46.564	41.94
46.815	38.24	47.065	41.81
47.316	38.24	47.566	41.81
47.817	38.24	48.067	41.81
48.318	38.24	48.567	41.94
48.818	38.36	49.068	41.94
49.319	38.36	49.569	41.94
49.820	38.24	50.070	41.81
50.320	38.24	50.570	41.94
