#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	31.75	0.500	44.86
0.751	31.97	1.001	44.86
1.252	31.64	1.501	44.86
1.752	31.64	2.002	44.86
2.253	31.64	2.503	44.86
2.754	31.64	3.004	44.73
3.255	31.64	3.504	44.86
3.755	31.53	4.005	44.86
4.256	31.53	4.506	44.86
4.757	31.53	5.007	44.86
5.258	31.64	5.507	44.86
5.757	31.53	6.008	44.86
6.258	31.53	6.509	44.86
6.759	31.53	7.010	44.86
7.259	31.42	7.510	45.00
7.760	31.42	8.011	45.00
8.261	31.53	8.512	44.86
8.762	31.42	9.013	45.00
9.262	31.53	9.513	45.00
9.763	31.53	10.014	45.00
10.264	31.53	10.515	45.00
10.765	31.42	11.015	45.00
11.265	31.42	11.516	45.00
11.766	31.42	12.016	45.00
12.267	31.31	12.517	45.00
12.768	31.42	13.017	45.00
13.268	31.42	13.518	45.00
13.769	31.42	14.019	45.00
14.270	31.31	14.520	45.00
14.770	31.42	15.020	45.13
15.271	31.42	15.521	45.13
15.772	31.42	16.022	45.13
16.273	31.42	16.523	45.00
16.773	31.42	17.023	45.13
17.274	31.42	17.524	45.13
17.775	31.42	18.025	45.13
18.275	31.42	18.525	45.13
18.775	31.31	19.026	45.13
19.276	31.42	19.527	45.26
19.777	31.42	20.028	45.13
20.278	31.64	20.528	45.13
20.778	31.42	21.029	45.26
21.279	31.42	21.530	45.26
21.780	31.42	22.031	45.26
22.281	31.42	22.531	45.26
22.781	31.42	23.032	45.26
23.282	31.31	23.533	45.26
23.783	31.42	24.034	45.26
24.283	31.42	24.533	45.26
24.784	31.42	25.034	45.26
25.285	31.31	25.535	45.26
25.786	31.42	26.036	45.26
26.286	31.42	26.536	45.26
