#Creator: tempmonitorEventBuffer
#Creation time: Wed Nov 16 16:05:14 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	30.33	0.500	45.26
0.751	30.22	1.001	45.13
1.252	30.11	1.501	45.13
1.752	30.22	2.002	45.13
2.253	30.22	2.503	45.13
2.754	30.22	3.004	45.13
3.255	30.11	3.504	45.13
3.755	30.11	4.005	45.13
4.256	30.22	4.506	45.13
4.757	30.22	5.007	45.00
5.258	30.22	5.507	45.00
5.758	30.22	6.008	45.00
6.258	30.22	6.509	45.00
6.759	30.22	7.010	45.00
7.259	30.11	7.510	45.00
7.760	30.11	8.011	45.00
8.261	30.22	8.512	45.00
8.762	30.22	9.013	45.00
9.262	30.11	9.513	45.00
9.763	30.22	10.014	45.00
10.264	30.11	10.515	45.00
10.765	30.22	11.015	45.00
11.265	30.11	11.516	45.00
11.766	30.11	12.016	45.00
12.267	30.11	12.517	45.00
12.768	30.11	13.017	45.00
13.268	30.11	13.518	45.00
13.769	30.11	14.019	45.00
14.270	30.22	14.520	45.00
14.770	30.11	15.020	45.00
15.271	30.11	15.521	45.00
15.772	30.11	16.022	45.00
16.273	30.11	16.523	45.00
16.773	30.11	17.023	45.00
17.274	30.00	17.524	45.00
17.775	30.11	18.025	45.00
18.275	30.00	18.525	45.00
18.775	30.11	19.026	45.13
19.276	30.22	19.527	45.13
19.777	30.00	20.028	45.13
20.278	30.11	20.528	45.00
20.778	30.11	21.029	45.00
21.279	30.11	21.530	45.00
21.780	30.00	22.031	45.13
22.280	30.11	22.531	45.13
22.781	30.11	23.032	45.13
23.282	30.11	23.533	45.13
23.783	30.00	24.033	45.13
24.283	30.11	24.533	45.13
24.784	30.22	25.034	45.00
25.285	30.11	25.535	45.13
