#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	40.16	0.501	38.71
0.750	40.16	1.001	38.71
1.251	40.16	1.502	38.59
1.752	40.16	2.003	38.59
2.253	40.16	2.504	38.59
2.753	40.16	3.003	38.59
3.254	40.04	3.504	38.59
3.755	40.16	4.005	38.59
4.256	40.16	4.505	38.59
4.756	40.16	5.006	38.59
5.257	40.16	5.507	38.59
5.758	40.16	6.008	38.59
6.259	40.16	6.508	38.59
6.759	40.16	7.009	38.59
7.260	40.16	7.510	38.59
7.761	40.16	8.011	38.59
8.261	40.16	8.511	38.59
8.762	40.16	9.012	38.59
9.263	40.16	9.513	38.59
9.763	40.16	10.014	38.59
10.263	40.28	10.514	38.47
10.764	40.28	11.015	38.59
11.265	40.28	11.516	38.59
11.766	40.28	12.016	38.59
12.266	40.28	12.517	38.59
12.767	40.28	13.018	38.59
13.268	40.28	13.519	38.59
13.769	40.28	14.019	38.59
14.269	40.28	14.520	38.59
14.770	40.16	15.021	38.47
15.271	40.16	15.521	38.47
15.771	40.16	16.021	38.47
16.272	40.28	16.522	38.59
16.773	40.16	17.023	38.47
17.274	40.16	17.524	38.47
17.774	40.16	18.024	38.47
18.275	40.16	18.525	38.47
18.776	40.16	19.026	38.47
19.277	40.16	19.526	38.47
19.777	40.16	20.027	38.36
20.278	40.16	20.528	38.36
20.779	40.04	21.029	38.36
21.280	40.16	21.529	38.36
21.779	40.04	22.030	38.36
22.280	40.04	22.531	38.36
22.781	40.04	23.032	38.24
23.281	40.04	23.532	38.36
23.782	40.04	24.033	38.36
24.283	40.04	24.534	38.36
24.784	40.04	25.035	38.36
25.284	40.04	25.535	38.36
25.785	40.04	26.036	38.36
26.286	40.04	26.537	38.36
26.787	40.04	27.038	38.36
27.287	40.04	27.538	38.36
27.788	40.04	28.038	38.36
28.289	39.92	28.539	38.36
28.790	40.04	29.039	38.36
29.290	40.04	29.540	38.36
29.791	40.04	30.041	38.36
30.292	40.04	30.542	38.24
30.793	40.04	31.042	38.24
31.293	40.04	31.543	38.24
31.794	40.04	32.044	38.24
32.295	40.04	32.545	38.24
32.795	40.04	33.045	38.24
33.296	40.04	33.546	38.24
33.797	40.04	34.047	38.24
34.297	39.92	34.548	38.24
34.797	39.92	35.048	38.24
35.298	39.92	35.549	38.12
35.799	39.92	36.050	38.24
36.300	39.92	36.550	38.24
36.800	39.92	37.051	38.24
37.301	39.92	37.552	38.24
37.802	39.92	38.053	38.24
38.303	39.92	38.553	38.24
38.803	39.92	39.054	38.12
