#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
80.362	41.51	80.613	40.40
80.862	41.64	81.113	40.40
81.363	41.64	81.614	40.40
81.864	41.64	82.115	40.40
82.365	41.64	82.615	40.28
82.865	41.64	83.115	40.28
83.366	41.64	83.616	40.28
83.867	41.64	84.117	40.28
84.368	41.64	84.618	40.40
84.868	41.64	85.118	40.40
85.369	41.64	85.619	40.40
85.870	41.64	86.120	40.40
86.371	41.76	86.620	40.40
86.871	41.64	87.121	40.40
87.372	41.64	87.622	40.40
87.873	41.76	88.123	40.40
88.374	41.76	88.623	40.40
88.873	41.64	89.124	40.40
89.374	41.64	89.625	40.40
89.875	41.76	90.126	40.40
90.375	41.64	90.626	40.40
90.876	41.64	91.127	40.40
91.377	41.76	91.628	40.40
91.878	41.76	92.129	40.28
92.378	41.76	92.629	40.40
92.879	41.76	93.130	40.28
93.380	41.64	93.631	40.28
93.881	41.64	94.131	40.28
94.381	41.64	94.631	40.28
94.882	41.64	95.132	40.28
95.383	41.64	95.633	40.28
95.884	41.64	96.133	40.28
96.384	41.64	96.634	40.28
96.885	41.64	97.135	40.28
97.386	41.64	97.636	40.28
97.886	41.64	98.136	40.16
98.387	41.64	98.637	40.28
98.888	41.64	99.138	40.28
99.389	41.51	99.639	40.16
99.889	41.64	100.139	40.16
100.390	41.64	100.640	40.16
100.890	41.51	101.141	40.16
101.391	41.51	101.642	40.16
101.891	41.51	102.142	40.16
102.392	41.51	102.643	40.16
102.893	41.51	103.144	40.16
103.394	41.51	103.644	40.16
103.894	41.51	104.145	40.28
104.395	41.51	104.646	40.16
104.896	41.51	105.147	40.16
105.397	41.51	105.647	40.28
105.897	41.51	106.148	40.16
106.398	41.64	106.649	40.16
106.899	41.64	107.149	40.28
107.399	41.64	107.649	40.28
107.900	41.51	108.150	40.16
108.401	41.51	108.651	40.16
108.902	41.51	109.152	40.16
109.402	41.51	109.652	40.16
109.903	41.51	110.153	40.16
110.404	41.51	110.654	40.16
110.905	41.51	111.154	40.04
111.405	41.51	111.655	40.16
111.906	41.51	112.156	40.16
112.407	41.51	112.657	40.04
112.908	41.51	113.157	40.04
113.407	41.51	113.658	40.04
113.908	41.39	114.159	40.04
114.409	41.51	114.660	40.04
114.909	41.51	115.160	40.04
115.410	41.51	115.661	40.04
115.911	41.51	116.162	40.04
116.412	41.51	116.663	40.04
116.912	41.51	117.163	40.04
117.413	41.51	117.664	40.04
117.914	41.51	118.165	40.04
118.415	41.51	118.666	40.04
118.915	41.51	119.166	40.04
119.416	41.51	119.666	40.04
119.917	41.51	120.167	40.04
120.418	41.64	120.667	40.04
120.918	41.39	121.168	40.04
121.419	41.51	121.669	40.04
121.920	41.51	122.170	40.04
122.421	41.51	122.670	40.04
122.921	41.39	123.171	40.04
123.422	41.51	123.672	40.04
123.923	41.51	124.173	40.04
124.423	41.51	124.673	40.04
124.924	41.39	125.174	39.92
125.424	41.39	125.675	39.92
125.925	41.39	126.176	39.92
126.425	41.51	126.676	40.04
126.926	41.27	127.177	39.92
127.427	41.27	127.678	39.92
127.928	41.39	128.178	39.92
128.428	41.39	128.679	39.92
128.929	41.39	129.180	39.92
129.430	41.39	129.681	40.04
129.931	41.39	130.181	40.04
130.431	41.39	130.682	40.04
130.932	41.39	131.183	39.92
131.433	41.39	131.683	40.04
131.933	41.51	132.183	40.04
