#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.249	29.68	0.500	28.71
0.750	29.68	1.001	28.71
1.251	29.68	1.502	28.61
1.752	29.57	2.003	28.61
2.252	29.68	2.503	28.61
2.753	29.68	3.003	28.61
3.254	29.57	3.504	28.61
3.755	29.57	4.005	28.61
4.255	29.57	4.505	28.50
4.756	29.57	5.006	28.50
5.257	29.57	5.507	28.50
5.758	29.57	6.007	28.61
6.258	29.57	6.508	28.50
6.759	29.57	7.009	28.50
7.260	29.57	7.510	28.50
7.761	29.57	8.010	28.39
8.261	29.57	8.511	28.61
8.761	29.57	9.012	28.39
9.262	29.57	9.513	28.50
9.762	29.57	10.013	28.50
10.263	29.47	10.514	28.39
10.764	29.47	11.015	28.50
11.265	29.47	11.516	28.39
11.765	29.57	12.016	28.39
12.266	29.47	12.517	28.39
12.767	29.47	13.018	28.39
13.268	29.47	13.518	28.39
13.768	29.47	14.019	28.39
14.269	29.47	14.520	28.39
14.770	29.47	15.020	28.39
15.271	29.47	15.520	28.39
15.771	29.47	16.021	28.29
16.272	29.47	16.522	28.39
16.773	29.47	17.023	28.29
17.273	29.47	17.523	28.29
17.774	29.47	18.024	28.39
18.275	29.47	18.525	28.39
18.776	29.47	19.026	28.29
19.276	29.47	19.526	28.29
19.777	29.47	20.027	28.29
20.278	29.47	20.528	28.29
20.779	29.47	21.029	28.29
21.279	29.36	21.529	28.29
21.779	29.25	22.030	28.29
