#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	33.41	0.499	32.63
0.750	33.41	1.000	32.63
1.251	33.30	1.501	32.52
1.752	33.30	2.002	32.63
2.253	33.30	2.502	32.52
2.753	33.19	3.003	32.52
3.254	33.19	3.504	32.41
3.755	33.19	4.005	32.52
4.255	33.19	4.505	32.41
4.756	33.19	5.006	32.41
5.257	33.07	5.507	32.41
5.758	33.07	6.008	32.41
6.257	32.96	6.508	32.30
6.758	32.96	7.009	32.30
7.259	32.96	7.510	32.30
7.760	33.07	8.010	32.30
8.260	32.85	8.511	32.30
8.761	32.96	9.012	32.30
9.262	32.85	9.513	32.30
9.763	32.85	10.013	32.30
10.263	32.85	10.514	32.19
10.764	32.85	11.015	32.19
11.265	32.74	11.516	32.19
11.766	32.85	12.016	32.19
12.266	32.74	12.516	32.19
12.767	32.74	13.017	32.19
13.268	32.74	13.518	32.08
13.768	32.63	14.018	32.19
14.269	32.63	14.519	32.08
14.770	32.74	15.020	32.08
15.271	32.74	15.521	32.08
15.771	32.63	16.021	32.08
16.272	32.63	16.522	32.08
16.773	32.63	17.023	32.08
17.274	32.63	17.523	32.08
17.774	32.52	18.024	32.08
18.274	32.63	18.525	32.08
18.775	32.63	19.026	31.97
19.276	32.52	19.526	32.08
19.776	32.52	20.027	32.08
20.277	32.63	20.528	31.97
20.778	32.52	21.029	31.97
21.278	32.52	21.529	31.97
21.779	32.41	22.030	31.97
22.280	32.52	22.531	31.97
22.781	32.41	23.032	31.97
23.281	32.41	23.532	31.97
23.782	32.41	24.033	31.97
24.283	32.41	24.534	31.97
24.784	32.41	25.033	31.97
25.284	32.41	25.534	31.86
25.785	32.30	26.035	31.86
26.286	32.41	26.536	31.86
26.787	32.30	27.036	31.97
27.287	32.41	27.537	31.97
27.788	32.30	28.038	31.86
28.289	32.30	28.539	31.86
28.790	32.30	29.039	31.86
29.290	32.30	29.540	31.86
