#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	34.76	0.499	33.30
0.750	34.76	1.000	33.30
1.251	34.76	1.501	33.30
1.752	34.76	2.002	33.30
2.253	34.76	2.502	33.30
2.753	34.76	3.003	33.30
3.254	34.76	3.504	33.19
3.755	34.76	4.005	33.30
4.255	34.76	4.505	33.19
4.756	34.76	5.006	33.30
5.256	34.76	5.507	33.30
5.757	34.76	6.008	33.30
6.257	34.76	6.508	33.30
6.758	34.76	7.009	33.30
7.259	34.87	7.510	33.30
7.760	34.76	8.010	33.19
8.260	34.87	8.511	33.30
8.761	34.76	9.012	33.30
9.262	34.76	9.513	33.30
9.763	34.87	10.013	33.30
10.263	34.76	10.514	33.30
10.764	34.76	11.015	33.30
11.265	34.76	11.515	33.30
11.765	34.76	12.015	33.30
12.266	34.87	12.516	33.30
12.767	34.76	13.017	33.30
13.268	34.76	13.518	33.19
13.768	34.76	14.018	33.19
14.269	34.76	14.519	33.19
14.770	34.76	15.020	33.30
15.271	34.76	15.521	33.30
15.771	34.76	16.021	33.19
16.272	34.87	16.522	33.19
16.772	34.76	17.023	33.19
17.273	34.76	17.523	33.19
17.773	34.76	18.024	33.19
18.274	34.76	18.525	33.19
18.775	34.76	19.026	33.19
19.276	34.76	19.526	33.19
19.776	34.87	20.027	33.19
20.277	34.76	20.528	33.19
20.778	34.76	21.029	33.19
21.278	34.76	21.529	33.19
21.779	34.76	22.030	33.19
22.280	34.76	22.531	33.19
22.781	34.76	23.031	33.19
23.281	34.87	23.531	33.19
23.782	34.76	24.032	33.19
24.283	34.87	24.533	33.30
24.784	34.87	25.033	33.19
25.284	34.87	25.534	33.19
25.785	34.87	26.035	33.19
26.286	34.87	26.536	33.19
26.787	34.87	27.036	33.19
27.287	34.87	27.537	33.30
27.788	34.87	28.038	33.19
28.289	34.87	28.539	33.30
28.789	34.99	29.039	33.19
29.290	34.87	29.540	33.19
29.790	34.87	30.041	33.30
30.291	34.87	30.542	33.19
30.791	34.87	31.042	33.30
31.292	34.87	31.543	33.19
31.793	34.76	32.044	33.30
32.294	34.87	32.545	33.30
32.794	34.87	33.045	33.19
33.295	34.87	33.546	33.19
33.796	34.87	34.047	33.30
34.297	34.99	34.547	33.19
34.797	34.87	35.048	33.30
35.298	34.87	35.548	33.19
35.799	34.87	36.049	33.19
36.300	34.87	36.549	33.19
36.800	34.87	37.050	33.19
37.301	34.87	37.551	33.30
37.802	34.87	38.052	33.19
38.302	34.87	38.552	33.30
38.803	34.87	39.053	33.19
