#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.251	30.65	0.501	29.47
0.752	30.76	1.002	29.47
1.252	30.65	1.503	29.47
1.752	30.65	2.003	29.47
2.253	30.65	2.504	29.47
2.754	30.65	3.005	29.47
3.255	30.65	3.506	29.36
3.755	30.65	4.006	29.47
4.256	30.55	4.507	29.36
4.757	30.87	5.008	29.36
5.258	30.65	5.509	29.36
5.758	30.65	6.009	29.36
6.259	30.55	6.510	29.36
6.760	30.55	7.010	29.36
7.261	30.55	7.510	29.25
7.761	30.55	8.011	29.36
8.262	30.55	8.512	29.36
8.763	30.55	9.013	29.36
9.264	30.55	9.513	29.25
9.764	30.44	10.014	29.25
10.265	30.55	10.515	29.25
10.766	30.55	11.016	29.14
11.266	30.44	11.516	29.14
11.767	30.44	12.017	29.25
12.268	30.44	12.518	29.25
12.768	30.33	13.019	29.14
13.268	30.44	13.519	29.14
13.769	30.44	14.020	29.14
14.270	30.44	14.521	29.14
14.771	30.44	15.021	29.14
15.271	30.33	15.522	29.25
15.772	30.33	16.023	29.14
16.273	30.44	16.524	29.14
16.774	30.33	17.024	29.14
17.274	30.33	17.525	29.14
17.775	30.33	18.026	29.14
18.276	30.33	18.527	29.14
18.776	30.33	19.026	29.14
19.277	30.33	19.527	29.04
19.778	30.33	20.028	29.04
20.279	30.33	20.529	29.04
20.779	30.33	21.029	29.04
21.280	30.33	21.530	29.14
21.781	30.33	22.031	29.04
22.282	30.33	22.531	29.04
22.782	30.33	23.032	28.93
23.283	30.22	23.533	29.04
23.784	30.22	24.034	29.04
24.285	30.33	24.534	29.04
24.785	30.33	25.035	29.04
25.285	30.33	25.536	28.93
25.786	30.22	26.037	29.14
26.286	30.33	26.537	29.04
26.787	30.33	27.038	29.04
27.288	30.33	27.539	29.04
27.789	30.33	28.040	29.04
28.289	30.33	28.540	29.04
28.790	30.33	29.041	29.04
29.291	30.33	29.542	29.04
29.792	30.33	30.043	29.04
30.292	30.33	30.543	29.04
30.793	30.33	31.044	29.04
31.294	30.33	31.544	29.14
31.795	30.33	32.044	29.04
32.295	30.33	32.545	29.04
32.796	30.33	33.046	29.04
33.297	30.33	33.547	29.04
33.798	30.44	34.047	29.04
34.298	30.33	34.548	29.04
34.799	30.33	35.049	29.04
35.300	30.33	35.550	29.04
35.800	30.44	36.050	29.04
36.301	30.33	36.551	29.04
36.801	30.33	37.052	29.04
37.302	30.33	37.553	28.93
37.802	30.33	38.053	28.93
38.303	30.33	38.554	28.93
38.804	30.44	39.055	29.04
39.305	30.33	39.555	28.93
39.805	30.33	40.056	28.93
40.306	30.33	40.557	28.93
40.807	30.33	41.058	28.93
