#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	26.80	0.501	46.29
0.751	26.80	1.002	46.29
1.251	26.80	1.502	46.15
1.752	26.80	2.003	46.15
2.253	26.91	2.503	46.42
2.754	26.80	3.004	46.29
3.254	26.80	3.504	46.29
3.755	26.80	4.005	46.29
4.256	26.80	4.506	46.42
4.757	26.80	5.007	46.42
5.257	26.80	5.507	46.29
5.758	26.70	6.008	46.42
6.259	26.80	6.509	46.42
6.760	26.80	7.009	46.42
7.260	26.70	7.510	46.42
7.761	26.70	8.011	46.29
8.262	26.70	8.512	46.42
8.762	26.70	9.012	46.42
9.262	26.70	9.513	46.42
9.763	26.70	10.014	46.42
10.264	26.70	10.515	46.42
10.764	26.70	11.015	46.42
11.265	26.70	11.516	46.42
11.766	26.70	12.017	46.42
12.267	26.70	12.518	46.42
12.767	26.59	13.018	46.42
13.268	26.59	13.519	46.42
13.769	26.59	14.020	46.42
14.270	26.59	14.520	46.29
14.770	26.70	15.020	46.42
15.271	26.59	15.521	46.29
15.772	26.59	16.022	46.42
16.273	26.59	16.522	46.42
16.773	26.59	17.023	46.42
17.274	26.59	17.524	46.42
17.775	26.59	18.025	46.42
18.275	26.49	18.525	46.42
18.776	26.59	19.026	46.42
19.277	26.49	19.527	46.42
19.778	26.49	20.028	46.42
20.278	26.49	20.528	46.29
20.779	26.59	21.029	46.42
21.279	26.49	21.530	46.42
