#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.251	32.63	0.501	31.42
0.752	32.63	1.002	31.42
1.253	32.63	1.502	31.42
1.753	32.63	2.003	31.42
2.254	32.63	2.504	31.42
2.755	32.52	3.005	31.42
3.255	32.63	3.505	31.42
3.755	32.52	4.006	31.42
4.256	32.52	4.507	31.31
4.757	32.52	5.008	31.31
5.257	32.52	5.508	31.31
5.758	32.52	6.009	31.31
6.259	32.52	6.510	31.31
6.760	32.52	7.010	31.31
7.260	32.52	7.511	31.20
7.761	32.52	8.012	31.31
8.262	32.52	8.513	31.20
8.763	32.52	9.013	31.20
9.263	32.52	9.513	31.20
9.764	32.41	10.014	31.20
10.265	32.52	10.515	31.20
10.765	32.41	11.015	31.20
11.266	32.52	11.516	31.20
11.767	32.52	12.017	31.09
12.268	32.52	12.518	31.20
12.768	32.52	13.018	31.20
13.269	32.52	13.519	31.20
13.770	32.52	14.020	31.20
14.271	32.52	14.520	31.09
14.771	32.52	15.021	31.20
15.272	32.52	15.522	31.20
15.772	32.52	16.023	31.20
16.273	32.52	16.523	31.09
16.773	32.52	17.024	31.20
17.274	32.52	17.525	31.20
17.775	32.52	18.026	31.09
18.275	32.52	18.526	31.09
18.776	32.63	19.027	31.09
19.277	32.52	19.528	31.09
19.778	32.52	20.029	31.09
20.278	32.52	20.529	31.09
20.779	32.52	21.030	31.09
21.280	32.52	21.530	31.09
21.781	32.52	22.031	31.09
22.281	32.52	22.531	31.09
22.782	32.52	23.032	31.09
23.283	32.52	23.533	31.09
23.784	32.52	24.033	31.09
24.284	32.52	24.534	31.09
24.785	32.52	25.035	31.09
25.286	32.52	25.536	30.98
25.787	32.52	26.036	31.09
26.287	32.52	26.537	30.98
26.788	32.41	27.038	31.09
27.289	32.52	27.539	31.09
