#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	35.33	0.501	46.42
0.750	35.33	1.001	46.56
1.251	35.44	1.502	46.56
1.752	35.44	2.002	46.56
2.253	35.44	2.502	46.42
2.753	35.44	3.003	46.56
3.254	35.56	3.504	46.42
3.755	35.56	4.005	46.42
4.256	35.56	4.505	46.56
4.756	35.56	5.006	46.42
5.257	35.56	5.507	46.56
5.758	35.67	6.008	46.42
6.258	35.67	6.508	46.56
6.759	35.67	7.009	46.42
7.260	35.67	7.510	46.56
7.760	35.79	8.011	46.42
8.260	35.79	8.511	46.56
8.761	35.79	9.012	46.42
9.262	35.79	9.513	46.42
9.763	35.79	10.013	46.42
10.263	35.79	10.514	46.42
10.764	35.90	11.015	46.56
11.265	35.79	11.516	46.42
11.766	35.90	12.016	46.42
12.266	35.90	12.517	46.42
12.767	35.90	13.017	46.42
13.268	35.90	13.518	46.56
13.769	35.90	14.018	46.56
14.269	35.90	14.519	46.42
14.770	36.02	15.020	46.56
15.271	35.90	15.521	46.42
15.771	36.02	16.021	46.42
16.272	36.02	16.522	46.56
16.773	36.02	17.023	46.56
17.274	35.90	17.524	46.42
17.774	36.02	18.024	46.56
18.275	36.02	18.525	46.56
18.776	36.02	19.026	46.42
19.276	36.02	19.526	46.56
19.776	36.02	20.027	46.56
20.277	36.02	20.528	46.56
20.778	36.02	21.029	46.56
21.279	36.02	21.529	46.56
21.779	36.02	22.030	46.56
22.280	36.02	22.531	46.56
22.781	36.02	23.032	46.56
23.281	36.02	23.532	46.42
23.782	36.02	24.033	46.56
24.283	36.13	24.534	46.42
24.784	36.02	25.034	46.56
25.284	36.02	25.534	46.56
25.785	36.02	26.035	46.42
26.286	36.02	26.536	46.42
26.787	36.02	27.036	46.56
27.287	36.13	27.537	46.42
27.788	36.02	28.038	46.56
28.289	36.13	28.539	46.56
28.790	36.13	29.039	46.42
29.290	36.13	29.540	46.42
29.791	36.02	30.041	46.42
30.292	36.13	30.542	46.42
30.793	36.02	31.042	46.56
31.292	36.13	31.543	46.56
31.793	36.13	32.044	46.42
32.294	36.13	32.545	46.42
32.794	36.13	33.045	46.56
33.295	36.13	33.546	46.42
33.796	36.02	34.047	46.56
34.297	36.02	34.548	46.56
34.797	36.02	35.048	46.42
35.298	36.02	35.549	46.42
35.799	36.13	36.050	46.56
36.300	36.13	36.550	46.56
36.800	36.13	37.051	46.42
37.301	36.13	37.551	46.42
37.802	36.13	38.052	46.56
38.303	36.13	38.552	46.42
38.803	36.13	39.053	46.56
39.304	36.13	39.554	46.42
39.805	36.13	40.055	46.56
40.305	36.25	40.555	46.56
