#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	45.36	0.500	43.79
0.750	45.22	1.001	43.66
1.251	45.22	1.502	43.66
1.752	45.22	2.003	43.66
2.253	45.09	2.503	43.66
2.753	45.22	3.004	43.53
3.254	45.22	3.505	43.53
3.755	45.22	4.005	43.53
4.255	45.22	4.505	43.53
4.756	45.22	5.006	43.53
5.257	45.22	5.507	43.53
5.758	45.22	6.008	43.53
6.258	45.22	6.508	43.41
6.759	45.22	7.009	43.15
7.260	45.22	7.510	43.15
7.761	45.22	8.010	43.02
8.261	45.22	8.511	43.02
8.762	45.22	9.012	43.02
9.263	45.22	9.513	42.90
9.763	45.22	10.013	42.90
10.263	45.22	10.514	42.77
10.764	45.22	11.015	42.77
11.265	45.22	11.516	42.64
11.765	45.09	12.016	42.64
12.266	45.09	12.517	42.64
12.767	45.09	13.018	42.52
13.268	45.09	13.519	42.52
13.768	45.09	14.019	42.52
14.269	45.09	14.520	42.39
14.770	45.09	15.021	42.39
15.271	45.09	15.520	42.26
15.771	45.09	16.021	42.26
16.272	45.09	16.522	42.26
16.773	45.09	17.023	42.26
17.274	45.09	17.523	42.26
17.774	45.09	18.024	42.26
18.275	44.96	18.525	42.26
18.776	44.96	19.026	42.39
19.277	44.96	19.526	42.39
19.777	44.96	20.027	42.64
20.278	45.09	20.528	42.64
20.779	45.09	21.029	42.77
21.279	45.09	21.529	42.64
21.779	45.09	22.030	42.64
22.280	45.22	22.531	42.77
22.781	45.22	23.032	42.77
23.281	45.22	23.532	42.77
23.782	45.22	24.033	42.90
24.283	45.22	24.534	42.77
24.784	45.22	25.034	42.77
25.284	45.22	25.535	42.77
25.785	45.22	26.036	42.77
26.286	45.22	26.537	42.77
26.787	45.22	27.037	42.77
27.287	45.22	27.537	42.77
27.788	45.22	28.038	42.77
28.289	45.22	28.539	42.77
28.789	45.22	29.039	42.77
29.290	45.22	29.540	42.77
29.791	45.22	30.041	42.77
30.292	45.22	30.542	42.77
30.792	45.22	31.042	42.77
31.293	45.22	31.543	42.77
31.794	45.22	32.044	42.90
32.295	45.22	32.544	42.90
32.795	45.22	33.045	42.90
33.296	45.22	33.546	42.77
33.796	45.22	34.047	42.90
34.297	45.09	34.547	42.77
34.797	45.22	35.048	42.90
35.298	45.22	35.549	42.77
35.799	45.22	36.050	42.77
36.299	45.22	36.550	42.77
36.800	45.22	37.051	42.77
37.301	45.22	37.552	42.77
37.802	45.22	38.053	42.77
38.302	45.22	38.553	42.77
38.803	45.22	39.054	42.77
39.304	45.09	39.555	42.77
39.805	45.22	40.054	42.77
40.305	45.09	40.555	42.90
40.806	45.22	41.056	42.77
41.307	45.22	41.557	42.90
41.808	45.22	42.057	42.77
42.308	45.22	42.558	42.77
42.809	45.22	43.059	42.77
43.310	45.22	43.560	42.77
43.811	45.09	44.060	42.77
44.311	45.09	44.561	42.77
44.812	45.22	45.062	42.77
45.313	45.22	45.563	42.77
45.813	45.22	46.063	42.77
46.313	45.22	46.564	42.77
46.814	45.22	47.065	42.77
47.315	45.22	47.566	42.77
47.815	45.09	48.066	42.77
