#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	34.08	0.501	32.41
0.751	34.08	1.002	32.52
1.251	34.08	1.502	32.30
1.752	34.08	2.003	32.41
2.253	34.08	2.504	32.41
2.754	34.08	3.005	32.41
3.254	33.97	3.505	32.41
3.755	33.97	4.006	32.41
4.256	33.97	4.507	32.41
4.757	33.97	5.007	32.41
5.257	33.86	5.507	32.30
5.758	33.97	6.008	32.41
6.259	33.97	6.509	32.30
6.760	33.86	7.009	32.30
7.260	33.97	7.510	32.30
7.761	33.86	8.011	32.30
8.262	33.86	8.512	32.30
8.762	33.86	9.012	32.30
9.263	33.86	9.513	32.19
9.764	33.86	10.014	32.19
10.265	33.86	10.515	32.19
10.765	33.74	11.015	32.19
11.266	33.74	11.516	32.19
11.766	33.74	12.017	32.19
12.267	33.74	12.517	32.19
12.767	33.74	13.018	32.19
13.268	33.74	13.519	32.19
13.769	33.74	14.020	32.19
14.270	33.74	14.520	32.08
14.770	33.74	15.021	32.19
15.271	33.74	15.522	32.08
15.772	33.74	16.023	32.19
16.272	33.74	16.523	32.08
16.773	33.74	17.024	32.19
17.274	33.74	17.525	32.08
17.775	33.74	18.025	32.08
18.275	33.74	18.525	32.08
18.776	33.74	19.026	32.19
19.277	33.74	19.527	32.08
19.778	33.63	20.027	32.19
20.278	33.74	20.528	32.19
20.779	33.63	21.029	32.19
21.280	33.74	21.530	32.08
21.781	33.74	22.030	32.08
22.281	33.74	22.531	32.08
22.782	33.63	23.032	32.08
23.283	33.74	23.533	32.08
23.782	33.63	24.033	32.08
24.283	33.63	24.534	32.08
24.784	33.63	25.035	32.08
25.285	33.63	25.536	32.08
25.785	33.63	26.036	31.97
26.286	33.63	26.537	32.08
26.787	33.63	27.038	32.08
27.288	33.63	27.539	32.08
27.788	33.63	28.039	32.08
28.289	33.63	28.540	32.08
28.790	33.63	29.041	32.08
29.291	33.63	29.540	32.08
29.791	33.63	30.041	32.08
30.292	33.63	30.542	32.08
30.793	33.63	31.043	32.08
31.294	33.63	31.543	32.08
31.794	33.63	32.044	32.08
32.295	33.63	32.545	32.08
32.796	33.63	33.046	32.08
33.296	33.63	33.546	31.97
33.797	33.63	34.047	32.08
34.298	33.63	34.548	32.08
34.799	33.63	35.049	31.97
35.299	33.63	35.549	31.97
35.799	33.63	36.050	31.97
36.300	33.63	36.551	31.97
36.801	33.52	37.051	32.08
37.301	33.63	37.552	31.97
37.802	33.52	38.053	31.97
38.303	33.52	38.554	31.97
38.804	33.63	39.054	31.97
39.304	33.52	39.555	31.97
39.805	33.52	40.056	31.97
40.306	33.52	40.557	31.97
40.806	33.52	41.057	31.97
41.307	33.52	41.558	31.97
41.808	33.52	42.059	31.97
42.309	33.63	42.559	31.97
42.809	33.63	43.059	31.97
43.310	33.52	43.560	31.97
43.811	33.63	44.061	31.97
44.312	33.52	44.561	31.97
44.812	33.63	45.062	32.08
45.313	33.63	45.563	31.97
45.814	33.63	46.064	31.97
46.315	33.52	46.564	31.97
46.815	33.63	47.065	31.97
