#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	40.77	0.501	39.31
0.751	40.77	1.002	39.19
1.252	40.77	1.501	39.19
1.752	40.77	2.002	39.19
2.253	40.77	2.503	39.19
2.754	40.77	3.004	39.19
3.255	40.77	3.504	39.19
3.755	40.77	4.005	39.19
4.256	40.77	4.506	39.31
4.757	40.89	5.007	39.31
5.258	40.77	5.507	39.31
5.758	40.89	6.008	39.31
6.259	40.89	6.509	39.19
6.760	40.77	7.010	39.19
7.260	40.77	7.510	39.31
7.760	40.89	8.011	39.31
8.261	40.89	8.512	39.31
8.762	40.89	9.013	39.31
9.262	40.89	9.513	39.31
9.763	40.89	10.014	39.31
10.264	40.89	10.515	39.31
10.765	40.89	11.015	39.31
11.265	40.89	11.516	39.31
11.766	40.89	12.017	39.31
12.267	40.89	12.518	39.43
12.768	40.89	13.018	39.31
13.268	40.89	13.518	39.31
13.769	40.89	14.019	39.31
14.270	40.89	14.520	39.31
14.770	40.89	15.020	39.31
15.271	40.89	15.521	39.31
15.772	40.89	16.022	39.31
16.273	40.89	16.523	39.31
16.773	40.89	17.023	39.31
17.274	40.77	17.524	39.31
17.775	40.77	18.025	39.43
18.276	40.89	18.525	39.43
18.776	40.89	19.026	39.31
19.277	40.89	19.527	39.31
19.777	40.77	20.028	39.43
20.278	40.89	20.528	39.31
20.778	40.77	21.029	39.31
21.279	40.77	21.530	39.31
21.780	40.77	22.031	39.31
22.280	40.89	22.531	39.31
22.781	40.89	23.032	39.31
23.282	40.89	23.533	39.19
23.783	40.89	24.034	39.31
24.283	40.89	24.534	39.19
24.784	40.89	25.035	39.31
25.285	40.77	25.536	39.31
25.786	40.89	26.035	39.31
26.286	40.89	26.536	39.31
26.787	40.89	27.037	39.31
27.288	40.89	27.538	39.31
27.789	40.89	28.038	39.31
28.289	40.89	28.539	39.31
28.790	41.02	29.040	39.31
29.291	40.89	29.541	39.31
29.792	41.02	30.041	39.19
30.292	40.89	30.542	39.19
30.793	40.89	31.043	39.31
31.294	41.02	31.544	39.31
31.794	40.89	32.044	39.31
32.294	41.02	32.545	39.19
32.795	41.02	33.046	39.31
33.296	40.89	33.547	39.31
33.796	40.89	34.047	39.31
34.297	40.89	34.548	39.31
34.798	40.89	35.049	39.19
35.299	40.89	35.549	39.19
35.799	40.89	36.050	39.31
36.300	40.89	36.551	39.31
36.801	41.02	37.052	39.31
37.302	40.89	37.552	39.31
37.802	40.89	38.052	39.31
38.303	40.89	38.553	39.31
38.804	40.89	39.054	39.31
39.304	40.89	39.554	39.31
39.805	40.89	40.055	39.31
40.306	40.89	40.556	39.31
40.807	40.89	41.057	39.31
41.307	40.89	41.557	39.19
41.808	40.89	42.058	39.19
42.309	40.89	42.559	39.31
42.810	40.89	43.059	39.31
43.310	41.02	43.560	39.31
43.811	41.02	44.061	39.31
44.311	41.02	44.562	39.31
44.812	40.89	45.062	39.31
45.312	40.89	45.563	39.31
45.813	40.89	46.064	39.19
46.314	41.02	46.565	39.19
46.815	40.89	47.065	39.31
47.315	40.89	47.566	39.31
47.816	40.89	48.067	39.31
48.317	41.02	48.568	39.31
48.817	41.02	49.068	39.31
49.318	41.02	49.569	39.31
49.819	40.89	50.069	39.31
50.320	40.89	50.570	39.31
50.820	40.89	51.070	39.31
51.321	40.89	51.571	39.31
51.822	40.89	52.072	39.31
52.323	40.89	52.572	39.31
52.823	40.89	53.073	39.31
53.324	40.89	53.574	39.19
53.825	40.89	54.075	39.31
54.326	40.89	54.575	39.31
54.826	40.89	55.076	39.31
55.327	40.89	55.577	39.31
55.828	40.89	56.078	39.31
56.327	40.89	56.578	39.43
56.828	41.02	57.079	39.31
57.329	40.89	57.580	39.31
57.830	40.89	58.081	39.31
58.330	40.89	58.581	39.31
58.831	41.02	59.082	39.43
59.332	41.02	59.583	39.43
59.833	41.02	60.083	39.43
60.333	41.02	60.584	39.43
60.834	41.02	61.085	39.43
61.335	41.02	61.586	39.43
61.836	41.02	62.086	39.43
62.336	41.02	62.586	39.31
62.837	41.02	63.087	39.43
63.338	41.02	63.588	39.43
63.839	41.02	64.088	39.31
64.339	40.89	64.589	39.31
64.840	41.02	65.090	39.43
65.341	40.89	65.591	39.43
65.841	41.02	66.091	39.31
66.342	41.02	66.592	39.31
66.843	41.02	67.093	39.31
67.344	41.02	67.594	39.31
67.844	41.02	68.094	39.43
68.344	41.14	68.595	39.43
68.845	41.14	69.096	39.43
69.346	41.02	69.596	39.31
69.846	41.02	70.097	39.31
70.347	41.02	70.598	39.31
70.848	41.02	71.099	39.31
71.349	41.02	71.599	39.31
71.849	41.02	72.100	39.31
72.350	41.02	72.601	39.31
72.851	41.02	73.102	39.31
73.351	41.02	73.602	39.31
73.852	41.02	74.103	39.31
74.353	41.02	74.603	39.31
74.854	41.02	75.104	39.31
75.354	41.02	75.604	39.31
75.855	40.89	76.105	39.31
76.356	41.02	76.606	39.31
76.857	40.89	77.106	39.31
77.357	40.89	77.607	39.31
77.858	40.89	78.108	39.31
78.359	40.89	78.609	39.19
78.860	40.89	79.109	39.31
79.360	40.89	79.610	39.19
79.861	41.02	80.111	39.19
80.361	40.89	80.612	39.31
80.861	41.02	81.112	39.31
81.362	41.02	81.613	39.31
81.863	41.02	82.114	39.19
82.364	41.02	82.615	39.31
82.864	41.02	83.115	39.31
83.365	41.02	83.616	39.31
83.866	41.02	84.117	39.31
