#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.251	35.90	0.500	34.31
0.751	35.90	1.001	34.31
1.251	35.90	1.502	34.31
1.752	35.90	2.003	34.42
2.253	35.90	2.503	34.31
2.753	35.90	3.004	34.31
3.254	35.90	3.505	34.31
3.755	35.90	4.006	34.31
4.255	35.90	4.506	34.31
4.756	35.90	5.007	34.31
5.257	35.90	5.508	34.31
5.758	35.79	6.009	34.31
6.258	35.90	6.509	34.31
6.759	35.79	7.009	34.19
7.260	35.90	7.510	34.42
7.761	35.79	8.010	34.19
8.261	35.79	8.511	34.31
8.762	35.79	9.012	34.31
9.263	35.79	9.513	34.31
9.764	35.79	10.013	34.31
10.264	35.79	10.514	34.19
10.765	35.79	11.015	34.19
11.266	35.79	11.516	34.19
11.766	35.79	12.016	34.19
12.267	35.79	12.517	34.19
12.768	35.79	13.018	34.31
13.268	35.79	13.519	34.31
13.768	35.79	14.019	34.19
14.269	35.79	14.520	34.31
14.770	35.79	15.021	34.19
15.271	35.79	15.521	34.31
15.771	35.79	16.022	34.19
16.272	35.79	16.523	34.19
16.773	35.79	17.024	34.31
17.274	35.79	17.524	34.19
17.774	35.79	18.025	34.31
18.275	35.79	18.525	34.19
18.776	35.79	19.026	34.31
19.277	35.79	19.526	34.31
19.777	35.79	20.027	34.31
20.278	35.79	20.528	34.31
20.779	35.90	21.029	34.31
21.279	35.67	21.529	34.42
21.780	35.90	22.030	34.31
22.281	35.90	22.531	34.31
22.782	35.79	23.032	34.31
23.282	35.90	23.532	34.31
23.783	35.79	24.033	34.31
24.284	35.79	24.534	34.42
24.784	35.79	25.034	34.31
25.284	35.79	25.535	34.31
25.785	35.79	26.036	34.31
26.286	35.79	26.537	34.19
26.787	35.79	27.037	34.08
27.287	35.79	27.538	34.31
27.788	35.67	28.039	34.31
28.289	35.79	28.540	34.31
28.789	35.79	29.040	34.19
29.290	35.79	29.541	34.31
29.791	35.67	30.042	34.19
30.292	35.67	30.542	34.19
30.792	35.67	31.042	34.19
31.293	35.67	31.543	34.19
31.794	35.67	32.044	34.19
32.295	35.67	32.544	34.19
32.795	35.67	33.045	34.19
33.296	35.67	33.546	34.08
33.797	35.67	34.047	34.08
34.298	35.56	34.547	34.08
34.798	35.67	35.048	34.08
35.299	35.56	35.549	34.08
35.800	35.56	36.050	34.08
36.301	35.56	36.550	34.08
36.800	35.56	37.051	34.08
37.301	35.56	37.552	34.08
37.802	35.56	38.053	34.08
38.302	35.56	38.553	34.08
38.803	35.56	39.054	34.08
39.304	35.56	39.555	33.97
39.805	35.56	40.056	34.08
40.305	35.56	40.556	34.08
40.806	35.56	41.057	33.97
41.307	35.56	41.558	34.08
41.808	35.56	42.058	34.08
42.308	35.56	42.559	34.08
42.809	35.56	43.059	34.08
43.310	35.56	43.560	33.97
43.811	35.44	44.060	34.08
44.311	35.56	44.561	34.08
44.812	35.44	45.062	34.08
45.313	35.56	45.563	34.08
45.813	35.44	46.063	34.08
46.314	35.44	46.564	34.08
46.815	35.44	47.065	33.97
47.316	35.33	47.566	34.08
47.816	35.44	48.066	34.08
48.317	35.44	48.567	33.97
48.817	35.44	49.068	34.08
49.318	35.33	49.568	34.08
49.818	35.33	50.069	33.97
50.319	35.33	50.570	34.08
50.820	35.44	51.071	34.08
51.321	35.44	51.571	34.08
51.821	35.33	52.072	34.08
52.322	35.33	52.573	34.08
52.823	35.33	53.074	34.08
53.323	35.33	53.574	34.08
53.824	35.33	54.075	33.97
54.325	35.33	54.576	34.08
54.826	35.33	55.076	34.08
55.326	35.33	55.576	34.08
55.827	35.33	56.077	34.08
56.328	35.33	56.578	34.08
56.829	35.22	57.078	34.08
57.329	35.22	57.579	33.97
57.830	35.33	58.080	34.08
58.331	35.22	58.581	34.08
58.832	35.22	59.081	34.08
59.332	35.33	59.582	34.08
59.833	35.33	60.083	34.08
60.334	35.22	60.584	34.08
60.835	35.33	61.084	34.08
61.334	35.33	61.585	34.08
61.835	35.33	62.086	34.08
62.336	35.33	62.587	34.08
62.836	35.33	63.087	34.08
63.337	35.33	63.588	34.08
63.838	35.33	64.089	34.08
64.339	35.33	64.590	34.08
64.839	35.33	65.090	34.08
65.340	35.22	65.591	34.08
65.841	35.33	66.092	34.08
66.342	35.33	66.592	34.08
66.842	35.33	67.093	34.08
67.343	35.33	67.593	34.08
67.844	35.22	68.094	34.19
68.345	35.33	68.594	34.08
68.845	35.33	69.095	34.19
69.346	35.33	69.596	34.08
69.847	35.33	70.097	34.08
70.347	35.33	70.597	34.19
70.848	35.33	71.098	34.19
71.349	35.33	71.599	34.19
71.850	35.33	72.100	34.19
72.350	35.33	72.600	34.19
72.851	35.22	73.101	34.19
73.352	35.22	73.602	34.19
73.852	35.33	74.102	34.19
74.352	35.33	74.603	34.19
74.853	35.33	75.104	34.19
75.354	35.22	75.605	34.19
75.855	35.33	76.105	34.19
