#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.251	27.76	0.501	26.59
0.752	27.76	1.002	26.49
1.253	27.76	1.502	26.49
1.753	27.76	2.003	26.49
2.254	27.65	2.504	26.38
2.755	27.65	3.005	26.38
3.256	27.65	3.505	26.38
3.756	27.65	4.006	26.28
4.257	27.65	4.507	26.28
4.757	27.65	5.008	26.38
5.257	27.54	5.508	26.28
5.758	27.54	6.009	26.28
6.259	27.54	6.510	26.28
6.760	27.54	7.011	26.28
7.260	27.54	7.511	26.17
7.761	27.54	8.012	26.17
8.262	27.54	8.513	26.17
8.763	27.54	9.013	26.17
9.263	27.44	9.514	26.17
9.764	27.54	10.015	26.17
10.265	27.44	10.515	26.28
10.766	27.44	11.015	26.17
11.266	27.44	11.516	26.17
11.767	27.44	12.017	26.17
12.268	27.44	12.518	26.07
12.768	27.44	13.018	26.17
13.269	27.44	13.519	26.17
13.770	27.44	14.020	26.07
14.271	27.44	14.521	26.07
14.771	27.44	15.021	26.07
15.272	27.33	15.522	26.07
15.773	27.33	16.023	26.07
16.274	27.33	16.523	26.07
16.773	27.33	17.024	26.07
17.274	27.33	17.525	26.07
17.775	27.33	18.026	26.07
18.276	27.33	18.526	26.07
18.776	27.33	19.027	26.07
19.277	27.33	19.528	25.96
19.778	27.33	20.029	26.07
20.278	27.33	20.529	26.07
20.779	27.33	21.030	26.07
21.280	27.33	21.531	25.96
21.781	27.33	22.032	26.07
22.281	27.33	22.531	26.07
22.782	27.33	23.032	26.07
23.283	27.33	23.533	25.96
23.784	27.33	24.033	25.96
24.284	27.33	24.534	25.96
24.785	27.33	25.035	26.07
25.286	27.33	25.536	26.07
25.787	27.33	26.036	26.17
26.287	27.33	26.537	25.96
26.788	27.33	27.038	25.96
27.289	27.33	27.539	26.07
27.790	27.33	28.039	25.96
28.290	27.33	28.540	25.86
28.790	27.33	29.041	26.07
29.291	27.33	29.542	25.96
29.791	27.33	30.042	25.96
30.292	27.33	30.543	25.96
30.793	27.33	31.044	25.96
31.294	27.33	31.545	25.96
31.794	27.33	32.045	25.96
32.295	27.33	32.546	25.96
32.796	27.33	33.047	25.96
33.297	27.23	33.547	25.96
33.797	27.33	34.048	25.96
34.298	27.33	34.548	25.96
34.799	27.33	35.049	25.96
35.300	27.33	35.549	25.96
35.800	27.23	36.050	25.96
36.301	27.33	36.551	25.96
36.802	27.33	37.052	26.07
37.302	27.23	37.552	25.96
37.803	27.33	38.053	25.96
38.304	27.23	38.554	25.96
38.805	27.23	39.055	25.96
39.305	27.23	39.555	25.96
39.806	27.33	40.056	25.96
40.307	27.33	40.557	25.96
40.807	27.23	41.057	26.07
41.307	27.33	41.558	25.96
41.808	27.23	42.059	25.96
