#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	34.65	0.501	33.52
0.751	34.65	1.001	33.52
1.251	34.76	1.502	33.52
1.752	34.65	2.003	33.52
2.253	34.65	2.504	33.52
2.753	34.65	3.004	33.41
3.254	34.53	3.505	33.52
3.755	34.53	4.006	33.52
4.256	34.53	4.507	33.52
4.756	34.53	5.007	33.52
5.257	34.53	5.508	33.52
5.758	34.42	6.008	33.52
6.259	34.53	6.508	33.41
6.759	34.53	7.009	33.52
7.260	34.53	7.510	33.52
7.761	34.42	8.011	33.52
8.262	34.42	8.511	33.52
8.762	34.42	9.012	33.52
9.263	34.42	9.513	33.52
9.764	34.42	10.014	33.52
10.265	34.31	10.514	33.52
10.765	34.42	11.015	33.52
11.266	34.31	11.516	33.52
11.766	34.31	12.017	33.52
12.266	34.42	12.517	33.52
12.767	34.31	13.018	33.52
13.268	34.19	13.519	33.52
13.769	34.31	14.020	33.52
14.269	34.31	14.520	33.52
14.770	34.19	15.021	33.52
15.271	34.31	15.522	33.52
15.772	34.19	16.022	33.52
16.272	34.19	16.523	33.52
16.773	34.31	17.024	33.52
17.274	34.19	17.524	33.52
17.775	34.19	18.024	33.52
