#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	37.53	0.501	36.71
0.751	37.65	1.002	36.71
1.252	37.65	1.503	36.71
1.752	37.65	2.003	36.71
2.253	37.53	2.504	36.71
2.754	37.65	3.005	36.71
3.255	37.53	3.506	36.71
3.755	37.53	4.006	36.71
4.256	37.53	4.507	36.71
4.757	37.53	5.007	36.60
5.258	37.53	5.507	36.71
5.758	37.53	6.008	36.71
6.259	37.53	6.509	36.71
6.760	37.53	7.010	36.60
7.261	37.53	7.510	36.71
7.761	37.53	8.011	36.60
8.262	37.53	8.512	36.60
8.763	37.41	9.013	36.60
9.263	37.53	9.513	36.60
9.764	37.53	10.014	36.60
10.265	37.41	10.515	36.60
10.766	37.53	11.016	36.60
11.265	37.53	11.516	36.60
11.766	37.41	12.017	36.60
12.267	37.53	12.518	36.60
12.768	37.53	13.019	36.60
13.268	37.53	13.519	36.60
13.769	37.53	14.020	36.60
14.270	37.53	14.521	36.60
14.771	37.53	15.021	36.60
15.271	37.53	15.522	36.60
15.772	37.53	16.023	36.60
16.273	37.53	16.524	36.48
16.774	37.53	17.023	36.60
17.274	37.53	17.524	36.60
17.775	37.41	18.025	36.60
18.276	37.53	18.526	36.60
18.776	37.53	19.026	36.60
19.277	37.53	19.527	36.60
19.778	37.53	20.028	36.60
20.279	37.53	20.529	36.60
20.779	37.53	21.029	36.60
21.280	37.53	21.530	36.60
21.781	37.53	22.031	36.71
22.282	37.53	22.531	36.60
22.782	37.41	23.032	36.48
23.282	37.41	23.533	36.60
