#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	28.71	0.500	27.76
0.750	28.71	1.001	27.76
1.251	28.71	1.502	27.76
1.752	28.71	2.003	27.65
2.252	28.61	2.502	27.65
2.753	28.71	3.003	27.65
3.254	28.61	3.504	27.65
3.755	28.61	4.005	27.54
4.255	28.61	4.505	27.65
4.756	28.61	5.006	27.54
5.257	28.61	5.507	27.54
5.758	28.61	6.007	27.54
6.258	28.61	6.508	27.44
6.759	28.61	7.009	27.44
7.260	28.50	7.510	27.44
7.761	28.61	8.010	27.44
8.261	28.50	8.511	27.44
8.761	28.50	9.012	27.33
9.262	28.61	9.513	27.44
9.762	28.50	10.013	27.33
10.263	28.50	10.514	27.33
10.764	28.50	11.015	27.33
11.265	28.50	11.516	27.33
11.765	28.50	12.016	27.33
12.266	28.50	12.517	27.23
12.767	28.50	13.018	27.33
13.268	28.50	13.519	27.23
13.768	28.50	14.019	27.23
14.269	28.50	14.519	27.23
14.770	28.50	15.020	27.23
15.271	28.50	15.520	27.12
15.771	28.50	16.021	27.33
16.272	28.50	16.522	27.12
16.773	28.39	17.023	27.23
17.274	28.50	17.523	27.12
17.774	28.39	18.024	27.12
18.275	28.39	18.525	27.12
18.776	28.39	19.026	27.23
19.276	28.39	19.526	27.12
19.777	28.39	20.027	27.12
20.277	28.39	20.528	27.12
20.778	28.39	21.029	27.12
21.278	28.39	21.529	27.12
21.779	28.39	22.030	27.12
22.280	28.39	22.531	27.12
22.781	28.39	23.031	27.12
23.281	28.39	23.532	27.12
23.782	28.39	24.033	27.02
24.283	28.39	24.534	27.12
24.784	28.39	25.034	27.12
25.284	28.39	25.535	27.02
25.785	28.39	26.036	27.12
26.286	28.39	26.536	27.12
26.786	28.39	27.036	27.12
27.287	28.39	27.537	27.12
27.788	28.39	28.038	27.02
28.289	28.29	28.539	27.12
28.789	28.39	29.039	27.02
29.290	28.39	29.540	27.02
29.791	28.39	30.041	27.12
30.292	28.39	30.541	27.02
30.792	28.39	31.042	27.02
31.293	28.39	31.543	27.02
31.794	28.39	32.044	27.02
32.295	28.39	32.544	27.02
32.794	28.39	33.045	27.02
33.295	28.39	33.546	27.02
33.796	28.39	34.047	27.02
34.296	28.39	34.547	27.02
34.797	28.39	35.048	27.12
35.298	28.39	35.549	27.02
35.799	28.39	36.050	27.02
36.299	28.39	36.550	27.02
36.800	28.39	37.051	27.02
37.301	28.39	37.552	27.02
37.802	28.39	38.053	27.02
38.302	28.39	38.553	27.02
38.803	28.29	39.053	27.02
39.304	28.39	39.554	27.02
39.805	28.39	40.054	27.02
40.305	28.39	40.555	26.91
40.806	28.39	41.056	27.02
41.307	28.50	41.557	27.12
41.808	28.39	42.057	27.12
42.308	28.39	42.558	27.12
42.809	28.39	43.059	27.12
43.310	28.39	43.560	27.12
43.810	28.50	44.060	27.12
44.311	28.50	44.561	27.12
44.812	28.50	45.062	27.12
45.312	28.39	45.563	27.12
45.812	28.50	46.063	27.23
46.313	28.50	46.564	27.12
46.814	28.39	47.065	27.12
47.315	28.50	47.565	27.12
47.815	28.50	48.066	27.12
48.316	28.50	48.567	27.12
48.817	28.50	49.068	27.12
49.318	28.50	49.568	27.12
49.818	28.50	50.069	27.12
50.319	28.39	50.570	27.12
50.820	28.50	51.071	27.12
51.320	28.50	51.570	27.12
51.821	28.50	52.071	27.12
52.322	28.39	52.572	27.23
52.823	28.50	53.073	27.23
53.323	28.50	53.573	27.12
53.824	28.50	54.074	27.12
54.325	28.50	54.575	27.12
54.826	28.50	55.076	27.12
55.326	28.39	55.576	27.12
55.827	28.50	56.077	27.12
56.328	28.50	56.578	27.12
56.829	28.39	57.078	27.12
57.328	28.50	57.579	27.02
57.829	28.39	58.080	27.12
58.330	28.39	58.581	27.12
58.831	28.39	59.081	27.12
59.331	28.39	59.582	27.12
59.832	28.50	60.083	27.12
60.333	28.39	60.584	27.12
60.833	28.39	61.084	27.02
61.334	28.39	61.585	27.12
61.835	28.39	62.086	27.02
