#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	46.42	0.501	44.83
0.751	46.42	1.002	44.83
1.252	46.42	1.502	44.96
1.752	46.42	2.003	44.96
2.253	46.42	2.504	44.96
2.754	46.42	3.005	44.96
3.255	46.42	3.504	45.09
3.755	46.42	4.005	44.96
4.256	46.42	4.506	45.09
4.757	46.42	5.007	45.09
5.257	46.42	5.507	45.09
5.758	46.42	6.008	45.09
6.259	46.42	6.509	45.09
6.760	46.42	7.010	45.09
7.260	46.42	7.510	44.96
7.761	46.42	8.011	45.09
8.262	46.42	8.512	45.09
8.763	46.42	9.012	45.09
9.263	46.42	9.513	45.09
9.763	46.42	10.014	45.09
10.264	46.42	10.515	45.09
10.765	46.42	11.015	45.09
11.265	46.42	11.516	45.09
11.766	46.42	12.017	44.96
12.267	46.42	12.518	45.09
12.767	46.42	13.018	45.09
13.268	46.42	13.519	45.09
13.769	46.42	14.020	45.09
14.270	46.42	14.521	45.09
14.770	46.42	15.021	45.09
15.271	46.42	15.521	45.09
15.772	46.42	16.022	45.09
16.273	46.42	16.522	45.09
16.773	46.42	17.023	44.96
17.274	46.42	17.524	44.96
17.775	46.42	18.025	45.09
18.276	46.42	18.525	44.96
18.776	46.42	19.026	44.96
19.277	46.42	19.527	44.96
19.778	46.42	20.028	45.09
20.279	46.42	20.528	45.09
20.779	46.42	21.029	44.96
21.280	46.42	21.530	44.96
21.780	46.42	22.031	45.09
22.280	46.42	22.531	44.96
22.781	46.42	23.032	44.96
23.282	46.42	23.533	44.96
23.783	46.42	24.034	44.96
24.283	46.42	24.534	44.96
24.784	46.29	25.035	44.96
25.285	46.42	25.536	44.96
25.786	46.42	26.036	44.96
26.286	46.29	26.537	44.96
26.787	46.42	27.038	44.96
27.288	46.42	27.538	44.96
27.789	46.42	28.038	44.96
28.289	46.42	28.539	44.96
28.790	46.42	29.040	44.96
29.291	46.42	29.541	44.96
29.791	46.42	30.041	44.96
30.292	46.29	30.542	45.09
30.793	46.42	31.043	44.96
31.294	46.42	31.544	44.96
31.794	46.42	32.044	44.96
