#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	29.25	0.500	43.53
0.751	29.25	1.001	43.53
1.252	29.14	1.502	43.53
1.753	29.14	2.002	43.53
2.253	29.14	2.503	43.53
2.754	29.14	3.004	43.53
3.255	29.14	3.505	43.41
3.755	29.14	4.005	43.53
4.256	29.14	4.506	43.41
4.757	29.14	5.007	43.53
5.258	29.14	5.508	43.53
5.757	29.14	6.008	43.53
6.258	29.04	6.509	43.53
6.759	29.14	7.010	43.53
7.260	29.04	7.511	43.66
7.760	29.04	8.011	43.53
8.261	29.04	8.512	43.53
8.762	29.04	9.013	43.53
9.263	29.04	9.513	43.66
9.763	29.04	10.014	43.53
10.264	29.04	10.515	43.53
10.765	29.04	11.016	43.66
11.266	28.93	11.515	43.66
11.766	29.04	12.016	43.66
12.267	29.04	12.517	43.66
12.768	28.93	13.018	43.66
13.268	28.93	13.518	43.66
13.769	29.04	14.019	43.66
14.270	28.93	14.520	43.79
14.771	28.93	15.021	43.66
15.271	28.93	15.521	43.79
15.772	28.93	16.022	43.79
16.273	28.93	16.523	43.66
16.774	28.93	17.023	43.79
17.274	28.93	17.524	43.66
17.774	28.93	18.025	43.79
18.275	28.93	18.526	43.79
18.776	28.93	19.026	43.79
19.276	28.93	19.527	43.79
19.777	28.93	20.028	43.79
20.278	28.93	20.529	43.79
20.778	28.82	21.029	43.79
21.279	28.82	21.530	43.66
21.780	28.82	22.031	43.79
22.281	28.82	22.532	43.79
22.781	28.82	23.032	43.79
23.282	28.82	23.533	43.92
23.783	28.82	24.033	43.79
24.284	28.82	24.533	43.92
24.784	28.82	25.034	43.79
25.285	28.82	25.535	43.79
25.786	28.82	26.036	43.79
26.287	28.82	26.536	43.66
26.787	28.82	27.037	43.79
27.288	28.82	27.538	43.66
27.789	28.82	28.039	43.66
28.290	28.82	28.539	43.66
28.790	28.82	29.040	43.66
