#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.249	42.64	0.500	41.76
0.750	42.64	1.001	41.76
1.251	42.64	1.502	41.76
1.752	42.64	2.003	41.89
2.252	42.64	2.503	41.89
2.753	42.64	3.004	41.89
3.254	42.64	3.505	41.89
3.755	42.64	4.006	41.89
4.255	42.77	4.506	41.89
4.756	42.64	5.007	41.89
5.257	42.64	5.508	42.01
5.758	42.64	6.007	42.01
6.258	42.64	6.508	42.01
6.759	42.64	7.009	41.89
7.260	42.64	7.510	41.89
7.761	42.64	8.010	42.01
8.261	42.64	8.511	42.01
8.762	42.64	9.012	42.01
9.263	42.64	9.513	42.01
9.763	42.64	10.013	42.01
10.264	42.64	10.514	42.01
10.765	42.64	11.015	42.01
11.266	42.64	11.516	42.01
11.766	42.52	12.016	42.01
12.266	42.64	12.517	42.01
12.767	42.64	13.018	42.01
13.268	42.64	13.518	42.26
13.768	42.64	14.019	42.01
14.269	42.64	14.520	42.01
14.770	42.64	15.021	42.01
15.271	42.64	15.521	42.01
15.771	42.52	16.022	42.01
16.272	42.64	16.523	42.14
16.773	42.64	17.024	42.14
17.273	42.64	17.524	42.14
