#Creator: tempmonitorEventBuffer
#Creation time: Tue Nov 29 15:54:38 2016
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
0.250	32.08	0.501	31.31
0.751	31.97	1.001	31.42
1.252	31.97	1.502	31.31
1.752	31.97	2.002	31.31
2.253	31.97	2.503	31.31
2.754	31.97	3.004	31.42
3.255	31.86	3.504	31.31
3.755	31.86	4.005	31.31
4.256	31.86	4.506	31.31
4.757	31.86	5.007	31.31
5.258	31.86	5.507	31.31
5.758	31.75	6.008	31.31
6.259	31.86	6.509	31.31
6.760	31.75	7.010	31.31
7.259	31.75	7.510	31.31
7.760	31.86	8.011	31.31
8.261	31.75	8.512	31.31
8.762	31.75	9.013	31.31
9.262	31.75	9.513	31.31
9.763	31.86	10.014	31.31
10.264	31.75	10.515	31.31
10.765	31.75	11.016	31.20
11.265	31.75	11.516	31.31
11.766	31.64	12.017	31.31
12.267	31.64	12.518	31.31
12.768	31.75	13.018	31.31
13.268	31.86	13.518	31.20
13.769	31.64	14.019	31.20
14.270	31.64	14.520	31.31
14.771	31.64	15.020	31.20
15.271	31.64	15.521	31.20
15.772	31.64	16.022	31.20
16.273	31.64	16.523	31.20
16.773	31.64	17.023	31.20
17.274	31.64	17.524	31.20
17.775	31.53	18.025	31.20
18.276	31.53	18.526	31.20
18.776	31.53	19.026	31.20
19.277	31.53	19.527	31.20
19.777	31.53	20.028	31.20
20.278	31.53	20.528	31.20
20.778	31.53	21.029	31.20
21.279	31.53	21.530	31.20
21.780	31.53	22.031	31.20
22.281	31.53	22.531	31.20
22.781	31.53	23.032	31.09
23.282	31.53	23.533	31.09
