#Creator: wheelEventBuffer
#Creation time: Tue Mar 28 17:09:24 2017
#Time	Angular velocity
#[s]	[rad/s]
9.303164	10.314507
9.333582	10.341670
9.363918	10.371716
9.394168	10.397805
9.424342	10.427485
9.454432	10.451769
9.484454	10.479661
9.514380	10.510514
9.544236	10.539428
9.573998	10.569212
9.603682	10.596305
9.633292	10.630008
9.662802	10.656691
9.692234	10.690780
9.721592	10.715576
9.750862	10.748572
9.780044	10.780292
9.809148	10.812199
9.838158	10.844296
9.867082	10.877338
9.895926	10.909065
9.924694	10.932602
9.953396	10.958534
9.982034	10.982286
10.010606	11.008454
10.039110	11.032423
10.067556	11.058052
10.095926	11.086148
10.124232	11.114387
10.152458	11.142770
10.180618	11.168916
10.208712	11.201571
10.236722	11.227191
10.264662	11.258575
10.292544	11.282025
10.320342	11.316976
10.348066	11.346405
10.375718	11.377635
10.403294	11.406552
10.430798	11.436449
10.458232	11.469015
10.485598	11.491670
10.512906	11.517791
10.540156	11.538943
10.567356	11.561875
10.594500	11.584044
10.621592	11.609729
10.648616	11.637252
10.675584	11.664907
10.702484	11.690082
10.729326	11.716240
10.756112	11.747785
10.782818	11.773320
10.809470	11.801625
10.836068	11.825614
10.862596	11.856856
10.889058	11.886465
10.915456	11.917126
10.941786	11.945219
10.968052	11.974358
10.994260	12.004557
11.020406	12.024775
11.046514	12.045060
11.072586	12.055229
11.098646	12.058005
11.124712	12.048756
11.150810	12.031222
11.176948	12.005475
11.203158	11.971621
11.229436	11.936142
11.255796	11.899071
11.282232	11.872988
11.308726	11.838091
11.335298	11.808723
11.361952	11.768909
11.388676	11.739006
11.415472	11.708380
11.442342	11.677047
11.469278	11.647607
11.496288	11.615739
11.523374	11.583189
11.550544	11.543183
11.577804	11.505137
11.605154	11.467341
11.632594	11.433120
11.660120	11.391662
11.687748	11.352145
11.715460	11.317792
11.743266	11.282025
11.771154	11.244873
11.799134	11.210365
11.827202	11.180841
11.855346	11.140399
11.883588	11.106529
11.911930	11.066622
11.940354	11.036298
11.968860	11.003827
11.997456	10.971547
12.026134	10.936408
12.054906	10.900738
12.083772	10.868306
12.112730	10.828597
12.141796	10.790660
12.170966	10.748572
12.200252	10.706812
12.229648	10.665374
12.259162	10.626413
12.288772	10.589876
12.318498	10.550046
12.348330	10.510514
12.378276	10.469184
12.408338	10.437185
12.438492	10.396428
12.468764	10.358720
12.499160	10.315862
12.529664	10.280753
12.560274	10.243210
12.591004	10.206604
12.621840	10.168283
12.652796	10.128942
12.683862	10.096390
12.715044	10.055027
12.746354	10.014002
12.777792	9.970778
12.809372	9.927298
12.841088	9.882330
12.872948	9.840233
12.904934	9.799715
12.937070	9.756499
12.969336	9.714263
13.001748	9.670009
13.034312	9.630288
13.067004	9.585625
13.099846	9.545432
13.132848	9.496955
13.165988	9.459779
13.199270	9.419503
13.232696	9.378448
13.266268	9.336640
13.299986	9.296853
13.333852	9.259041
13.367866	9.212882
13.402052	9.168250
13.436404	9.121400
13.470934	9.076600
13.505636	9.027565
13.540534	8.980598
13.575596	8.935641
13.610854	8.888114
13.646292	8.840592
13.681924	8.792099
13.717758	8.747543
13.753770	8.696210
13.789992	8.650236
13.826430	8.596740
13.863064	8.552275
13.899898	8.505503
13.936934	8.460607
13.974166	8.414379
14.011600	8.370438
14.049236	8.326070
14.087082	8.275625
14.125158	8.227511
14.163466	8.174844
14.202018	8.124108
14.240810	8.071509
14.279866	8.018767
14.319168	7.965903
14.358744	7.913332
14.398580	7.858304
14.438700	7.802098
14.479114	7.749365
14.519800	7.691687
14.560790	7.637088
14.602094	7.577041
14.643696	7.525133
14.685596	7.470378
14.727804	7.417114
14.770308	7.364258
14.813116	7.313513
14.856226	7.262790
14.899648	7.207802
14.943404	7.153314
14.987500	7.095475
15.031960	7.038249
15.076786	6.978216
15.122012	6.917370
15.167620	6.857276
15.213658	6.794102
15.260116	6.729196
15.307032	6.663540
15.354424	6.598876
15.402280	6.528934
15.450648	6.461789
15.499546	6.390806
15.548946	6.326458
15.598864	6.260897
15.649300	6.197902
15.700248	6.134725
15.751716	6.073058
15.803718	6.011697
15.856266	5.945707
15.909402	5.880930
15.963144	5.811522
16.017536	5.741844
16.072602	5.668698
16.128402	5.594602
16.184944	5.517955
16.242314	5.437539
16.300530	5.355779
16.359668	5.269891
16.419790	5.185687
16.480896	5.096513
16.543080	5.008917
16.606400	4.917652
16.670858	4.830247
16.736506	4.742027
16.803382	4.655315
16.871494	4.569722
16.940894	4.485554
17.011610	4.401716
17.083712	4.314663
17.157310	4.225638
17.232516	4.131717
17.309500	4.034200
17.388402	3.931906
17.469458	3.824960
17.552862	3.711799
17.638906	3.595322
17.727964	3.467924
17.820420	3.334458
17.916788	3.194948
18.017586	3.045773
18.123556	2.892332
18.235510	2.731677
18.354310	2.568129
18.481164	2.398052
18.617666	2.220552
18.765996	2.034368
18.929462	1.833950
19.113558	1.613539
19.329240	1.356040
19.608340	1.017757
20.163398	0.474909
20.671462	0.457201
21.247428	0.942176
21.550170	1.241461
21.786956	1.459333
21.991392	1.641170
22.174670	1.805845
22.342164	1.959992
22.497102	2.107235
22.641578	2.251812
22.777008	2.395493
22.904524	2.541701
23.024902	2.685673
23.138986	2.828887
23.247580	2.966341
23.351282	3.099807
23.450700	3.225918
23.546406	3.346035
23.638774	3.460514
23.728250	3.567883
23.815118	3.668799
23.899714	3.762567
23.982274	3.851313
24.063056	3.931217
24.142256	4.004273
24.220088	4.071214
24.296646	4.136832
24.371984	4.203362
24.446134	4.271138
24.519082	4.342695
24.590816	4.415202
24.661364	4.494281
24.730658	4.573048
24.798742	4.654901
24.865686	4.734880
24.931474	4.816768
24.996164	4.896650
25.059834	4.974810
25.122510	5.050143
25.184292	5.123276
25.245198	5.193574
25.305320	5.258952
25.364704	5.323109
25.423422	5.380361
25.481518	5.435281
25.539074	5.484050
25.596108	5.532142
25.652650	5.580292
25.708708	5.628884
25.764260	5.680999
25.819302	5.732833
25.873828	5.792449
25.927784	5.851791
25.981178	5.914365
26.034044	5.974200
26.086352	6.037809
26.138118	6.099469
26.189378	6.160469
26.240124	6.219990
26.290408	6.278163
26.340222	6.334878
26.389608	6.388987
26.438582	6.441650
26.487182	6.488481
26.535424	6.536542
26.583350	6.575671
26.630978	6.616108
26.678314	6.657327
26.725370	6.695922
26.772136	6.739301
26.818598	6.781489
26.864766	6.830737
26.910598	6.877693
26.956092	6.930188
27.001280	6.978836
27.046124	7.031947
27.090624	7.085234
27.134812	7.137712
27.178662	7.188999
27.222216	7.239360
27.265460	7.290093
27.308416	7.337427
27.351100	7.383991
27.393528	7.426933
27.435716	7.466472
27.477698	7.501773
27.519484	7.535602
27.561076	7.569373
27.602492	7.603080
27.643710	7.639688
27.684732	7.675151
27.725556	7.718142
27.766152	7.758551
27.806516	7.804424
27.846676	7.845744
27.886598	7.891466
27.926288	7.937725
27.965762	7.982500
28.005002	8.027373
28.044034	8.072338
28.082840	8.117810
28.121444	8.159557
28.159844	8.203020
28.198058	8.240891
28.236090	8.279551
28.273972	8.309773
28.311706	8.340659
28.349302	8.371330
28.386766	8.400879
28.424092	8.431995
28.461276	8.462886
28.498320	8.501820
28.535196	8.535545
28.571908	8.576088
28.608474	8.611350
28.644866	8.653095
28.681080	8.694765
28.717136	8.734896
28.753014	8.774418
28.788740	8.815784
28.824284	8.859040
28.859672	8.897679
28.894900	8.938183
28.929982	8.973928
28.964918	9.010476
28.999736	9.037954
29.034444	9.065076
29.069044	9.093414
29.103542	9.120341
29.137932	9.150092
29.172212	9.175748
29.206390	9.211801
29.240434	9.243241
29.274346	9.280375
29.308152	9.311734
29.341820	9.348309
29.375354	9.386294
29.408760	9.425155
29.442022	9.462058
29.475164	9.499252
29.508162	9.539635
29.541032	9.576275
29.573774	9.614373
29.606394	9.648626
29.638896	9.683124
29.671298	9.710660
29.703608	9.735939
29.735832	9.761956
29.767974	9.786893
29.800032	9.812571
29.832002	9.837151
29.863892	9.869911
29.895674	9.898521
29.927352	9.932319
29.958946	9.960030
29.990428	9.996158
30.021798	10.030628
30.053070	10.065336
30.084222	10.100285
30.115278	10.134170
30.146212	10.174869
30.177040	10.208594
30.207756	10.245883
30.238376	10.277390
30.268892	10.310445
30.299330	10.336226
30.329688	10.360087
30.359974	10.384744
30.390196	10.406760
30.420348	10.431640
30.450426	10.453855
30.480438	10.486657
30.510360	10.511217
30.540196	10.542965
30.569966	10.567790
30.599644	10.602743
30.629226	10.634326
30.658734	10.663202
30.688166	10.684236
30.717564	10.694419
30.746940	10.695876
30.776334	10.682056
30.805776	10.661755
30.835292	10.628570
30.864898	10.594162
30.894620	10.548629
30.924466	10.502784
30.954436	10.460817
30.984538	10.415040
31.014766	10.369662
31.045130	10.321285
31.075626	10.285466
31.106230	10.243878
31.136946	10.207267
31.167798	10.164993
31.198756	10.128289
31.229824	10.093146
31.261010	10.058246
31.292294	10.022308
31.323698	9.988531
31.355200	9.954349
31.386818	9.919148
31.418542	9.886062
31.450388	9.846401
31.482352	9.809507
31.514462	9.761956
31.546722	9.714864
31.579136	9.667629
31.611714	9.620262
31.644450	9.573940
31.677344	9.524596
31.710404	9.484340
31.743604	9.439882
31.776946	9.400900
31.810452	9.356661
31.844096	9.317810
31.877876	9.279827
31.911802	9.243241
31.945856	9.204244
31.980066	9.165575
32.014406	9.129883
32.048894	9.089205
32.083526	9.053581
32.118314	9.009959
32.153266	8.966244
32.188410	8.915355
32.223748	8.864539
32.259290	8.813310
32.295048	8.759739
32.331016	8.708745
32.367192	8.656433
32.403584	8.613239
32.440156	8.565332
32.476920	8.522115
32.513896	8.475215
32.551054	8.433353
32.588392	8.392351
32.625926	8.350414
32.663638	8.308015
32.701554	8.265609
32.739654	8.224926
32.777954	8.180805
32.816460	8.136733
32.855194	8.087717
32.894156	8.038053
32.933384	7.982094
32.972884	7.924910
33.012672	7.866568
33.052758	7.808691
33.093136	7.751660
33.133812	7.693948
33.174784	7.644150
33.216020	7.591689
33.257524	7.544651
33.299320	7.492470
33.341376	7.446297
33.383694	7.399644
33.426294	7.352883
33.469158	7.303651
33.512320	7.255410
33.555760	7.208133
33.599506	7.155921
33.643568	7.104782
33.687974	7.046774
33.732746	6.987839
33.777928	6.921332
33.823542	6.853985
33.869600	6.787056
33.916126	6.719697
33.963106	6.654225
34.010548	6.588082
34.058456	6.529477
34.106796	6.468441
34.155566	6.412199
34.204804	6.352555
34.254472	6.297291
34.304576	6.241988
34.355144	6.185942
34.406158	6.129219
34.457674	6.070007
34.509686	6.010547
34.562238	5.946832
34.615362	5.882031
34.669114	5.810232
34.723538	5.735973
34.778716	5.654414
34.834690	5.571780
34.891504	5.488265
34.949204	5.403124
35.007800	5.320765
35.067300	5.237908
35.127728	5.162678
35.189032	5.086611
35.251224	5.014834
35.314362	4.940543
35.378420	4.868724
35.443428	4.796325
35.509458	4.722495
35.576522	4.646364
35.644748	4.566932
35.714172	4.485042
35.784944	4.396541
35.857190	4.303787
35.931118	4.200664
36.006920	4.092001
36.084858	3.975190
36.165146	3.855188
36.248000	3.732171
36.333664	3.607294
36.422340	3.482764
36.514236	3.357694
36.609588	3.236953
36.708550	3.116165
36.811374	2.997703
36.918482	2.875968
37.030256	2.751728
37.147362	2.621052
37.270726	2.482687
37.401480	2.334021
37.541594	2.168380
37.693860	1.980653
37.863192	1.763493
38.059010	1.501416
38.307404	1.149419
38.859828	0.497105
39.290170	0.470363
39.868344	1.044739
40.140696	1.377686
40.353400	1.631861
40.535946	1.844047
40.699162	2.028431
40.848702	2.191523
40.987864	2.335965
41.118982	2.466587
41.243484	2.587675
41.362452	2.699891
41.476682	2.807550
41.586642	2.909475
41.692812	3.012131
41.795478	3.112337
41.894806	3.215682
41.991014	3.318046
42.084286	3.421767
42.174764	3.525601
42.262612	3.629382
42.348008	3.732438
42.431114	3.831304
42.512136	3.927384
42.591252	4.017279
42.668658	4.103331
42.744484	4.184550
42.818902	4.262330
42.891980	4.336222
42.963876	4.406408
43.034626	4.474693
43.104336	4.539611
43.173074	4.605225
43.240832	4.666794
43.307700	4.729890
43.373706	4.791497
43.438812	4.858333
43.503028	4.926443
43.566356	4.996489
43.628790	5.067412
43.690358	5.138527
43.751082	5.210629
43.810994	5.277859
43.870152	5.345208
43.928590	5.407775
43.986364	5.469347
44.043498	5.527664
44.100052	5.585252
44.156022	5.640000
44.211478	5.692529
44.266420	5.743524
44.320882	5.792449
44.374890	5.845259
44.428412	5.892401
44.481498	5.943457
44.534154	5.991290
44.586350	6.044779
44.638092	6.098759
44.689378	6.153229
44.740202	6.209417
44.790566	6.265642
44.840482	6.323657
44.889956	6.376797
44.939026	6.429521
44.987700	6.479916
45.036004	6.528663
45.083948	6.575671
45.131568	6.621686
45.178836	6.668349
45.225802	6.713092
45.272446	6.756404
45.318798	6.798218
45.364872	6.843236
45.410634	6.884023
45.456126	6.927437
45.501354	6.968000
45.546282	7.014676
45.590920	7.061028
45.635264	7.108962
45.679308	7.156248
45.723058	7.205157
45.766514	7.255410
45.809686	7.298900
45.852596	7.344631
45.895250	7.386421
45.937662	7.429041
45.979832	7.469667
46.021784	7.509305
46.063500	7.551179
46.105004	7.589855
46.146286	7.628558
46.187368	7.665412
46.228252	7.707160
46.268910	7.743635
46.309376	7.783155
46.349656	7.818797
46.389720	7.861450
46.429578	7.902583
46.469228	7.944951
46.508662	7.987777
46.547886	8.029835
46.586904	8.076489
46.625714	8.113198
46.664342	8.153204
46.702790	8.189335
46.741068	8.226218
46.779172	8.261696
46.817120	8.297920
46.854890	8.334463
46.892510	8.370884
46.929958	8.405824
46.967256	8.439243
47.004406	8.477959
47.041384	8.510572
47.078214	8.549017
47.114902	8.580304
47.151428	8.619383
47.187792	8.658342
47.224000	8.696691
47.260038	8.736839
47.295916	8.774908
47.331642	8.815784
47.367206	8.850055
47.402634	8.886102
47.437926	8.918392
47.473086	8.952447
47.508112	8.983679
47.543022	9.017200
47.577792	9.051494
47.612442	9.083948
47.646960	9.117165
47.681356	9.148493
47.715636	9.185943
47.749772	9.216125
47.783796	9.251407
47.817706	9.280375
47.851486	9.317810
47.885136	9.353876
47.918658	9.390783
47.952046	9.426852
47.985304	9.464909
48.018432	9.503275
48.051440	9.533845
48.084346	9.561702
48.117178	9.578610
48.149968	9.586795
48.182752	9.579779
48.215590	9.560538
48.248498	9.530953
48.281544	9.490070
48.314726	9.442719
48.348078	9.394153
48.381594	9.357219
48.415242	9.313390
48.449054	9.269969
48.483040	9.220453
48.517178	9.181648
48.551464	9.143701
48.585902	9.103427
48.620492	9.060893
48.655244	9.018236
48.690156	8.980598
48.725224	8.936658
48.760466	8.893146
48.795892	8.844076
48.831510	8.797022
48.867312	8.749980
48.903316	8.704884
48.939500	8.657864
48.975894	8.608990
49.012482	8.561131
49.049278	8.514263
49.086284	8.469731
49.123486	8.417536
49.160912	8.369546
49.198568	8.319015
49.236428	8.275189
49.274500	8.228804
49.312788	8.182083
49.351284	8.138419
49.389990	8.094385
49.428914	8.050824
49.468058	7.999981
49.507446	7.952996
49.547074	7.902980
49.586960	7.851626
49.627104	7.797837
49.667530	7.747072
49.708212	7.696209
49.749186	7.641547
49.790442	7.586556
49.832000	7.531267
49.873874	7.479626
49.916036	7.420618
49.958526	7.365294
50.001354	7.309089
50.044492	7.255075
50.087954	7.201193
50.131742	7.148757
50.175846	7.097399
50.220272	7.045193
50.265030	6.994996
50.310118	6.940292
50.355570	6.885532
50.401390	6.827175
50.447608	6.769507
50.494220	6.709078
50.541270	6.648029
50.588740	6.586700
50.636680	6.523241
50.685078	6.457804
50.733980	6.391327
50.783402	6.326203
50.833332	6.256159
50.883820	6.189111
50.934886	6.117999
50.986508	6.052699
51.038694	5.987407
51.091450	5.922840
51.144778	5.859650
51.198678	5.797366
51.253170	5.735555
51.308264	5.669312
51.364008	5.603983
51.420428	5.533896
51.477570	5.463639
51.535464	5.389406
51.594186	5.314105
51.653736	5.236511
51.714224	5.154884
51.775668	5.071502
51.838158	4.984914
51.901762	4.898330
51.966506	4.806598
52.032496	4.716398
52.099800	4.622708
52.168432	4.532799
52.238438	4.443303
52.309880	4.354010
52.382780	4.265918
52.457198	4.178428
52.533194	4.092107
52.610842	4.002233
52.690286	3.909982
52.771686	3.812612
52.855264	3.709783
52.941252	3.601092
53.029986	3.486243
53.121768	3.364526
53.217084	3.235287
53.316384	3.099073
53.420360	2.953124
53.529832	2.798796
53.645796	2.631502
53.769660	2.455444
53.903222	2.267414
54.048778	2.069751
54.209796	1.858469
54.391758	1.629846
54.604716	1.372966
54.873758	1.060210
55.607548	0.390248
56.051424	0.369067
56.822468	0.923075
57.132326	1.186528
57.379230	1.400858
57.591118	1.592841
57.778866	1.774871
57.948306	1.950621
58.103138	2.124076
58.245888	2.291026
58.378666	2.453104
58.503180	2.605660
58.620674	2.751728
58.732220	2.888927
58.838726	3.018846
58.940814	3.141530
59.039138	3.255941
59.134128	3.363157
59.226248	3.462268
59.315854	3.554562
59.403282	3.636355
59.488824	3.711712
59.572710	3.780952
59.655080	3.848482
59.736006	3.916221
59.815538	3.984770
59.893676	4.057018
59.970402	4.131283
60.045718	4.213396
60.119568	4.295666
60.191980	4.380602
60.263056	4.463631
60.332792	4.547892
60.401262	4.629521
60.468562	4.709893
60.534728	4.786532
60.599878	4.860889
60.664040	4.932631
60.727312	4.999988
60.789752	5.064471
60.851446	5.122607
60.912452	5.177482
60.972854	5.226928
61.032684	5.275377
61.091962	5.323651
61.150702	5.373367
61.208884	5.425707
61.266492	5.479650
61.323516	5.540728
61.379912	5.600187
61.435684	5.663793
61.490878	5.724059
61.545454	5.788393
61.599430	5.851573
61.652848	5.913697
61.705692	5.974881
61.758026	6.034330
61.809832	6.093554
61.861162	6.148171
61.912042	6.202552
61.962508	6.250184
62.012586	6.296534
62.062326	6.337178
62.111748	6.376797
62.160856	6.417176
62.209660	6.457804
62.258148	6.500295
62.306314	6.542531
62.354156	6.592506
62.401636	6.640722
62.448746	6.693639
62.495522	6.742773
62.541928	6.796453
62.587966	6.849801
62.633664	6.902475
62.679000	6.954734
62.724014	7.006228
62.768690	7.057221
62.813058	7.105104
62.857126	7.153314
62.900920	7.196245
62.944450	7.238026
62.987754	7.273215
63.030846	7.308069
63.073730	7.342572
63.116420	7.376362
63.158902	7.413613
63.201168	7.449475
63.243226	7.493542
63.285034	7.533795
63.326598	7.579600
63.367944	7.621895
63.409032	7.669155
63.449866	7.715868
63.490468	7.762002
63.530816	7.808303
63.570940	7.853982
63.610818	7.900595
63.650476	7.943746
63.689918	7.987371
63.729156	8.026963
63.768200	8.065706
63.807082	8.096888
63.845806	8.127892
63.884380	8.159557
63.922814	8.190189
63.961092	8.223634
63.999220	8.253449
64.037196	8.294415
64.074988	8.330044
64.112602	8.371330
64.150058	8.408524
64.187320	8.451503
64.224400	8.492627
64.261322	8.529520
64.298096	8.556468
64.334798	8.569071
64.371466	8.568136
64.408180	8.550413
64.444990	8.521653
64.481958	8.478417
64.519120	8.429280
64.556522	8.372668
64.594164	8.319015
64.632054	8.263000
64.670214	8.205163
64.708628	8.149820
64.747302	8.094385
64.786230	8.048762
64.825386	7.997945
64.864772	7.951386
64.904416	7.902185
64.944278	7.858697
64.984364	7.814518
65.024690	7.768912
65.065240	7.723455
65.106040	7.679278
65.147066	7.634490
65.188352	7.585456
65.229900	7.538134
65.271728	7.485329
65.313854	7.430446
65.356316	7.369095
65.399130	7.306709
65.442310	7.244702
65.485868	7.181111
65.529802	7.120564
65.574108	7.058807
65.618792	7.004978
65.663820	6.948581
65.709190	6.897323
65.754936	6.841745
65.801022	6.791458
65.847446	6.741037
65.894236	6.690218
65.941370	6.638477
65.988898	6.584492
66.036794	6.533008
66.085102	6.475374
66.133838	6.417700
66.183044	6.354097
66.232746	6.288216
66.283010	6.215314
66.333862	6.141441
66.385322	6.068131
66.437422	5.993347
66.490160	5.921277
66.543536	5.848741
66.597562	5.783492
66.652194	5.717184
66.707434	5.655432
66.763322	5.590619
66.819818	5.530389
66.876942	5.468395
66.934736	5.406286
66.993184	5.342663
67.052372	5.276263
67.112300	5.208729
67.173052	5.136007
67.234684	5.060718
67.297298	4.977490
67.360984	4.890856
67.425872	4.796032
67.492054	4.699887
67.559612	4.602392
67.628626	4.504075
67.699144	4.407892
67.771212	4.310874
67.844894	4.219735
67.920162	4.128785
67.997058	4.042089
68.075680	3.953579
68.156036	3.867337
68.238228	3.778769
68.322426	3.687835
68.408748	3.593102
68.497498	3.492288
68.588912	3.385410
68.683422	3.269291
68.781528	3.143227
68.883938	3.002401
68.991516	2.849052
69.105378	2.682508
69.226858	2.504818
69.357696	2.314999
69.500316	2.112506
69.658086	1.896708
69.836232	1.664297
70.044000	1.409658
70.301742	1.111620
70.713900	0.671585
71.327072	0.375134
71.942820	0.613942
72.394846	1.005213
72.680722	1.264233
72.913050	1.482205
73.113592	1.678793
73.292114	1.862038
73.453978	2.037455
73.602606	2.204967
73.740502	2.364553
73.869528	2.516818
73.991106	2.660878
74.106430	2.796902
74.216444	2.922140
74.321966	3.039114
74.423608	3.147636
74.521934	3.248602
74.617312	3.342262
74.710152	3.429986
74.800658	3.514243
74.889076	3.594335
74.975576	3.673604
75.060236	3.748649
75.143212	3.824681
75.224592	3.899015
75.304362	3.977505
75.382580	4.056599
75.459270	4.137921
75.534452	4.220188
75.608174	4.303905
75.680484	4.387944
75.751446	4.468202
75.821166	4.546312
75.889726	4.620125
75.957222	4.691185
76.023714	4.758835
76.089300	4.824165
76.154000	4.887052
76.217912	4.946611
76.281050	5.004927
76.343472	5.060881
76.405218	5.118768
76.466268	5.171857
76.526678	5.228494
76.586470	5.282651
76.645598	5.342481
76.704076	5.402195
76.761906	5.463829
76.819074	5.526497
76.875600	5.589625
76.931490	5.654211
76.986764	5.714064
77.041462	5.774350
77.095606	5.830938
77.149238	5.885998
77.202376	5.938065
77.255062	5.989919
77.307284	6.040595
77.359096	6.088830
77.410486	6.136882
77.461488	6.182290
77.512116	6.231835
77.562344	6.275905
77.612210	6.323657
77.661730	6.367491
77.710866	6.417700
77.759626	6.467909
77.808012	6.519180
77.856004	6.572095
77.903612	6.625317
77.950844	6.679692
77.997704	6.728908
78.044226	6.778563
78.090412	6.825691
78.136286	6.871976
78.181854	6.915543
78.227146	6.959973
78.272136	7.003729
78.316866	7.045825
78.361320	7.086832
78.405522	7.127348
78.449480	7.170621
78.493162	7.210118
78.536608	7.252061
78.579824	7.290093
78.622776	7.335713
78.665468	7.381215
78.707904	7.426933
78.750070	7.472865
78.791974	7.520810
78.833618	7.569373
78.875010	7.611185
78.916190	7.649361
78.957204	7.674026
78.998124	7.684914
79.039030	7.677777
79.080026	7.654953
79.121170	7.617460
79.162564	7.566456
79.204242	7.509305
79.246240	7.449475
79.288574	7.397204
79.331212	7.337084
79.374190	7.281644
79.417516	7.223048
79.461164	7.170949
79.505142	7.116370
79.549456	7.063251
79.594092	7.012484
79.639058	6.960898
79.684366	6.908851
79.730024	6.852789
79.776056	6.797924
79.822478	6.738434
79.869310	6.678556
79.916560	6.618617
79.964256	6.557827
80.012388	6.494920
80.061006	6.431101
80.110098	6.367233
80.159704	6.299312
80.209850	6.234803
80.260510	6.166273
80.311738	6.099232
80.363554	6.029234
80.415936	5.964898
80.468896	5.899483
80.522442	5.835704
80.576566	5.773076
80.631280	5.710741
80.686596	5.649534
80.742530	5.584855
80.799120	5.519700
80.856402	5.450369
80.914428	5.379992
80.973228	5.305848
81.032882	5.230409
81.093398	5.152179
81.154878	5.071338
81.217342	4.988080
81.280884	4.901692
81.345578	4.815439
81.411442	4.724199
81.478592	4.634301
81.547098	4.541055
81.616968	4.451992
81.688256	4.363081
81.761006	4.275788
81.835248	4.188343
81.911050	4.102153
81.988476	4.015841
82.067614	3.925911
82.148622	3.833922
82.231662	3.736166
82.316960	3.634420
82.404758	3.525997
82.495416	3.411289
82.589266	3.288937
82.686848	3.158141
82.788664	3.020530
82.895450	2.872655
83.008124	2.716607
83.127720	2.549042
83.255768	2.372840
83.394242	2.183997
83.545792	1.984055
83.714594	1.767502
83.907480	1.530170
84.138040	1.258379
84.446752	0.911299
84.941986	0.476691
85.623404	0.427106
86.173028	0.787154
86.531308	1.079719
86.800506	1.305841
87.026628	1.505373
87.224680	1.691338
87.402120	1.868350
87.563538	2.041506
87.711888	2.207973
87.849500	2.369869
87.978246	2.523489
88.099448	2.670514
88.214300	2.808454
