#Creator: wheelEventBuffer
#Creation time: Tue Mar 28 15:36:10 2017
#Time	Angular velocity
#[s]	[rad/s]
34.276760	8.478417
34.313824	8.471101
34.350928	8.462430
34.388068	8.459240
34.425216	8.451503
34.462398	8.446050
34.499618	8.438336
34.536844	8.436977
34.574086	8.434712
34.611334	8.434259
34.648584	8.432448
34.685836	8.432900
34.723096	8.433353
34.760356	8.428375
34.797638	8.425663
34.834940	8.418438
34.872274	8.413027
34.909630	8.404025
34.947034	8.396837
34.984454	8.391454
35.021914	8.383840
35.059398	8.376687
35.096918	8.368208
35.134476	8.365980
35.172042	8.356189
35.209644	8.352634
35.247286	8.342431
35.284940	8.341545
35.322606	8.339331
35.360284	8.337560
35.397962	8.337118
35.435640	8.338445
35.473320	8.338888
35.511004	8.333579
35.548712	8.330927
35.586436	8.323864
35.624196	8.317253
35.661980	8.309773
35.699810	8.302306
35.737654	8.297044
35.775542	8.289163
35.813458	8.280860
35.851412	8.272574
35.889404	8.269525
35.927408	8.260393
35.965448	8.256485
36.003524	8.247382
36.041614	8.246083
36.079716	8.243919
36.117832	8.242189
36.155946	8.240891
36.194064	8.241756
36.232186	8.242621
36.270310	8.237434
36.308456	8.235275
36.346620	8.228373
36.384818	8.221912
36.423042	8.213314
36.461314	8.206449
36.499602	8.200879
36.537936	8.192752
36.576296	8.185068
36.614692	8.176972
36.653134	8.173143
36.691586	8.163798
36.730076	8.159133
36.768610	8.149820
36.807154	8.148552
36.845712	8.146016
36.884284	8.145172
36.922852	8.144327
36.961422	8.145594
36.999996	8.145172
37.038572	8.141794
37.077172	8.137576
37.115790	8.131258
37.154446	8.124949
37.193126	8.116972
37.231852	8.110266
37.270596	8.103572
37.309390	8.095636
37.348210	8.088133
37.387070	8.078981
37.425974	8.076074
37.464890	8.066535
37.503846	8.061153
37.542846	8.052888
37.581858	8.050412
37.620888	8.047525
37.659930	8.046288
37.698976	8.043816
37.738028	8.045464
37.777080	8.045876
37.816134	8.041757
37.855210	8.039287
37.894302	8.032299
37.933434	8.026553
37.972588	8.017949
38.011796	8.010589
38.051020	8.004058
38.090294	7.997945
38.129592	7.988589
38.168934	7.980472
38.208324	7.975610
38.247726	7.967115
38.287174	7.961058
38.326660	7.951386
38.366170	7.952191
38.405682	7.947765
38.445212	7.947765
38.484742	7.946157
38.524274	7.946559
38.563812	7.947363
38.603354	7.942139
38.642920	7.938928
38.682508	7.932113
38.722134	7.926109
38.761786	7.917320
38.801492	7.909347
38.841220	7.903378
38.880998	7.895036
38.920804	7.887107
38.960656	7.878010
39.000554	7.874850
39.040464	7.865386
39.080418	7.859877
39.120420	7.850449
39.160438	7.847703
39.200474	7.845352
39.240524	7.843785
39.280576	7.842610
39.320630	7.843785
39.360682	7.845352
39.400738	7.840261
39.440818	7.837914
39.480914	7.832052
39.521046	7.825419
39.561208	7.817241
39.601420	7.809856
39.641654	7.804424
39.681938	7.795515
39.722254	7.787399
39.762616	7.778145
39.803028	7.774680
39.843456	7.763920
39.883930	7.758551
39.924454	7.749748
39.964988	7.748218
40.005540	7.745544
40.046106	7.744017
40.086676	7.742490
40.127246	7.743635
40.167818	7.745162
40.208392	7.740201
40.248988	7.737913
40.289604	7.731438
40.330256	7.726114
40.370936	7.717384
40.411672	7.709430
40.452428	7.704136
40.493236	7.695455
40.534078	7.686794
40.574966	7.678527
40.615906	7.674026
40.656862	7.663917
40.697864	7.658312
40.738922	7.648989
40.779994	7.645638
40.821088	7.643778
40.862196	7.641918
40.903304	7.641175
40.944414	7.642290
40.985522	7.643778
41.026634	7.639317
41.067768	7.636346
41.108926	7.629669
41.150122	7.623745
41.191346	7.615244
41.232628	7.607867
41.273932	7.601240
41.315292	7.593157
41.356686	7.583992
41.398130	7.574848
41.439630	7.570468
41.481146	7.560265
41.522714	7.554811
41.564328	7.545738
41.605964	7.543202
41.647618	7.540667
41.689286	7.539219
41.730956	7.537772
41.772628	7.538857
41.814304	7.539943
