#Creator: wheelEventBuffer
#Creation time: Tue Mar 28 17:09:24 2017
#Time	Angular velocity
#[s]	[rad/s]
10.515818	6.214331
10.566312	6.229611
10.616668	6.247201
10.666874	6.265142
10.716924	6.290986
10.766760	6.315267
10.816376	6.345626
10.865790	6.372916
10.914962	6.404356
10.963888	6.435844
11.012590	6.468708
11.061034	6.498682
11.109274	6.528663
11.157278	6.558922
11.205082	6.586148
11.252690	6.612209
11.300132	6.633150
11.347424	6.652816
11.394602	6.667217
11.441672	6.680828
11.488640	6.696207
11.535506	6.710511
11.582262	6.728044
11.628888	6.744510
11.675390	6.769507
11.721718	6.791752
11.767866	6.820653
11.813858	6.844727
11.859650	6.874984
11.905246	6.903385
11.950664	6.933553
11.995878	6.960898
12.040926	6.989083
12.085780	7.017183
12.130472	7.043298
12.174998	7.068336
12.219386	7.088431
12.263646	7.107676
12.307816	7.119918
12.351902	7.131231
12.395908	7.145180
12.439838	7.158857
12.483668	7.175863
12.527392	7.191632
12.571014	7.214754
12.614488	7.236358
12.657820	7.261448
12.701032	7.282657
12.744082	7.310790
12.786964	7.339141
12.829698	7.367713
12.872256	7.393026
12.914680	7.420267
12.956938	7.445944
12.999066	7.470733
13.041052	7.493900
13.082922	7.514334
13.124676	7.533434
13.166348	7.546463
13.207944	7.558810
13.249470	7.570832
13.290932	7.583992
13.332320	7.596829
13.373630	7.610447
13.414856	7.632264
13.455968	7.650479
13.496958	7.674776
13.537850	7.694324
13.578608	7.720418
13.619230	7.745162
13.659730	7.771218
13.700086	7.795902
13.740326	7.820354
13.780424	7.847703
13.820402	7.870115
13.860258	7.894639
13.900010	7.913332
13.939662	7.931712
13.979248	7.943344
14.018768	7.955010
14.058230	7.966307
14.097638	7.978040
14.136980	7.992248
14.176250	8.004873
14.215450	8.026142
14.254548	8.043816
14.293540	8.066535
14.332450	8.085635
14.371244	8.109429
14.409920	8.133784
14.448492	8.159133
14.486936	8.181657
14.525282	8.206449
14.563502	8.230960
14.601620	8.253449
14.639632	8.276497
14.677552	8.294853
14.715384	8.313291
14.753150	8.325187
14.790864	8.335790
14.828522	8.346864
14.866138	8.357967
14.903698	8.370438
14.941198	8.381604
14.978642	8.401778
15.015994	8.418438
15.053256	8.440150
15.090448	8.457874
15.127542	8.480248
15.164532	8.502741
15.201436	8.526742
15.238224	8.549017
15.274930	8.571409
15.311526	8.595799
15.348028	8.618437
15.384432	8.641194
15.420756	8.658342
15.457002	8.676036
15.493196	8.686111
15.529338	8.698136
15.565434	8.708262
15.601490	8.717928
15.637500	8.731012
15.673458	8.739756
15.709366	8.760227
15.745196	8.775889
15.780948	8.795052
15.816640	8.812322
15.852240	8.835619
15.887748	8.858041
15.923182	8.878067
15.958540	8.890629
15.993870	8.898183
16.029172	8.899696
16.064494	8.891132
16.099860	8.877063
16.135304	8.852549
16.170846	8.825690
16.206514	8.792099
16.242314	8.758762
16.278252	8.724223
16.314334	8.689955
16.350554	8.656910
16.386908	8.624115
16.423396	8.598622
16.459990	8.570006
16.496688	8.547621
16.533514	8.519342
16.570436	8.497221
16.607450	8.474300
16.644574	8.454232
16.681778	8.431090
16.719098	8.407624
16.756502	8.387870
16.794012	8.364643
16.831622	8.341988
16.869350	8.312851
16.907202	8.286539
16.945202	8.251281
16.983356	8.215462
17.021676	8.181231
17.060164	8.144749
17.098816	8.110685
17.137626	8.076074
17.176598	8.049174
17.215698	8.019177
17.254924	7.995095
17.294302	7.965903
17.333796	7.942139
17.373402	7.918917
17.413138	7.897417
17.452972	7.872482
17.492944	7.848880
17.533026	7.825809
17.573234	7.801710
17.613570	7.775834
17.654054	7.745926
17.694694	7.714731
17.735522	7.677026
17.776546	7.638945
17.817770	7.601608
17.859206	7.562813
17.900842	7.527658
17.942670	7.491398
17.984696	7.461861
18.026880	7.431852
18.069220	7.404876
18.111744	7.374977
18.154410	7.350130
18.197218	7.325109
18.240186	7.301275
18.283280	7.275574
18.326546	7.249718
18.369950	7.224377
18.413524	7.196575
18.457264	7.168658
18.501198	7.134794
18.545334	7.100928
18.589712	7.060076
18.634338	7.019064
18.679226	6.978216
18.724386	6.935696
18.769808	6.897020
18.815480	6.857576
18.861408	6.825395
18.907544	6.792339
18.953884	6.763968
19.000450	6.732369
19.047204	6.705354
19.094148	6.677704
19.141298	6.650844
19.188628	6.622244
19.236178	6.593059
19.283926	6.565502
19.331898	6.533551
19.380102	6.501640
19.428574	6.462587
19.477336	6.423211
19.526430	6.377056
19.575878	6.330283
19.625684	6.283939
19.675862	6.238765
19.726392	6.195458
19.777270	6.152024
19.828494	6.116332
19.880008	6.079404
19.931810	6.047339
19.983922	6.012848
20.036300	5.982619
20.088934	5.952917
20.141854	5.922616
20.195032	5.890854
20.248522	5.858120
20.302300	5.824667
20.356410	5.788393
20.410868	5.750252
20.465722	5.706384
20.521004	5.659711
20.576780	5.607584
20.633076	5.554050
20.689910	5.500950
20.747300	5.447912
20.805234	5.397369
20.863694	5.348666
20.922668	5.307103
20.982092	5.265474
21.041954	5.228320
21.102286	5.189113
21.163030	5.153869
21.224192	5.118101
21.285804	5.082167
21.347836	5.045438
21.410358	5.006363
21.473362	4.966160
21.536914	4.922121
21.601058	4.874767
21.665886	4.820168
21.731458	4.762875
21.797876	4.699606
21.865192	4.635258
21.933440	4.571185
22.002654	4.507824
22.072816	4.447328
22.143918	4.388190
22.215946	4.336701
22.288808	4.286055
22.362482	4.240124
22.437010	4.193375
22.512312	4.150276
22.588412	4.106013
22.665364	4.061004
22.743178	4.013686
22.821954	3.963955
22.901752	3.911638
22.982688	3.853580
23.064906	3.791081
23.148608	3.719358
23.234000	3.641582
23.321326	3.557057
23.410768	3.470223
23.502464	3.383441
23.596548	3.297291
23.693084	3.212788
23.792114	3.131884
23.893650	3.058047
23.997598	2.986816
24.103960	2.920293
24.212842	2.853399
24.324234	2.788363
24.438306	2.721360
24.555306	2.651983
24.675458	2.579643
24.799280	2.500193
24.927316	2.412119
25.060486	2.313226
25.199954	2.201228
25.347472	2.070979
25.505432	1.922192
25.677230	1.754884
25.867654	1.569854
26.084474	1.363077
26.342794	1.124222
26.682308	0.830345
27.461350	0.348618
28.126548	0.305423
29.001216	0.648564
29.435360	0.878866
29.764806	1.072582
30.039380	1.245172
30.278470	1.404616
30.492138	1.553675
30.686618	1.691593
30.866352	1.816853
31.034580	1.927760
31.193778	2.027069
31.345696	2.114554
31.491790	2.192319
31.632968	2.261277
31.770070	2.324970
31.903526	2.385054
32.033780	2.440679
32.161158	2.495030
32.285800	2.546191
32.407934	2.598978
32.527642	2.651223
32.644870	2.708456
32.759596	2.768362
32.871798	2.832407
32.981408	2.900182
33.088446	2.970998
33.192958	3.043176
33.295062	3.112583
33.394970	3.179170
33.492882	3.240225
33.589024	3.297429
33.683562	3.349746
33.776714	3.398227
33.868556	3.443294
33.959276	3.484850
34.048918	3.524335
34.137606	3.561008
34.225398	3.598370
34.312276	3.632655
34.398314	3.669656
34.483518	3.706107
34.567792	3.748202
34.651114	3.792270
34.733448	3.839545
34.814744	3.888784
34.894996	3.940487
34.974202	3.993685
35.052380	4.044171
35.129600	4.094027
35.205920	4.139775
35.281426	4.183213
35.356174	4.222798
35.430266	4.259671
35.503708	4.295079
35.576600	4.327024
35.648936	4.358239
35.720780	4.387332
35.792154	4.418555
35.863026	4.445818
35.933446	4.475968
36.003426	4.504205
36.072902	4.537775
36.141862	4.573181
36.210272	4.611580
36.278098	4.651593
36.345326	4.693848
36.411958	4.737307
36.477994	4.777942
36.543478	4.818394
36.608436	4.854580
36.672928	4.889638
36.736962	4.921812
36.800608	4.952694
36.863842	4.982384
36.926740	5.009396
36.989286	5.035411
37.051524	5.059577
37.113474	5.086117
37.175090	5.108945
37.236420	5.135335
37.297460	5.160134
37.358156	5.189970
37.418506	5.220847
37.478492	5.253851
37.538092	5.287808
37.597294	5.324553
37.656098	5.361995
37.714500	5.396442
37.772540	5.430396
37.830228	5.461740
37.887596	5.491911
37.944656	5.518731
38.001456	5.545422
38.057968	5.571188
38.114252	5.594602
38.170284	5.617611
38.226098	5.639392
38.281704	5.663385
38.337070	5.683055
38.392234	5.706384
38.447200	5.726563
38.501922	5.753411
38.556396	5.780299
38.610610	5.810017
38.664534	5.840694
38.718170	5.873453
38.771514	5.906804
38.824562	5.936943
38.877352	5.966711
38.929884	5.994491
38.982180	6.020684
39.034252	6.044779
39.086130	6.068834
39.137786	6.092845
39.189270	6.114189
39.240558	6.134725
39.291686	6.153952
39.342656	6.176699
39.393432	6.195458
39.444048	6.217036
39.494514	6.235793
39.544782	6.261146
39.594856	6.286203
39.644728	6.313490
39.694376	6.340759
39.743802	6.370848
39.793002	6.401485
39.841974	6.428732
39.890740	6.456212
39.939308	6.480985
39.987698	6.504871
40.035908	6.526493
40.083972	6.548259
40.131860	6.570170
40.179610	6.591123
40.227198	6.610261
40.274658	6.628392
40.321988	6.650281
40.369160	6.667217
40.416206	6.687085
40.463138	6.704210
40.509904	6.727755
40.556516	6.752047
40.602962	6.776808
40.649226	6.802634
40.695314	6.830143
40.741224	6.857875
40.786954	6.881610
40.832526	6.906421
40.877944	6.927742
40.923224	6.949811
40.968356	6.969855
41.013372	6.990327
41.058242	7.010606
41.103004	7.029430
41.147630	7.047722
41.192152	7.064521
41.236566	7.085873
41.280846	7.101570
41.325016	7.122178
41.369088	7.137712
41.413024	7.160488
41.456828	7.182753
41.500494	7.207141
41.544006	7.232027
41.587366	7.258092
41.630574	7.285359
41.673628	7.308069
41.716566	7.328184
41.759408	7.338798
41.802214	7.342572
41.845026	7.334686
41.887920	7.317942
41.930916	7.294833
41.974092	7.261783
42.017458	7.225706
42.061056	7.185711
42.104894	7.151035
42.148930	7.113792
42.193198	7.079805
42.237698	7.041719
42.282404	7.010919
42.327312	6.980076
42.372422	6.949196
42.417720	6.920722
42.463206	6.892178
42.508882	6.865069
42.554748	6.834304
42.600822	6.803224
42.647112	6.770674
42.693630	6.737856
42.740376	6.701635
42.787386	6.666651
42.834628	6.631190
42.882148	6.593613
42.929926	6.555911
42.977988	6.516475
43.026348	6.480183
43.074974	6.439273
43.123904	6.401485
43.173148	6.360014
43.222674	6.324675
43.272484	6.289475
43.322570	6.256159
43.372914	6.223194
43.423516	6.193015
43.474372	6.163611
43.525480	6.129937
43.576872	6.097338
43.628548	6.061574
43.680538	6.025071
43.732844	5.986495
43.785504	5.947283
43.838498	5.907692
43.891878	5.865777
43.945628	5.822724
43.999790	5.777748
44.054382	5.735555
44.109370	5.688818
44.164804	5.645270
44.220694	5.599388
44.276996	5.558767
44.333718	5.518149
44.390850	5.479841
44.448370	5.442815
44.506274	5.407961
44.564558	5.373734
44.623224	5.336310
44.682306	5.299583
44.741810	5.259832
44.801780	5.219113
44.862228	5.174583
44.923222	5.129466
44.984742	5.082661
45.046870	5.033313
45.109596	4.983017
45.172980	4.930154
45.237062	4.878552
45.301820	4.822684
45.367328	4.769094
45.433608	4.712860
45.500620	4.662085
45.568366	4.612392
45.636828	4.565472
45.705980	4.520277
45.775806	4.477499
45.846306	4.436275
45.917476	4.392362
45.989378	4.347623
46.062052	4.299193
46.135566	4.249415
46.209964	4.196063
46.285368	4.139775
46.361800	4.080838
46.439406	4.018307
46.518230	3.953579
46.598400	3.885321
46.680014	3.816967
46.763110	3.744627
46.847818	3.673776
46.934214	3.601257
47.022290	3.532578
47.112076	3.465858
47.203578	3.401833
47.296776	3.340130
47.391676	3.280831
47.488300	3.223469
47.586678	3.164440
47.686958	3.103727
47.789308	3.037527
47.894010	2.966958
48.001324	2.890416
48.111690	2.807952
48.225458	2.718346
48.343220	2.622715
48.465486	2.521261
48.593024	2.411786
48.726742	2.295949
48.867618	2.171708
49.017030	2.042701
49.176568	1.906862
49.348028	1.768536
49.533762	1.626673
49.736774	1.482653
49.961426	1.332369
50.214914	1.170437
50.510288	0.991564
50.879828	0.774910
51.846656	0.295955
52.451316	0.278943
53.476452	0.657782
53.918264	0.810487
54.284350	0.925702
54.608050	1.028075
54.901242	1.124302
55.169956	1.221051
55.417418	1.324214
55.645710	1.434923
55.856634	1.552554
56.051982	1.672252
56.233710	1.793106
56.403826	1.909992
56.563912	2.022502
56.715544	2.127874
56.860012	2.227638
56.998258	2.322014
57.131276	2.407941
57.259794	2.484887
57.384620	2.552937
57.506350	2.612334
57.625584	2.660878
57.742780	2.702259
57.858288	2.738822
57.972254	2.774670
58.084730	2.811470
58.195698	2.850396
58.305048	2.894943
58.412630	2.943992
58.518328	3.001254
58.621962	3.061563
58.723482	3.126896
58.822962	3.192092
58.920382	3.258778
59.015854	3.323241
59.109536	3.386359
59.201498	3.446694
59.291942	3.503505
59.380954	3.556091
59.468738	3.603818
59.555420	3.646570
59.641190	3.681611
59.726182	3.711887
59.810550	3.736966
59.894340	3.761756
59.977558	3.787790
60.060202	3.814927
60.142194	3.847162
60.223464	3.882248
60.303950	3.925323
60.383528	3.969464
60.462168	4.018924
60.539898	4.066892
60.616664	4.118069
60.692490	4.168006
60.767442	4.217016
60.841516	4.264876
60.914814	4.309810
60.987350	4.352442
61.059232	4.390520
61.130512	4.425152
61.201296	4.453633
61.271638	4.479031
61.341626	4.499947
61.411280	4.520537
61.480608	4.541711
61.549608	4.564411
61.618236	4.590153
61.686450	4.618767
61.754212	4.654901
61.821432	4.691325
61.888088	4.732882
61.954208	4.772571
62.019734	4.816030
62.084676	4.858183
62.149078	4.900316
62.212916	4.940854
62.276268	4.979541
62.339118	5.017076
62.401534	5.050954
62.463544	5.082496
62.525216	5.107782
62.586588	5.130136
62.647730	5.148126
62.708648	5.165564
62.769352	5.183975
62.829842	5.203725
62.890080	5.226058
62.950044	5.249812
63.009716	5.281585
63.069014	5.313027
63.127930	5.349213
63.186490	5.383311
63.244640	5.421400
63.302382	5.458703
63.359750	5.496138
63.416718	5.531752
63.473342	5.566647
63.529604	5.600586
63.585554	5.630700
63.641210	5.659508
63.696614	5.682849
63.751790	5.704519
63.806792	5.720932
63.861630	5.736602
63.916312	5.753200
63.970836	5.770531
64.025182	5.790314
64.079328	5.811522
64.133260	5.840477
64.186918	5.867968
64.240292	5.901256
64.293398	5.933131
64.346178	5.970566
64.398642	6.005262
64.450846	6.034561
64.502822	6.054332
64.554694	6.063446
64.606520	6.061808
64.658428	6.046408
64.710508	6.020453
64.762874	5.981707
64.815594	5.937392
64.868746	5.885998
64.922348	5.835487
64.976412	5.786048
65.030948	5.736183
65.085938	5.689024
65.141376	5.643242
65.197242	5.604982
65.253482	5.566449
65.310076	5.532921
65.367056	5.497100
65.424366	5.465921
65.482006	5.433589
65.540006	5.401452
65.598342	5.367858
65.657074	5.332868
65.716178	5.296902
65.775720	5.257192
65.835722	5.215647
65.896250	5.167263
65.957354	5.116267
66.019116	5.059577
66.081562	5.002217
66.144730	4.944898
66.208632	4.888269
66.273254	4.834558
66.338578	4.782306
66.404588	4.737736
66.471210	4.692586
66.538430	4.652695
66.606272	4.611174
66.674672	4.574380
66.743630	4.536334
66.813190	4.498529
66.883330	4.458690
66.954142	4.416691
67.025632	4.372554
67.097898	4.323927
67.171010	4.271718
67.245102	4.211476
67.320282	4.147646
67.396698	4.077660
67.474426	4.006725
67.553544	3.935748
67.634108	3.864673
67.716114	3.797404
67.799550	3.732083
67.884396	3.674635
67.970532	3.619263
68.057920	3.569343
68.146592	3.518730
68.236492	3.470836
68.327656	3.421469
68.420184	3.371169
68.514108	3.318747
68.609632	3.262230
68.706874	3.200873
68.806124	3.133133
68.907664	3.058583
69.011932	2.972910
69.119398	2.878498
69.230632	2.775798
69.346122	2.669425
69.466354	2.560928
69.591816	2.452032
69.722908	2.344927
69.860004	2.241081
70.003438	2.143466
70.153452	2.048348
70.310408	1.957427
70.474976	1.866130
70.647850	1.773849
70.830394	1.675248
71.024632	1.568961
71.233490	1.451766
71.462438	1.313364
71.721604	1.143428
72.036150	0.919632
72.940998	0.322872
73.429464	0.305714
74.375678	0.807607
74.732294	1.016980
75.022844	1.177411
75.277892	1.306667
75.510074	1.412066
75.726212	1.503413
75.930036	1.585670
76.123990	1.658778
76.309828	1.726985
76.488526	1.791081
76.660936	1.855527
76.827548	1.918366
76.988582	1.984406
77.144248	2.053167
77.294642	2.126549
77.439818	2.202957
77.579974	2.282371
77.715296	2.363593
77.846074	2.443868
77.972766	2.519927
78.095882	2.587249
78.215962	2.648317
78.333374	2.704306
78.448440	2.758735
78.561302	2.809458
78.672242	2.856461
78.781394	2.900664
78.888966	2.941236
78.995104	2.981091
79.099824	3.018150
79.203236	3.057690
79.305336	3.097179
79.406014	3.142661
79.505212	3.190924
79.602870	3.243370
79.698916	3.298399
79.793346	3.355685
79.886170	3.414775
79.977420	3.471987
80.067204	3.527897
80.155628	3.579510
80.242830	3.627873
80.328908	3.671887
80.414022	3.712764
80.498208	3.750439
80.581610	3.785416
80.664234	3.818637
80.746174	3.849708
80.827468	3.881768
80.908084	3.910761
80.988086	3.942762
81.067472	3.973280
81.146178	4.008565
81.224176	4.046358
81.301440	4.086359
81.377930	4.127592
81.453648	4.170330
81.528590	4.214866
81.602762	4.256670
81.676218	4.298370
81.749000	4.335504
81.821174	4.371094
81.892758	4.405419
81.963816	4.439159
82.034324	4.471382
82.104372	4.500462
82.173962	4.527965
82.243146	4.553693
82.311948	4.581184
82.380334	4.605225
82.448342	4.632798
82.515978	4.658628
82.583172	4.690344
82.649906	4.724199
82.716148	4.761287
82.781870	4.798522
82.847062	4.838877
82.911712	4.881130
82.975832	4.918884
83.039518	4.950508
83.102870	4.969931
83.166066	4.976702
83.229270	4.966945
83.292698	4.944120
83.356484	4.907972
83.420838	4.860137
83.485852	4.804981
83.551648	4.745035
83.618282	4.687545
83.685708	4.629248
83.753986	4.573448
83.823130	4.515859
83.893096	4.463250
83.963890	4.411977
84.035490	4.363808
84.107856	4.317984
84.180978	4.274508
84.254854	4.232013
84.329482	4.187450
84.404926	4.142395
84.481226	4.093494
84.558470	4.042505
84.636718	3.987704
84.716104	3.930233
84.796660	3.869624
84.878566	3.804947
84.961874	3.738033
85.046734	3.667514
85.133284	3.596392
85.221562	3.521254
85.311736	3.447829
85.403898	3.372545
85.498054	3.300824
85.594260	3.230828
85.692524	3.164376
85.792830	3.100113
85.895202	3.037938
85.999680	2.977644
86.106302	2.916335
86.215262	2.853037
86.326760	2.784853
86.441154	2.711542
86.558836	2.631017
86.680392	2.543676
86.806378	2.448287
86.937612	2.346013
87.074944	2.236296
87.219604	2.115978
87.373208	1.986439
87.537662	1.845976
87.715744	1.697131
87.911200	1.536517
88.129302	1.366647
88.378486	1.184032
88.673968	0.984449
89.054524	0.745414
90.049824	0.282824
90.798950	0.237391
91.959938	0.513925
92.512526	0.673982
92.942630	0.815147
93.302178	0.953535
93.611742	1.094494
93.883180	1.238281
94.124680	1.379295
94.342574	1.517795
94.541778	1.650117
94.725830	1.774811
94.897724	1.889498
95.059716	1.997097
95.213374	2.098256
95.360168	2.189385
95.501204	2.270429
95.637590	2.341292
95.770174	2.402086
95.899728	2.451382
96.026880	2.492615
96.152044	2.528363
96.275430	2.564440
96.397004	2.603026
96.516758	2.643682
96.634562	2.689397
96.750292	2.739538
96.863722	2.798347
96.974724	2.863595
97.083094	2.933217
97.189022	3.001254
97.292526	3.071141
97.393724	3.138956
97.492840	3.203680
97.589970	3.265689
97.685352	3.325281
97.779084	3.379001
97.871436	3.426918
97.962550	3.470759
98.052640	3.506320
98.141840	3.537989
98.230330	3.564645
98.318166	3.588505
98.405378	3.615265
98.491936	3.643525
98.577756	3.676872
98.662736	3.714432
98.746820	3.759685
98.829846	3.806791
98.911790	3.859356
98.992642	3.913587
99.072330	3.971973
99.150904	4.025515
99.228546	4.071425
99.305418	4.104618
99.381854	4.121635
99.458112	4.121094
99.534566	4.101831
99.611574	4.063210
99.689500	4.004784
99.768656	3.935846
99.849298	3.858692
99.931546	3.781771
100.015472	3.705845
100.101158	3.628962
100.188616	3.555366
100.277832	3.486243
100.368766	3.424900
100.461280	3.366112
100.555338	3.312728
100.650978	3.259387
100.748142	3.207867
100.846912	3.154146
100.947426	3.099135
101.049744	3.042351
101.154132	2.980469
101.260774	2.913576
101.370076	2.839114
101.482464	2.756412
101.598588	2.661104
101.719214	2.554473
101.845266	2.437838
101.977652	2.315682
102.117352	2.189477
102.265506	2.060250
102.423278	1.930389
102.591968	1.801889
102.772968	1.678112
102.967744	1.556168
103.178386	1.436025
103.408148	1.311817
103.662122	1.179356
103.950388	1.027195
104.294544	0.843680
104.775052	0.584113
105.754702	0.212586
106.740110	0.533108
107.268258	0.764177
107.649632	0.921585
107.972466	1.047337
108.260038	1.151070
108.523442	1.244037
108.768118	1.330214
108.997442	1.415030
109.213462	1.498637
109.417382	1.586198
109.610172	1.676947
109.792600	1.771648
109.965374	1.869484
110.129252	1.969330
110.285018	2.069888
110.433508	2.167004
110.575688	2.258059
110.712466	2.340560
110.844702	2.415421
110.973056	2.482609
111.098162	2.543717
111.220382	2.598634
111.340172	2.649255
111.457730	2.696507
111.573338	2.739729
111.687180	2.781943
111.799308	2.821215
111.909834	2.863334
112.018768	2.905654
112.125980	2.953902
112.231382	3.006481
112.334912	3.063474
112.436486	3.122421
112.536112	3.184520
112.633812	3.248602
112.729688	3.307497
112.824030	3.357048
112.917232	3.388989
113.009828	3.402349
113.102356	3.392795
113.195466	3.362222
113.289692	3.310494
113.385690	3.241027
113.483932	3.158586
113.584924	3.066704
113.689020	2.973867
113.796356	2.880926
113.907226	2.789452
114.021882	2.694934
114.140536	2.602854
114.263434	2.511908
114.390762	2.425079
114.522630	2.341641
114.659218	2.260724
114.800770	2.181116
114.947684	2.099546
115.100718	2.012216
115.261014	1.914788
115.430270	1.806842
115.610770	1.685639
115.806192	1.547156
116.022418	1.383425
116.270386	1.188754
116.575616	0.942544
117.466298	0.326958
117.948344	0.310016
118.878176	0.832448
119.222614	1.061557
119.499508	1.244116
119.739226	1.400883
119.954718	1.533068
120.153146	1.645157
120.339224	1.740958
120.515964	1.821530
120.685722	1.885914
120.850174	1.938393
121.010452	1.983955
121.167064	2.028693
121.320186	2.074919
121.469776	2.125254
121.615566	2.183785
121.757276	2.249683
121.894718	2.323698
122.027728	2.401315
122.156368	2.483904
122.280776	2.569726
122.401028	2.658492
122.517524	2.739586
122.630944	2.806898
122.742046	2.854021
122.851886	2.874495
122.961452	2.866678
123.071912	2.829346
123.184376	2.765389
123.300052	2.675381
123.420104	2.566535
123.545698	2.444667
123.677846	2.317629
123.817682	2.185000
123.966628	2.044749
124.126338	1.900034
124.298568	1.757711
124.485288	1.618944
124.688718	1.481282
124.912098	1.344595
125.160804	1.201071
125.444528	1.041766
125.785980	0.848039
126.264700	0.583421
127.325862	0.192149
128.397170	0.517962
128.938740	0.741529
129.331626	0.897654
129.663194	1.018721
129.958724	1.121213
130.228854	1.212905
130.479274	1.302495
130.712994	1.391908
130.931702	1.485499
131.136610	1.585222
131.328846	1.690028
131.509536	1.793515
131.679940	1.898702
131.841198	2.004641
131.994516	2.101315
132.141566	2.180117
132.284186	2.233434
132.424316	2.258384
132.563868	2.251521
132.704986	2.211206
132.849862	2.135946
133.001206	2.028981
133.161984	1.894397
133.335944	1.735821
133.527650	1.563293
133.743426	1.376479
133.995364	1.162021
134.313844	0.895551
135.249272	0.307801
135.846142	0.264465
136.903462	0.647068
137.338752	0.870339
137.671184	1.062771
137.947662	1.238789
138.187218	1.407738
138.400116	1.564616
138.593834	1.696269
138.774352	1.798361
138.946234	1.867883
139.113532	1.899047
139.279774	1.890021
139.448772	1.839857
139.624768	1.746261
139.813634	1.604769
140.024216	1.414444
140.271732	1.177835
140.592660	0.882311
141.297510	0.384515
141.920964	0.334042
142.715248	0.695436
143.120474	0.940642
143.428912	1.143845
143.688230	1.311095
143.918734	1.437116
144.132344	1.519439
144.337266	1.558763
144.540004	1.552002
144.747516	1.492798
144.968592	1.373746
145.217488	1.192301
145.526350	0.929823
146.294672	0.367312
146.811586	0.345841
147.618890	0.825158
147.966408	1.065380
148.245202	1.226801
148.493312	1.327628
148.727750	1.368802
148.959766	1.352933
149.200334	1.278536
149.464796	1.134002
149.791222	0.883830
150.443272	0.410391
151.052102	0.365525
151.771680	0.736744
152.161522	0.957400
152.474218	1.086695
152.758758	1.142181
153.038414	1.123337
153.335574	1.022661
153.691350	0.817161
154.457342	0.362149
155.037820	0.347025
155.835986	0.744767
156.230176	0.910797
156.568508	0.972244
156.898362	0.952004
157.256326	0.842232
157.792492	0.532246
158.485138	0.359175
159.180210	0.439047
159.827620	0.698812
160.260874	0.788588
160.672344	0.766968
161.163930	0.596868
162.183396	0.202215
163.213940	0.537225
163.772794	0.658695
164.280878	0.614134
165.366774	0.269552
166.083874	0.247191
167.285726	0.474376
168.016270	0.431668
169.299678	0.170464
170.619048	0.344081
172.272230	0.193439
173.467800	0.156383
