#Creator: pendulumviewEventBuffer
#Creation time: Tue Feb 21 15:21:51 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.510	388	57.535	512
57.560	396	57.586	511
57.611	403	57.637	510
57.661	413	57.687	511
57.713	423	57.738	510
57.763	435	57.788	510
57.814	447	57.840	510
57.864	460	57.890	512
57.915	471	57.941	510
57.966	480	57.991	511
58.017	487	58.042	511
58.067	494	58.093	511
58.118	496	58.144	511
58.168	495	58.194	511
58.219	493	58.245	512
58.270	488	58.295	511
58.321	480	58.346	510
58.371	470	58.397	511
58.422	459	58.448	511
58.472	448	58.498	510
58.524	436	58.549	511
58.574	423	58.599	510
58.625	413	58.651	511
58.675	402	58.701	511
58.726	396	58.752	511
58.777	391	58.802	511
58.828	389	58.853	511
58.878	389	58.904	510
58.929	393	58.955	511
58.979	398	59.005	510
59.030	405	59.056	511
59.081	415	59.106	512
59.132	426	59.157	512
59.182	438	59.208	511
59.233	449	59.259	511
59.283	461	59.309	512
59.335	471	59.360	511
59.385	481	59.410	511
59.436	487	59.462	512
59.486	492	59.512	510
59.537	494	59.563	511
59.588	495	59.613	510
59.639	490	59.664	510
59.689	484	59.715	511
59.740	477	59.766	511
59.790	468	59.816	513
59.842	457	59.867	512
59.892	445	59.917	512
59.943	434	59.968	511
59.993	423	60.019	511
60.044	413	60.070	511
60.094	405	60.120	512
60.146	398	60.171	511
60.196	394	60.221	512
60.247	391	60.273	511
60.297	392	60.323	512
60.348	396	60.374	511
60.399	400	60.424	511
60.450	408	60.475	511
60.500	418	60.526	511
60.551	429	60.577	513
60.601	439	60.627	512
60.653	451	60.678	509
60.703	462	60.728	511
60.754	472	60.779	510
60.804	478	60.830	511
60.855	487	60.881	511
60.905	491	60.931	510
60.957	492	60.982	510
61.007	492	61.032	511
61.058	488	61.084	512
61.108	483	61.134	512
61.159	475	61.185	512
61.210	465	61.235	512
61.261	456	61.286	511
61.311	444	61.337	511
61.362	432	61.388	511
61.412	420	61.438	511
61.464	412	61.489	511
61.514	405	61.539	512
61.565	398	61.590	511
61.615	394	61.641	511
61.666	393	61.692	511
61.716	394	61.742	512
61.768	397	61.793	512
61.818	403	61.843	511
61.869	411	61.895	511
61.919	419	61.945	511
61.970	430	61.996	511
62.021	440	62.046	511
62.072	452	62.097	511
62.122	463	62.148	511
62.173	472	62.199	511
62.223	480	62.249	512
62.275	487	62.300	512
62.325	489	62.350	511
62.376	491	62.402	511
62.426	490	62.452	510
62.477	486	62.503	510
62.527	480	62.553	512
62.579	472	62.604	510
62.629	462	62.654	511
62.680	452	62.706	511
62.730	442	62.756	511
62.781	430	62.807	511
62.832	420	62.857	511
62.883	412	62.908	512
62.933	404	62.959	511
62.984	399	63.010	511
63.034	395	63.060	511
63.086	394	63.111	512
63.136	396	63.161	511
63.187	399	63.213	512
63.237	406	63.263	512
63.288	414	63.314	511
63.338	422	63.364	511
63.390	431	63.415	511
63.440	443	63.465	512
63.491	454	63.517	511
63.541	463	63.567	511
63.592	472	63.618	511
63.643	480	63.668	511
63.694	485	63.719	512
63.744	489	63.770	511
63.795	489	63.821	511
63.845	487	63.871	512
63.897	484	63.922	511
63.947	477	63.972	511
63.998	469	64.024	511
64.048	461	64.074	510
64.099	451	64.125	510
64.149	441	64.175	511
64.201	431	64.226	511
64.251	421	64.276	510
64.302	412	64.328	511
64.352	405	64.378	512
64.403	400	64.429	512
64.454	397	64.479	509
64.505	396	64.530	511
64.555	397	64.581	512
64.606	401	64.632	511
64.656	407	64.682	511
64.708	415	64.733	511
64.758	424	64.783	510
64.809	434	64.835	511
64.859	444	64.885	512
64.910	455	64.936	511
64.960	464	64.986	512
65.012	472	65.037	511
65.063	479	65.087	510
65.113	483	65.139	512
65.164	487	65.189	510
65.214	487	65.240	511
65.266	486	65.290	511
65.316	482	65.341	510
65.367	475	65.392	511
65.417	468	65.443	510
65.468	459	65.493	511
65.519	449	65.544	511
65.570	439	65.594	512
65.620	429	65.646	511
65.671	420	65.696	510
65.721	412	65.747	511
65.773	405	65.797	511
65.823	400	65.848	512
65.874	397	65.898	510
65.924	398	65.950	512
65.975	400	66.000	511
66.025	404	66.051	511
66.077	410	66.101	511
66.127	418	66.152	511
66.178	425	66.203	511
66.228	436	66.254	511
66.279	445	66.304	510
66.330	456	66.355	511
66.381	465	66.405	511
66.431	473	66.457	511
66.482	479	66.507	511
66.532	482	66.558	511
66.584	485	66.608	511
66.634	485	66.659	512
66.685	484	66.709	511
66.735	479	66.761	510
66.786	474	66.811	512
66.836	466	66.862	512
66.888	456	66.912	511
66.938	447	66.963	510
66.989	438	67.014	511
67.039	428	67.065	511
67.090	419	67.115	511
67.141	411	67.166	512
67.192	406	67.216	512
67.242	403	67.268	511
67.293	399	67.318	512
67.343	399	67.369	512
67.395	402	67.419	511
67.445	407	67.470	511
67.496	411	67.520	511
67.546	421	67.572	510
67.597	429	67.622	510
67.647	437	67.673	511
67.699	446	67.723	511
67.749	456	67.774	510
67.800	464	67.825	511
67.850	473	67.876	510
67.901	478	67.926	511
67.952	482	67.977	512
68.003	484	68.028	512
68.053	484	68.079	511
68.104	480	68.130	512
68.154	477	68.180	511
68.206	472	68.231	511
68.256	463	68.281	511
68.307	454	68.333	511
68.357	445	68.383	511
68.408	437	68.434	511
68.458	428	68.484	512
68.510	418	68.535	511
68.560	411	68.585	510
68.611	407	68.637	512
68.661	403	68.687	511
68.712	402	68.738	511
68.763	402	68.788	511
68.814	404	68.839	511
68.864	409	68.890	511
68.915	414	68.941	511
68.965	422	68.991	512
69.017	430	69.042	511
69.067	439	69.092	512
69.118	449	69.144	512
69.168	458	69.194	510
69.219	465	69.245	511
69.269	472	69.295	509
69.321	478	69.346	511
69.371	480	69.396	511
69.422	481	69.448	511
69.472	481	69.498	511
69.523	479	69.549	511
69.574	475	69.599	511
69.625	469	69.650	510
69.675	462	69.701	511
69.726	453	69.752	511
69.776	444	69.802	511
69.828	435	69.853	510
69.878	426	69.903	510
69.929	419	69.955	512
69.979	412	70.005	511
70.030	408	70.056	511
70.080	404	70.106	510
70.132	402	70.157	510
70.182	405	70.207	510
70.233	406	70.259	512
70.283	411	70.309	511
70.334	416	70.360	512
70.385	424	70.410	511
70.436	432	70.461	511
70.486	441	70.512	511
70.537	449	70.563	511
70.587	459	70.613	512
70.639	465	70.664	511
70.689	472	70.714	511
70.740	477	70.766	510
70.790	480	70.816	510
70.841	480	70.867	511
70.891	480	70.917	511
70.943	477	70.968	510
70.993	473	71.018	511
71.044	466	71.070	511
71.094	460	71.120	511
71.145	451	71.171	512
71.196	443	71.221	512
71.247	434	71.272	511
71.298	427	71.323	511
71.348	420	71.374	511
71.399	412	71.424	511
71.450	408	71.475	511
71.501	406	71.525	511
71.551	404	71.577	510
71.602	404	71.627	510
71.652	408	71.678	510
71.704	413	71.728	511
71.754	418	71.779	510
71.805	426	71.829	512
71.855	434	71.881	511
71.906	442	71.931	511
71.956	450	71.982	511
72.008	457	72.032	512
72.058	466	72.083	511
72.109	472	72.134	510
72.159	475	72.185	511
72.210	479	72.235	511
72.261	478	72.286	511
72.312	478	72.336	511
72.362	475	72.388	511
72.413	470	72.438	511
72.463	464	72.489	511
72.515	457	72.539	510
72.565	449	72.590	511
72.616	441	72.640	510
72.666	432	72.692	510
72.717	425	72.742	510
72.767	418	72.793	510
72.819	412	72.843	510
72.869	409	72.894	511
72.920	405	72.945	510
72.970	404	72.996	510
73.021	406	73.046	510
73.072	409	73.097	511
73.123	414	73.147	509
73.173	419	73.199	510
73.224	427	73.249	510
73.274	434	73.300	510
73.326	443	73.350	510
73.376	450	73.401	510
73.427	459	73.451	510
73.477	464	73.503	510
73.528	470	73.553	510
73.578	474	73.604	511
73.630	476	73.654	511
73.680	477	73.705	512
73.731	476	73.756	512
73.781	472	73.807	511
73.832	468	73.857	511
73.883	463	73.908	509
73.934	455	73.958	510
73.984	447	74.010	510
74.035	439	74.060	511
74.085	432	74.111	509
74.137	425	74.161	511
74.187	418	74.212	510
74.238	413	74.262	510
74.288	410	74.314	511
74.339	407	74.365	510
74.389	405	74.415	509
74.441	408	74.466	511
74.491	412	74.516	511
74.542	415	74.568	509
74.592	421	74.618	510
74.643	428	74.669	510
74.694	435	74.719	510
74.745	444	74.770	510
74.795	451	74.821	509
74.846	458	74.872	510
74.896	464	74.922	511
74.948	470	74.973	511
74.998	473	75.023	510
75.049	475	75.075	511
75.099	475	75.125	511
75.150	473	75.176	510
75.200	471	75.226	509
75.252	466	75.277	510
75.302	460	75.327	512
75.353	454	75.379	509
75.403	446	75.429	510
75.454	439	75.480	510
75.505	430	75.530	510
75.556	424	75.581	510
75.606	417	75.632	509
75.657	413	75.683	509
75.707	410	75.733	510
75.759	408	75.784	511
75.809	409	75.834	510
75.860	411	75.886	510
75.910	413	75.936	511
75.961	417	75.987	510
76.011	425	76.037	511
76.063	431	76.088	510
76.113	438	76.138	510
76.164	445	76.190	510
76.214	453	76.240	511
76.265	459	76.291	510
76.316	466	76.341	511
76.367	470	76.392	511
76.417	472	76.443	511
76.468	475	76.494	511
76.518	474	76.544	511
76.570	472	76.595	510
76.620	469	76.645	510
76.671	464	76.697	511
76.721	458	76.747	510
76.772	450	76.798	508
76.822	444	76.848	510
76.874	438	76.899	511
76.924	430	76.949	512
76.975	425	77.001	512
77.025	421	77.051	512
77.076	416	77.102	512
77.127	413	77.152	513
77.178	413	77.203	514
77.228	413	77.254	512
77.279	415	77.305	511
77.329	418	77.355	513
77.381	423	77.406	512
77.431	427	77.456	511
77.482	434	77.508	511
77.532	440	77.558	510
77.583	445	77.609	510
77.634	452	77.659	509
77.685	458	77.710	510
77.735	463	77.760	508
77.786	467	77.812	509
77.836	469	77.862	510
77.887	470	77.913	510
77.938	472	77.963	511
77.989	470	78.014	512
78.039	467	78.065	512
78.090	463	78.116	513
78.140	459	78.166	512
78.192	453	78.217	513
78.242	446	78.267	513
78.293	440	78.319	514
78.343	433	78.369	512
78.394	427	78.420	513
78.445	421	78.470	511
78.496	417	78.521	510
78.546	414	78.571	510
78.597	413	78.623	511
78.647	412	78.673	511
78.698	414	78.724	509
78.749	416	78.774	510
78.800	422	78.825	509
78.851	426	78.876	510
78.901	433	78.927	511
78.952	440	78.977	510
79.003	447	79.028	512
79.054	454	79.078	511
79.104	460	79.130	512
79.155	465	79.180	511
79.205	468	79.231	512
79.257	470	79.281	511
79.307	471	79.332	512
79.358	470	79.382	511
79.408	469	79.434	511
79.459	464	79.484	511
79.509	460	79.535	510
79.561	455	79.585	511
79.611	448	79.636	512
79.662	442	79.687	511
79.712	435	79.738	511
79.763	430	79.788	511
79.814	425	79.839	511
79.865	421	79.889	512
79.915	417	79.941	511
79.966	416	79.991	511
80.016	416	80.042	511
80.068	416	80.092	510
80.118	419	80.143	510
80.169	422	80.194	510
80.219	426	80.245	509
80.270	432	80.295	510
80.320	437	80.346	511
80.372	444	80.396	511
80.422	448	80.447	512
80.473	454	80.498	512
80.523	459	80.549	512
80.574	463	80.599	512
80.625	465	80.650	513
80.676	467	80.700	512
80.726	467	80.752	512
80.777	466	80.802	511
80.827	464	80.853	512
80.879	462	80.903	512
80.929	457	80.954	512
80.980	453	81.005	510
81.030	448	81.056	511
81.081	442	81.106	511
81.131	437	81.157	511
81.183	431	81.207	511
81.233	427	81.258	511
81.284	422	81.309	511
81.334	420	81.360	510
81.385	418	81.410	511
81.436	417	81.461	511
81.487	418	81.511	511
81.537	420	81.563	511
81.588	423	81.613	511
81.638	427	81.664	512
81.690	431	81.714	511
81.740	437	81.765	512
81.791	443	81.816	512
81.841	449	81.867	511
81.892	453	81.918	511
81.942	458	81.968	510
81.994	463	82.019	511
82.044	464	82.069	511
82.095	467	82.121	510
82.145	467	82.171	511
82.196	466	82.222	511
82.247	464	82.272	511
82.298	462	82.323	510
82.348	457	82.374	510
82.399	452	82.425	511
82.449	447	82.475	510
82.501	441	82.526	511
82.551	436	82.576	511
82.602	430	82.628	512
82.652	426	82.678	511
82.703	423	82.729	511
82.754	419	82.779	512
82.805	418	82.830	511
82.855	419	82.880	511
82.906	420	82.932	512
82.956	422	82.982	511
83.007	424	83.033	512
83.058	429	83.083	512
83.109	434	83.134	511
83.159	439	83.185	511
83.210	444	83.236	511
83.260	449	83.286	511
83.312	454	83.337	511
83.362	459	83.387	510
83.413	462	83.439	510
83.463	463	83.489	510
83.514	465	83.540	510
83.565	466	83.590	511
83.616	464	83.641	512
83.666	461	83.691	511
83.717	460	83.743	511
83.767	454	83.793	511
83.818	451	83.844	512
83.869	445	83.894	511
83.920	439	83.945	511
83.970	435	83.996	512
84.021	431	84.047	512
84.071	427	84.097	511
84.123	424	84.148	512
84.173	423	84.198	511
84.224	422	84.250	512
84.274	421	84.300	512
84.325	422	84.351	511
84.376	425	84.401	511
84.427	427	84.452	510
84.477	431	84.502	510
84.528	436	84.554	509
84.578	439	84.604	511
84.629	444	84.655	510
84.680	449	84.705	510
84.731	453	84.756	511
84.781	457	84.807	510
84.832	460	84.858	511
84.882	462	84.908	512
84.934	461	84.959	511
84.984	462	85.009	511
85.035	462	85.061	510
85.085	459	85.111	511
85.136	457	85.162	511
85.187	454	85.212	512
85.238	449	85.263	512
85.288	446	85.314	513
85.339	441	85.365	512
85.389	436	85.415	513
85.440	433	85.466	513
85.491	429	85.516	512
85.542	426	85.567	511
85.593	425	85.618	511
85.643	423	85.669	510
85.694	423	85.719	511
85.745	424	85.770	510
85.796	426	85.820	509
85.846	429	85.872	510
85.897	432	85.922	509
85.947	436	85.973	509
85.999	440	86.023	505
86.049	445	86.074	506
86.100	449	86.125	505
86.150	454	86.176	504
86.201	457	86.226	501
86.251	459	86.277	498
86.303	461	86.327	489
86.353	462	86.378	479
86.404	461	86.429	465
86.454	460	86.480	450
86.505	458	86.530	428
86.556	455	86.581	405
86.607	452	86.631	383
86.657	448	86.683	361
86.708	443	86.733	344
86.758	438	86.784	329
86.810	434	86.834	319
86.860	432	86.885	315
86.911	428	86.936	319
86.961	425	86.987	325
87.012	424	87.037	339
87.062	424	87.088	352
87.114	423	87.138	370
87.164	425	87.189	391
87.215	427	87.240	414
87.265	430	87.291	432
87.316	434	87.341	455
87.367	439	87.392	474
87.418	440	87.442	489
87.468	445	87.494	505
87.519	448	87.544	518
87.569	451	87.595	528
87.621	456	87.645	533
87.671	458	87.696	532
87.722	458	87.747	533
87.772	458	87.798	530
87.823	459	87.848	527
87.874	458	87.899	515
87.925	455	87.949	510
87.975	452	88.000	502
88.026	451	88.051	491
88.076	447	88.102	484
88.127	443	88.152	480
88.178	439	88.203	475
88.229	436	88.253	472
88.279	433	88.305	471
88.330	430	88.355	472
88.380	428	88.406	477
88.432	426	88.456	480
88.482	425	88.507	488
88.533	425	88.558	492
88.583	424	88.609	499
88.634	428	88.660	505
88.685	429	88.710	510
88.736	430	88.761	511
88.786	431	88.811	516
88.837	437	88.863	516
88.887	440	88.913	518
88.938	445	88.964	515
88.989	445	89.014	514
89.040	447	89.065	513
89.090	450	89.116	516
89.141	453	89.167	510
89.191	455	89.217	511
89.243	455	89.268	509
89.293	454	89.318	509
89.344	451	89.370	508
89.394	451	89.420	508
89.445	449	89.471	508
89.496	447	89.521	509
89.547	441	89.572	507
89.597	437	89.622	509
89.648	435	89.674	510
89.698	434	89.724	508
89.749	431	89.775	509
89.800	430	89.825	510
89.851	428	89.876	510
89.901	428	89.927	508
89.952	429	89.978	510
90.002	430	90.028	511
90.054	432	90.079	509
90.104	434	90.129	509
90.155	437	90.181	509
90.205	440	90.231	508
90.256	444	90.282	508
90.307	446	90.332	511
90.358	448	90.383	510
90.408	452	90.434	508
90.459	454	90.485	508
90.509	455	90.535	509
90.560	454	90.586	510
90.611	455	90.636	508
90.662	455	90.687	509
90.712	454	90.738	509
90.763	450	90.789	509
90.813	448	90.839	509
90.865	447	90.890	509
90.915	444	90.940	509
90.966	441	90.992	510
91.016	437	91.042	510
91.067	436	91.093	510
91.118	433	91.143	510
91.169	432	91.194	509
91.219	430	91.245	507
91.270	430	91.296	510
91.320	430	91.346	509
91.371	430	91.397	507
91.422	433	91.447	506
91.473	434	91.498	507
91.523	437	91.549	508
91.574	438	91.600	509
91.624	441	91.650	509
91.676	444	91.701	508
91.726	446	91.751	508
91.777	448	91.803	509
91.827	450	91.853	509
91.878	452	91.904	509
91.929	453	91.954	508
91.980	453	92.005	509
92.030	453	92.056	509
92.081	453	92.107	509
92.131	452	92.157	509
92.182	448	92.208	509
92.233	447	92.258	510
92.284	446	92.309	508
92.334	443	92.360	511
92.385	440	92.411	509
92.435	438	92.461	508
92.487	436	92.512	509
92.537	435	92.562	508
92.588	433	92.614	508
92.638	431	92.664	508
92.689	430	92.715	508
92.740	430	92.765	507
92.791	433	92.816	508
92.841	434	92.867	508
92.892	435	92.918	509
92.942	437	92.968	509
92.994	440	93.019	510
93.044	443	93.069	509
93.095	444	93.120	509
93.145	446	93.171	508
93.196	448	93.222	508
93.246	450	93.272	510
93.298	451	93.323	510
93.348	452	93.373	510
93.399	452	93.425	509
93.449	452	93.475	509
93.500	452	93.526	509
93.551	450	93.576	509
93.602	447	93.627	510
93.652	446	93.678	509
93.703	445	93.729	508
93.753	442	93.779	509
93.805	439	93.830	509
93.855	438	93.880	508
93.906	436	93.931	507
93.956	436	93.982	508
94.007	434	94.033	510
94.057	433	94.083	509
94.109	434	94.134	508
94.159	432	94.184	509
94.210	433	94.236	509
94.260	437	94.286	509
94.311	437	94.337	509
94.362	439	94.387	509
94.413	439	94.438	509
94.463	442	94.489	508
94.514	444	94.540	509
94.564	446	94.590	509
94.616	447	94.641	510
94.666	449	94.691	509
94.717	449	94.742	510
94.767	451	94.793	508
94.818	451	94.844	509
94.868	449	94.894	508
94.920	450	94.945	508
94.970	448	94.995	509
95.021	446	95.047	508
95.071	446	95.097	509
95.122	444	95.148	509
95.173	442	95.198	508
95.224	441	95.249	510
95.274	439	95.300	509
95.325	438	95.351	510
95.375	435	95.401	507
95.427	434	95.452	508
95.477	434	95.502	506
95.528	434	95.554	507
95.578	434	95.604	508
95.629	434	95.655	508
95.679	437	95.705	509
95.731	437	95.756	508
95.781	439	95.806	508
95.832	441	95.858	508
95.882	442	95.908	508
95.933	444	95.959	509
95.984	446	96.009	510
96.035	447	96.060	508
96.085	449	96.111	518
96.136	449	96.162	520
96.186	449	96.212	527
96.238	449	96.263	536
96.288	451	96.313	545
96.339	448	96.365	559
96.389	447	96.415	574
96.440	446	96.466	593
96.490	445	96.516	606
96.542	444	96.567	618
96.592	442	96.617	635
96.643	440	96.669	641
96.693	439	96.719	650
96.744	438	96.770	651
96.795	438	96.820	653
96.846	436	96.871	652
96.896	437	96.922	654
96.947	435	96.973	658
96.997	438	97.023	665
97.049	436	97.074	673
97.099	438	97.124	689
97.150	440	97.176	699
97.200	441	97.226	708
97.251	442	97.277	708
97.301	444	97.327	705
97.353	444	97.378	693
97.403	445	97.428	689
97.454	446	97.480	674
97.504	446	97.530	659
97.555	449	97.581	640
97.607	446	97.631	621
97.657	448	97.682	604
97.708	449	97.733	585
97.758	447	97.784	572
97.809	448	97.834	558
97.860	446	97.885	553
97.911	446	97.935	549
97.961	444	97.987	549
98.012	443	98.037	546
98.062	444	98.088	548
98.114	440	98.138	548
98.164	441	98.189	549
98.215	438	98.239	553
98.265	437	98.291	550
98.316	440	98.341	548
98.366	439	98.392	549
98.418	436	98.442	550
98.468	438	98.493	545
98.519	439	98.544	552
98.569	441	98.595	546
98.620	441	98.645	548
98.671	443	98.696	548
98.722	441	98.746	550
98.772	446	98.798	549
98.823	443	98.848	548
98.873	447	98.899	550
98.925	446	98.949	552
98.975	446	99.000	551
99.026	447	99.050	549
99.076	447	99.102	546
99.127	447	99.152	539
99.177	447	99.203	534
99.229	445	99.253	524
99.279	444	99.304	515
99.330	444	99.355	506
99.380	443	99.406	495
99.431	441	99.456	489
99.482	440	99.507	483
99.533	441	99.557	475
99.583	439	99.609	473
99.634	439	99.659	471
99.684	440	99.710	471
99.736	438	99.760	474
99.786	439	99.811	477
99.837	439	99.861	483
99.887	439	99.913	488
99.938	440	99.963	497
99.988	440	100.014	505
100.040	441	100.064	515
100.090	444	100.115	522
100.141	444	100.166	533
100.191	443	100.217	537
100.242	446	100.267	542
100.293	443	100.318	545
100.344	445	100.368	546
100.394	445	100.420	545
100.445	447	100.470	541
100.495	443	100.521	536
100.547	445	100.571	533
100.597	445	100.622	526
100.648	444	100.672	518
100.698	443	100.724	510
100.749	443	100.775	502
100.799	442	100.825	494
100.851	442	100.876	491
100.901	443	100.926	488
100.952	440	100.978	492
101.002	442	101.028	503
101.053	439	101.079	525
101.104	440	101.129	554
101.155	439	101.180	583
101.205	441	101.231	616
101.256	442	101.282	651
101.306	441	101.332	685
101.358	442	101.383	715
101.408	443	101.433	734
101.459	444	101.485	745
101.509	443	101.535	747
101.560	443	101.586	736
101.610	445	101.636	712
101.662	446	101.687	679
101.712	444	101.737	639
101.763	444	101.789	594
101.813	446	101.839	547
101.864	446	101.890	496
101.915	444	101.940	451
101.966	443	101.991	410
102.016	443	102.042	377
102.067	443	102.093	355
102.117	442	102.143	339
102.169	442	102.194	335
102.219	442	102.244	333
102.270	441	102.296	354
102.320	441	102.346	383
102.371	442	102.397	422
102.421	440	102.447	467
102.473	443	102.498	523
102.523	441	102.548	572
102.574	441	102.600	623
102.624	442	102.650	664
102.675	442	102.701	705
102.726	442	102.751	728
102.777	442	102.802	741
102.827	442	102.853	733
102.878	443	102.904	721
102.928	443	102.954	694
102.980	443	103.005	658
103.030	444	103.055	620
103.081	444	103.107	581
103.131	444	103.157	551
103.182	445	103.208	523
103.232	444	103.258	503
103.284	443	103.309	493
103.334	443	103.359	490
103.385	444	103.411	492
103.435	444	103.461	490
103.486	443	103.512	501
103.537	443	103.562	497
103.588	442	103.613	500
103.638	441	103.664	494
103.689	441	103.715	488
103.739	441	103.765	479
103.791	441	103.816	466
103.841	439	103.866	458
103.892	440	103.918	452
103.942	440	103.968	442
103.993	439	104.019	445
104.043	441	104.069	433
104.095	440	104.120	432
104.145	442	104.170	426
104.196	441	104.222	418
104.246	443	104.272	412
104.297	441	104.323	403
104.348	444	104.373	392
104.399	444	104.424	383
104.450	442	104.475	369
104.500	443	104.526	352
104.551	444	104.576	344
104.602	442	104.627	329
104.653	442	104.677	326
104.703	443	104.729	331
104.754	442	104.779	338
104.804	443	104.830	351
104.856	441	104.880	366
104.906	442	104.931	389
104.957	441	104.981	420
105.007	441	105.033	448
105.058	441	105.083	483
105.108	441	105.134	516
105.160	441	105.184	545
105.210	442	105.235	576
105.261	441	105.286	601
105.311	440	105.337	619
105.362	441	105.387	629
105.413	443	105.438	634
105.464	443	105.488	630
105.514	444	105.540	614
105.565	442	105.590	598
105.615	443	105.641	566
105.667	443	105.691	530
105.717	443	105.742	489
105.768	441	105.792	447
105.818	443	105.844	401
105.869	443	105.894	358
105.919	442	105.945	322
105.971	443	105.995	291
106.021	441	106.046	271
106.072	442	106.097	268
106.122	443	106.148	275
106.173	442	106.198	295
106.224	440	106.249	326
106.275	442	106.299	362
106.325	443	106.351	409
106.376	441	106.401	463
106.426	441	106.452	515
106.478	443	106.502	568
106.528	443	106.553	621
106.579	443	106.603	664
106.629	442	106.655	699
106.680	442	106.705	726
106.730	443	106.756	742
106.782	444	106.806	739
