#Creator: pendulumviewEventBuffer
#Creation time: Tue Feb 21 16:56:22 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
32.873	431	32.898	562
32.924	429	32.948	574
32.974	429	33.000	587
33.025	432	33.050	598
33.075	438	33.101	608
33.127	447	33.151	617
33.177	456	33.202	623
33.228	467	33.252	627
33.278	480	33.304	629
33.329	493	33.354	627
33.379	504	33.405	623
33.431	515	33.455	617
33.481	526	33.506	609
33.532	533	33.557	600
33.582	538	33.608	589
33.633	540	33.658	578
33.684	538	33.709	567
33.735	534	33.759	558
33.785	527	33.811	549
33.836	518	33.861	542
33.886	507	33.912	535
33.938	495	33.962	532
33.988	482	34.013	532
34.039	470	34.063	534
34.089	458	34.115	537
34.140	447	34.165	543
34.190	438	34.216	551
34.242	431	34.266	560
34.292	427	34.317	571
34.343	426	34.368	581
34.393	427	34.419	590
34.444	432	34.469	599
34.495	440	34.520	607
34.546	450	34.570	613
34.596	461	34.622	618
34.647	474	34.672	618
34.697	486	34.723	619
34.749	500	34.773	616
34.799	512	34.824	612
34.850	523	34.874	607
34.900	531	34.926	599
34.951	538	34.977	591
35.001	541	35.027	582
35.053	541	35.078	574
35.103	538	35.128	565
35.154	531	35.180	557
35.204	525	35.230	551
35.255	514	35.281	547
35.306	501	35.331	542
35.357	489	35.382	541
35.407	474	35.433	542
35.458	462	35.484	544
35.508	450	35.534	547
35.560	441	35.585	553
35.610	432	35.635	560
35.661	428	35.687	568
35.711	425	35.737	576
35.762	425	35.788	584
35.812	428	35.838	591
35.864	435	35.889	596
35.914	444	35.939	604
35.965	456	35.991	609
36.015	468	36.041	609
36.066	481	36.092	610
36.117	494	36.142	608
36.168	507	36.193	606
36.218	519	36.244	603
36.269	530	36.295	597
36.319	536	36.345	591
36.371	541	36.396	584
36.421	543	36.446	579
36.472	542	36.498	571
36.522	536	36.548	565
36.573	530	36.599	560
36.623	518	36.649	556
36.675	508	36.700	553
36.725	495	36.750	551
36.776	481	36.802	551
36.826	468	36.852	551
36.877	455	36.903	554
36.928	444	36.953	559
36.979	435	37.004	563
37.029	428	37.055	567
37.080	425	37.106	573
37.130	424	37.156	580
37.182	426	37.207	584
37.232	431	37.257	590
37.283	438	37.309	595
37.333	449	37.359	598
37.384	461	37.410	599
37.434	474	37.460	601
37.486	488	37.511	600
37.536	501	37.561	599
37.587	514	37.613	596
37.637	524	37.663	594
37.688	534	37.714	590
37.739	539	37.764	585
37.790	542	37.815	580
37.840	543	37.866	576
37.891	540	37.917	571
37.941	533	37.967	568
37.993	524	38.018	564
38.043	514	38.068	561
38.094	501	38.120	560
38.144	487	38.170	559
38.195	473	38.221	560
38.245	461	38.271	562
38.297	449	38.322	564
38.347	438	38.372	566
38.398	430	38.424	569
38.448	425	38.474	573
38.499	423	38.525	576
38.550	425	38.575	580
38.601	429	38.626	583
38.652	437	38.677	586
38.702	445	38.728	590
38.753	456	38.778	591
38.804	469	38.829	591
38.855	482	38.879	591
38.905	496	38.931	590
38.956	508	38.981	589
39.006	520	39.032	587
39.058	530	39.082	585
39.108	537	39.133	583
39.159	542	39.183	581
39.209	544	39.235	578
39.260	541	39.285	576
39.310	536	39.336	573
39.362	528	39.386	572
39.412	518	39.437	571
39.463	506	39.488	570
39.513	493	39.539	570
39.564	478	39.589	569
39.615	465	39.640	570
39.666	454	39.690	569
39.716	444	39.742	571
39.767	434	39.792	573
39.817	429	39.843	574
39.869	424	39.893	577
39.919	424	39.944	578
39.970	427	39.994	578
40.020	433	40.046	580
40.071	443	40.096	581
40.121	452	40.147	582
40.173	463	40.197	583
40.223	476	40.248	582
40.274	490	40.299	582
40.324	502	40.350	581
40.375	514	40.400	580
40.426	526	40.451	580
40.477	533	40.501	580
40.527	539	40.553	581
40.578	541	40.603	579
40.628	541	40.654	578
40.680	537	40.704	578
40.730	530	40.755	577
40.781	521	40.805	577
40.831	510	40.857	578
40.882	498	40.907	577
40.932	485	40.958	578
40.984	472	41.008	577
41.034	459	41.059	578
41.085	449	41.110	577
41.135	439	41.161	578
41.186	433	41.211	577
41.237	428	41.262	577
41.288	427	41.312	577
41.338	426	41.364	577
41.389	431	41.414	577
41.439	438	41.465	577
41.491	448	41.515	576
41.541	458	41.566	575
41.592	472	41.616	576
41.642	484	41.668	576
41.693	497	41.719	577
41.743	510	41.769	576
41.795	519	41.820	576
41.845	529	41.870	577
41.896	535	41.922	578
41.946	539	41.972	579
41.997	538	42.023	579
42.048	537	42.073	580
42.099	532	42.124	581
42.149	525	42.175	581
42.200	515	42.226	582
42.250	502	42.276	582
42.302	491	42.327	582
42.352	478	42.377	581
42.403	465	42.429	580
42.453	454	42.479	580
42.504	445	42.530	578
42.554	436	42.580	578
42.606	431	42.631	577
42.656	429	42.681	576
42.707	427	42.733	575
42.757	432	42.783	575
42.808	437	42.834	574
42.859	444	42.884	572
42.910	455	42.935	572
42.960	466	42.986	573
43.011	479	43.037	573
43.061	491	43.087	572
43.113	503	43.138	574
43.163	514	43.188	574
43.214	524	43.240	575
43.264	531	43.290	577
43.315	536	43.341	578
43.365	537	43.391	580
43.417	536	43.442	582
43.467	531	43.492	584
43.518	526	43.544	583
43.568	518	43.594	585
43.619	507	43.645	585
43.670	496	43.695	586
43.721	483	43.746	585
43.771	472	43.797	584
43.822	460	43.848	583
43.872	450	43.898	583
43.924	441	43.949	581
43.974	436	43.999	578
44.025	431	44.051	576
44.075	430	44.101	575
44.126	432	44.152	573
44.176	437	44.202	571
44.228	444	44.253	571
44.278	453	44.303	570
44.329	462	44.355	570
44.379	474	44.405	570
44.430	485	44.456	569
44.481	497	44.506	570
44.532	510	44.557	570
44.582	517	44.608	573
44.633	525	44.659	575
44.683	532	44.709	577
44.735	533	44.760	579
44.785	535	44.810	581
44.836	532	44.862	584
44.886	526	44.912	586
44.937	520	44.963	586
44.988	510	45.013	587
45.039	500	45.064	589
45.089	488	45.114	587
45.140	476	45.166	587
45.190	465	45.216	586
45.241	456	45.267	585
45.292	447	45.317	584
45.343	439	45.368	580
45.393	436	45.419	578
45.444	433	45.470	575
45.494	433	45.520	573
45.546	437	45.571	572
45.596	443	45.621	568
45.647	450	45.673	568
45.697	460	45.723	568
45.748	469	45.774	566
45.799	480	45.824	566
45.850	491	45.875	567
45.900	503	45.925	569
45.951	513	45.977	571
46.001	520	46.027	574
46.052	527	46.078	575
46.103	531	46.128	579
46.154	533	46.179	582
46.205	530	46.230	584
46.255	527	46.281	586
46.306	521	46.331	587
46.357	512	46.382	590
46.408	504	46.432	591
46.458	493	46.484	591
46.509	481	46.534	589
46.559	471	46.585	589
46.611	461	46.635	588
46.661	452	46.686	583
46.712	445	46.736	583
46.762	439	46.788	579
46.813	436	46.838	575
46.863	436	46.889	572
46.915	436	46.939	570
46.965	441	46.990	568
47.016	449	47.041	566
47.066	457	47.092	564
47.117	466	47.142	563
47.168	477	47.193	565
47.219	487	47.243	565
47.269	498	47.295	566
47.320	508	47.345	568
47.370	516	47.396	572
47.422	523	47.446	574
47.472	528	47.497	578
47.523	530	47.548	581
47.573	528	47.599	584
47.624	527	47.649	587
47.674	521	47.700	589
47.726	514	47.750	590
47.776	506	47.801	593
47.827	497	47.852	594
47.877	486	47.903	592
47.928	475	47.953	592
47.979	468	48.004	589
48.030	457	48.054	588
48.080	449	48.106	584
48.131	444	48.156	581
48.181	441	48.207	578
48.233	439	48.257	573
48.283	440	48.308	570
48.334	443	48.359	567
48.384	448	48.410	565
48.435	455	48.460	562
48.485	463	48.511	562
48.537	473	48.561	561
48.587	481	48.612	563
48.638	493	48.663	563
48.688	502	48.714	565
48.739	510	48.764	568
48.790	517	48.815	572
48.841	522	48.865	575
48.891	525	48.917	580
48.942	525	48.967	583
48.992	525	49.018	586
49.044	520	49.068	590
49.094	516	49.119	591
49.145	509	49.170	595
49.195	499	49.221	593
49.246	491	49.272	594
49.296	481	49.322	593
49.348	472	49.373	593
49.398	463	49.423	590
49.449	455	49.475	587
49.499	449	49.525	583
49.550	445	49.576	579
49.601	443	49.626	575
49.652	443	49.677	571
49.702	444	49.728	568
49.753	448	49.779	564
49.803	454	49.829	563
49.855	461	49.880	560
49.905	469	49.930	561
49.956	479	49.982	560
50.006	487	50.032	562
50.057	497	50.083	563
50.108	505	50.133	565
50.159	512	50.184	571
50.209	516	50.234	573
50.260	521	50.286	577
50.310	523	50.336	581
50.361	522	50.387	586
50.412	520	50.437	589
50.463	515	50.488	593
50.513	509	50.539	595
50.564	502	50.590	596
50.614	494	50.640	597
50.666	485	50.691	595
50.716	476	50.741	594
50.767	468	50.793	592
50.817	459	50.843	590
50.868	454	50.894	584
50.919	450	50.944	581
50.970	447	50.995	577
51.020	446	51.045	573
51.071	447	51.097	568
51.121	450	51.147	566
51.172	453	51.198	563
51.223	461	51.248	560
51.274	467	51.299	559
51.324	475	51.350	558
51.375	483	51.401	559
51.425	492	51.451	562
51.477	499	51.502	563
51.527	506	51.552	567
51.578	513	51.604	571
51.628	516	51.654	575
51.679	519	51.705	580
51.730	519	51.755	585
51.781	518	51.806	588
51.831	515	51.856	592
51.882	509	51.908	596
51.932	504	51.958	596
51.983	496	52.009	597
52.034	488	52.059	598
52.085	481	52.110	597
52.135	474	52.161	595
52.186	466	52.212	591
52.236	460	52.262	587
52.288	455	52.313	584
52.338	450	52.363	579
52.389	450	52.415	574
52.439	449	52.465	570
52.490	451	52.516	566
52.541	454	52.566	562
52.592	460	52.617	560
52.642	465	52.668	558
52.693	473	52.719	557
52.743	480	52.769	558
52.794	488	52.820	559
52.845	496	52.870	562
52.896	501	52.921	565
52.947	507	52.972	570
52.997	513	53.023	573
53.048	516	53.073	578
53.099	515	53.124	583
53.150	515	53.174	588
53.200	512	53.226	591
53.251	509	53.276	594
53.301	503	53.327	596
53.353	498	53.377	598
53.403	490	53.428	599
53.454	484	53.479	597
53.504	477	53.530	595
53.555	470	53.580	595
53.605	465	53.631	590
53.657	460	53.681	585
53.707	456	53.732	581
53.758	454	53.783	575
53.808	453	53.834	572
53.859	453	53.884	567
53.910	457	53.935	563
53.961	460	53.985	561
54.011	464	54.037	558
54.062	471	54.087	556
54.112	477	54.138	557
54.164	484	54.188	558
54.214	491	54.239	559
54.265	498	54.290	563
54.315	501	54.341	567
54.366	507	54.391	571
54.416	511	54.442	575
54.468	512	54.492	581
