#Creator: pendulumviewEventBuffer
#Creation time: Tue Feb 21 16:56:22 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
49.753	483	49.779	542
49.804	481	49.829	542
49.855	480	49.880	542
49.906	479	49.930	542
49.956	479	49.982	542
50.007	480	50.032	542
50.057	483	50.083	542
50.109	485	50.133	540
50.159	486	50.184	542
50.210	492	50.234	541
50.260	493	50.286	543
50.311	497	50.336	543
50.361	502	50.387	543
50.413	505	50.437	543
50.463	510	50.488	543
50.514	510	50.539	543
50.564	511	50.590	543
50.615	511	50.640	544
50.666	512	50.691	543
50.717	510	50.741	544
50.767	509	50.793	543
50.818	506	50.843	544
50.868	503	50.894	543
50.920	501	50.944	543
50.970	496	50.995	542
51.021	494	51.045	542
51.071	490	51.097	542
51.122	486	51.148	542
51.172	486	51.198	543
51.224	483	51.249	542
51.274	482	51.299	543
51.325	481	51.351	542
51.375	481	51.401	542
51.426	483	51.452	543
51.477	485	51.502	542
51.528	486	51.553	543
51.578	488	51.604	544
51.629	492	51.655	541
51.679	496	51.705	543
51.731	499	51.756	544
51.781	502	51.806	542
51.832	504	51.858	542
51.882	505	51.908	543
51.933	507	51.959	544
51.983	509	52.009	543
52.035	509	52.060	542
52.085	509	52.110	542
52.136	508	52.162	543
52.186	507	52.212	544
52.237	505	52.263	542
52.288	503	52.313	543
52.339	499	52.364	541
52.389	497	52.415	542
52.440	494	52.466	542
52.490	494	52.516	542
52.542	488	52.567	542
52.592	487	52.617	542
52.643	485	52.669	542
52.693	484	52.719	542
52.744	485	52.770	543
52.794	483	52.820	542
52.846	484	52.871	542
52.896	486	52.921	542
52.947	488	52.973	543
52.997	490	53.023	543
53.048	494	53.074	543
53.099	495	53.124	543
53.150	498	53.175	543
53.200	501	53.226	543
53.251	504	53.277	542
53.301	505	53.327	541
53.353	506	53.378	543
53.403	508	53.428	542
53.454	508	53.480	542
53.504	508	53.530	543
53.555	506	53.581	543
53.605	506	53.631	542
53.657	503	53.682	542
53.707	500	53.732	542
53.758	498	53.784	542
53.808	496	53.834	542
53.859	494	53.885	542
53.910	492	53.935	543
53.961	490	53.986	541
54.011	487	54.037	543
54.062	485	54.088	543
54.112	485	54.138	543
54.164	485	54.189	542
54.214	486	54.239	542
54.265	488	54.291	542
54.315	487	54.341	543
54.366	489	54.392	543
54.417	492	54.442	542
54.468	494	54.493	544
54.518	496	54.543	542
54.569	498	54.595	543
54.619	501	54.645	543
54.670	502	54.696	542
54.721	503	54.746	541
54.772	505	54.797	543
54.822	506	54.848	543
54.873	508	54.899	542
54.923	507	54.949	542
54.975	504	55.000	541
55.025	502	55.050	542
55.076	501	55.102	541
55.126	499	55.152	543
55.177	498	55.203	542
55.228	496	55.253	542
55.279	493	55.304	542
55.329	491	55.354	542
55.380	489	55.406	542
55.430	489	55.456	542
55.481	489	55.507	543
55.532	488	55.557	543
55.583	486	55.608	541
55.634	486	55.659	541
55.684	488	55.710	542
55.735	488	55.760	542
55.786	491	55.811	542
55.837	492	55.861	543
55.887	494	55.913	544
55.938	498	55.963	544
55.988	498	56.014	544
56.040	501	56.064	543
56.090	502	56.115	542
56.141	502	56.165	542
56.191	504	56.217	544
56.242	504	56.267	542
56.292	504	56.318	542
56.344	503	56.368	543
56.394	503	56.419	542
56.445	502	56.470	543
56.495	501	56.521	543
56.546	498	56.571	542
56.597	497	56.622	542
56.648	495	56.672	541
56.698	493	56.724	541
56.749	491	56.774	542
56.799	491	56.825	543
56.851	489	56.875	542
56.901	490	56.926	542
56.952	490	56.977	542
57.002	489	57.028	543
57.053	490	57.078	541
57.103	490	57.129	542
57.155	491	57.179	541
57.205	493	57.230	543
57.256	494	57.281	542
57.306	495	57.332	542
57.357	498	57.382	543
57.408	497	57.433	543
57.459	500	57.483	543
