#Creator: pendulumviewEventBuffer
#Creation time: Mon Feb 20 15:58:46 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
55.835	521	55.861	463
55.886	531	55.911	461
55.937	514	55.962	471
55.988	509	56.013	492
56.038	490	56.064	514
56.089	471	56.114	531
56.140	439	56.165	565
56.191	405	56.215	593
56.241	370	56.267	619
56.292	339	56.317	656
56.342	310	56.368	681
56.394	283	56.418	699
56.444	270	56.469	724
56.495	249	56.519	728
56.545	239	56.571	733
56.596	246	56.621	721
56.646	252	56.672	712
56.698	270	56.722	702
56.748	288	56.773	672
56.799	304	56.824	653
56.849	341	56.875	622
56.900	372	56.925	589
56.951	402	56.976	564
57.002	438	57.026	530
57.052	463	57.078	497
57.103	492	57.128	486
57.153	510	57.179	465
57.205	513	57.229	463
57.255	522	57.280	463
57.306	519	57.331	479
57.356	505	57.382	492
57.407	491	57.432	510
57.457	468	57.483	535
57.509	447	57.533	563
57.559	415	57.584	591
57.610	374	57.635	623
57.660	353	57.686	652
57.711	321	57.736	682
57.762	296	57.787	697
57.813	273	57.837	715
57.863	251	57.889	725
57.914	253	57.939	731
57.964	247	57.990	730
58.016	257	58.040	716
58.066	269	58.091	697
58.117	285	58.142	680
58.167	312	58.193	648
58.218	340	58.243	627
58.268	369	58.294	591
58.320	406	58.344	556
58.370	439	58.395	533
58.421	460	58.446	507
58.471	481	58.497	490
58.522	501	58.547	476
58.573	517	58.598	468
58.624	519	58.648	467
58.674	519	58.700	475
58.725	507	58.750	495
58.775	489	58.801	512
58.827	468	58.851	533
58.877	448	58.902	555
58.928	413	58.953	586
58.978	385	59.004	619
59.029	355	59.055	649
59.079	327	59.105	675
59.131	300	59.156	693
59.181	273	59.206	716
59.232	262	59.258	715
59.282	249	59.308	718
59.333	252	59.359	720
59.384	254	59.409	708
59.435	268	59.460	693
59.485	288	59.511	680
59.536	314	59.562	647
59.586	337	59.612	620
59.638	368	59.663	590
59.688	391	59.713	562
59.739	430	59.765	532
59.789	454	59.815	514
59.840	476	59.866	493
59.891	495	59.916	472
59.942	513	59.967	468
59.992	511	60.017	469
60.043	518	60.069	485
60.093	511	60.119	485
60.144	487	60.170	505
60.195	468	60.220	537
60.246	443	60.271	564
60.296	406	60.322	593
60.347	386	60.373	613
60.397	357	60.423	652
60.449	325	60.474	669
60.499	306	60.524	692
60.550	283	60.576	710
60.600	265	60.626	720
60.651	262	60.677	723
60.702	251	60.727	722
60.753	265	60.778	712
60.803	273	60.828	697
60.854	291	60.880	675
60.904	313	60.930	646
60.955	337	60.981	617
61.006	358	61.031	588
61.057	391	61.082	559
61.107	424	61.133	533
61.158	441	61.184	509
61.208	482	61.234	496
61.260	488	61.285	478
61.310	501	61.335	473
61.361	508	61.387	476
61.411	508	61.437	482
61.462	508	61.488	485
61.513	485	61.538	514
61.564	467	61.589	534
61.614	444	61.639	552
61.665	420	61.691	590
61.715	392	61.741	618
61.766	358	61.792	649
61.817	327	61.842	668
61.868	316	61.893	688
61.918	286	61.944	708
61.969	267	61.995	722
62.019	260	62.045	724
62.071	263	62.096	715
62.121	262	62.146	706
62.172	269	62.198	696
62.222	291	62.248	678
62.273	313	62.299	647
62.324	339	62.349	627
62.375	367	62.400	590
62.425	390	62.451	570
62.476	413	62.502	542
62.526	451	62.552	518
62.577	469	62.603	500
62.628	490	62.653	478
62.679	506	62.704	474
62.730	502	62.755	472
62.780	511	62.806	476
62.831	499	62.856	494
62.882	485	62.907	508
62.933	466	62.957	531
62.983	449	63.009	560
63.034	418	63.059	590
63.084	398	63.110	610
63.136	365	63.160	637
63.186	339	63.211	671
63.237	311	63.262	692
63.287	292	63.313	700
63.338	268	63.363	711
63.388	273	63.414	719
63.440	267	63.464	718
63.490	266	63.515	707
63.541	273	63.566	696
63.591	292	63.617	670
63.642	315	63.667	653
63.693	331	63.718	632
63.744	359	63.768	599
63.794	390	63.820	572
63.845	417	63.870	545
63.895	442	63.921	519
63.947	471	63.971	500
63.997	491	64.022	484
64.048	506	64.073	474
64.098	504	64.124	474
64.149	502	64.174	475
64.199	500	64.225	490
64.251	483	64.275	509
64.301	473	64.326	527
64.352	446	64.377	554
64.402	421	64.428	583
64.453	399	64.478	605
64.504	368	64.529	635
64.555	344	64.579	666
64.605	315	64.631	691
64.656	291	64.681	707
64.706	277	64.732	710
64.758	271	64.782	716
64.808	263	64.833	713
64.859	265	64.884	714
64.909	273	64.935	696
64.960	289	64.985	674
65.011	306	65.036	653
65.062	335	65.086	628
65.112	362	65.137	598
65.163	391	65.188	576
65.213	417	65.239	542
65.264	441	65.289	522
65.315	459	65.340	502
65.366	479	65.390	487
65.416	490	65.442	474
65.467	500	65.492	475
65.517	494	65.543	477
65.569	491	65.593	489
65.619	481	65.644	507
65.670	471	65.695	523
65.720	446	65.746	553
65.771	420	65.797	577
65.822	401	65.847	615
65.873	376	65.898	628
65.923	341	65.948	668
65.974	318	66.000	687
66.024	302	66.050	704
66.075	291	66.101	709
66.126	273	66.151	716
66.177	273	66.202	721
66.227	269	66.253	710
66.278	281	66.304	700
66.328	295	66.354	682
66.380	313	66.405	654
66.430	337	66.455	637
66.481	355	66.507	596
66.531	389	66.557	573
66.582	405	66.608	546
66.633	433	66.658	515
66.684	454	66.709	507
66.734	473	66.759	491
66.785	494	66.811	482
66.835	490	66.861	473
66.886	498	66.912	484
66.937	494	66.962	485
66.988	481	67.013	509
67.038	466	67.064	526
67.089	444	67.115	551
67.139	426	67.165	579
67.191	404	67.216	608
67.241	377	67.266	635
67.292	350	67.318	664
67.342	332	67.368	681
67.393	307	67.419	696
67.444	294	67.469	709
67.495	279	67.520	713
67.545	283	67.571	718
67.596	277	67.622	712
67.646	283	67.672	695
67.697	286	67.723	680
67.748	318	67.773	653
67.799	329	67.824	629
67.849	354	67.875	600
67.900	383	67.926	577
67.950	404	67.976	544
68.002	428	68.027	527
68.052	455	68.077	500
68.103	474	68.129	487
68.153	486	68.179	476
68.204	493	68.230	480
68.255	495	68.280	476
68.306	489	68.331	491
68.356	478	68.382	499
68.407	470	68.433	529
68.457	444	68.483	551
68.508	432	68.534	580
68.559	405	68.584	603
68.610	381	68.635	641
68.660	348	68.686	662
68.711	331	68.737	678
68.761	305	68.787	698
68.813	289	68.838	713
68.863	287	68.888	720
68.914	274	68.940	715
68.964	276	68.990	713
69.015	276	69.041	691
69.066	294	69.091	683
69.117	313	69.142	662
69.167	330	69.193	632
69.218	357	69.244	610
69.268	382	69.294	578
69.319	407	69.345	557
69.370	426	69.395	524
69.421	446	69.446	508
69.471	464	69.497	491
69.522	480	69.548	480
69.572	494	69.598	481
69.624	491	69.649	482
69.674	488	69.699	492
69.725	487	69.751	501
69.775	468	69.801	522
69.826	449	69.852	547
69.877	422	69.902	578
69.928	405	69.953	600
69.978	383	70.004	622
70.029	361	70.055	651
70.079	334	70.105	674
70.131	313	70.156	698
70.181	300	70.206	706
70.232	287	70.257	719
70.282	287	70.308	708
70.333	283	70.359	712
70.383	288	70.409	698
70.435	295	70.460	684
70.485	317	70.510	664
70.536	338	70.562	640
70.586	365	70.612	607
70.637	383	70.663	586
70.688	405	70.713	551
70.739	422	70.764	532
70.789	447	70.815	516
70.840	463	70.866	495
70.890	478	70.916	484
70.942	480	70.967	480
70.992	491	71.017	479
71.043	484	71.068	494
71.093	483	71.119	497
71.144	467	71.170	520
71.194	455	71.220	539
71.246	433	71.271	566
71.296	404	71.321	603
71.347	385	71.373	620
71.397	355	71.423	647
71.448	335	71.474	672
71.499	317	71.524	699
71.550	302	71.575	697
71.600	295	71.626	711
71.651	279	71.677	712
71.701	290	71.727	713
71.753	286	71.778	701
71.803	298	71.828	677
71.854	315	71.879	657
71.904	334	71.930	635
71.955	358	71.981	607
72.005	380	72.031	584
72.057	408	72.082	556
72.107	432	72.132	531
72.158	446	72.184	513
72.208	468	72.234	497
72.259	477	72.285	488
72.310	478	72.335	477
72.361	481	72.386	482
72.411	490	72.437	497
72.462	480	72.488	507
72.512	460	72.538	514
72.564	447	72.589	541
72.614	427	72.639	562
72.665	404	72.691	590
72.715	381	72.741	617
72.766	367	72.792	652
72.816	344	72.842	663
72.868	314	72.893	682
72.918	307	72.943	700
72.969	299	72.995	706
73.019	291	73.045	706
73.070	287	73.096	706
73.121	299	73.146	695
73.172	299	73.197	679
73.222	313	73.248	661
73.273	340	73.299	634
73.323	356	73.349	613
73.375	371	73.400	588
73.425	396	73.450	567
73.476	422	73.502	532
73.526	438	73.552	516
73.577	453	73.603	497
73.627	472	73.653	487
73.679	477	73.704	473
73.729	487	73.754	475
73.780	486	73.806	490
73.830	470	73.856	503
73.881	463	73.907	516
73.932	451	73.957	543
73.983	432	74.008	565
74.033	406	74.059	593
74.084	392	74.110	613
74.134	357	74.160	642
74.186	341	74.211	670
74.236	319	74.261	680
74.287	301	74.313	700
74.337	296	74.363	710
74.388	298	74.414	710
74.438	287	74.464	708
74.490	294	74.515	697
74.540	310	74.565	685
74.591	319	74.617	666
74.641	337	74.667	636
74.692	359	74.718	612
74.744	378	74.768	594
74.794	391	74.819	561
74.845	422	74.870	539
74.895	438	74.921	515
74.946	449	74.971	497
74.997	469	75.022	494
75.048	484	75.072	480
75.098	475	75.124	486
75.149	484	75.174	494
75.199	475	75.225	510
75.251	463	75.275	517
75.301	438	75.326	531
75.352	431	75.376	567
75.402	402	75.428	588
75.453	384	75.478	614
75.503	370	75.529	637
75.555	345	75.579	661
75.605	326	75.630	674
75.656	311	75.681	700
75.706	296	75.732	699
75.757	295	75.782	703
75.808	299	75.833	705
75.859	296	75.883	703
75.909	304	75.935	684
75.960	321	75.985	666
76.010	344	76.036	638
76.062	352	76.086	617
76.112	375	76.137	595
76.163	402	76.187	571
76.213	420	76.239	541
76.264	431	76.289	520
76.314	447	76.340	506
76.366	467	76.390	488
76.416	465	76.441	484
76.467	474	76.492	487
76.517	480	76.543	492
76.568	468	76.593	504
76.619	456	76.644	522
76.670	441	76.694	538
76.720	432	76.746	569
76.771	401	76.796	577
76.821	382	76.847	608
76.873	366	76.897	627
76.923	344	76.948	655
76.974	332	76.998	679
77.024	311	77.050	687
77.075	303	77.100	698
77.125	300	77.151	706
77.177	291	77.201	706
77.227	300	77.252	692
77.278	315	77.303	686
77.328	326	77.354	673
77.379	343	77.404	643
77.430	358	77.455	622
77.481	383	77.505	597
77.531	397	77.557	568
77.582	423	77.607	547
77.632	437	77.658	530
77.684	455	77.708	511
77.734	468	77.759	501
77.785	473	77.809	487
77.835	473	77.861	482
77.886	476	77.912	497
77.936	463	77.962	497
77.988	454	78.013	517
78.038	440	78.063	540
78.089	425	78.115	551
78.139	411	78.165	582
78.190	391	78.216	607
78.241	370	78.266	633
78.292	344	78.317	658
78.342	328	78.368	667
78.393	319	78.419	689
78.443	306	78.469	692
78.495	306	78.520	699
78.545	302	78.570	695
78.596	296	78.622	690
78.646	309	78.672	685
78.697	327	78.723	667
78.747	344	78.773	643
78.799	355	78.824	627
78.849	376	78.874	601
78.900	396	78.926	567
78.950	414	78.976	554
79.001	440	79.027	531
79.052	454	79.077	508
79.103	462	79.128	503
79.153	477	79.179	488
79.204	476	79.230	487
79.254	473	79.280	489
79.306	462	79.331	508
79.356	459	79.381	512
79.407	448	79.433	537
79.457	427	79.483	553
79.508	407	79.534	569
79.558	389	79.584	603
79.610	361	79.635	627
79.660	342	79.685	650
79.711	336	79.737	661
79.761	313	79.787	678
79.812	307	79.838	695
79.863	302	79.888	702
79.914	296	79.939	693
79.964	305	79.990	696
80.015	312	80.041	677
80.065	330	80.091	668
80.117	343	80.142	652
80.167	355	80.192	627
80.218	380	80.244	607
80.268	397	80.294	582
80.319	412	80.345	556
80.369	435	80.395	527
80.421	447	80.446	525
80.471	466	80.496	500
80.522	471	80.548	501
80.572	480	80.598	491
80.623	472	80.649	502
80.674	470	80.699	502
80.725	459	80.750	511
80.775	434	80.801	532
80.826	425	80.852	555
80.876	403	80.902	577
80.928	382	80.953	604
80.978	371	81.003	630
81.029	344	81.055	644
81.079	334	81.105	662
81.130	317	81.156	681
81.180	307	81.206	688
81.232	300	81.257	700
81.282	303	81.307	692
81.333	318	81.359	686
81.383	310	81.409	684
81.434	326	81.460	673
81.485	337	81.510	647
