48.232	438	48.257	641
48.283	425	48.309	654
48.333	415	48.359	664
48.384	410	48.410	671
48.435	408	48.460	672
48.486	409	48.511	667
48.537	414	48.562	658
48.587	422	48.613	646
48.638	434	48.663	631
48.689	448	48.714	612
48.740	464	48.764	592
48.790	479	48.816	571
48.841	498	48.866	551
48.891	511	48.917	532
48.943	525	48.967	518
48.993	536	49.018	506
49.044	544	49.068	498
49.094	548	49.120	496
49.145	548	49.170	497
49.195	544	49.221	502
49.247	536	49.271	511
49.297	527	49.322	528
49.348	513	49.373	543
49.398	498	49.424	561
49.449	482	49.474	582
49.500	467	49.525	601
49.551	451	49.575	621
49.601	438	49.627	637
49.652	425	49.677	650
49.702	417	49.728	659
49.754	411	49.778	666
49.804	409	49.829	667
49.855	411	49.879	663
49.905	416	49.931	655
49.956	424	49.981	644
50.006	436	50.032	628
50.058	450	50.082	610
50.108	466	50.133	591
50.159	481	50.184	572
50.209	496	50.235	553
50.260	511	50.285	536
50.311	524	50.336	521
50.362	535	50.386	509
50.412	543	50.438	502
50.463	546	50.488	499
50.513	547	50.539	500
50.565	544	50.589	505
50.615	535	50.640	514
50.666	525	50.690	528
50.716	512	50.742	544
50.767	497	50.792	562
50.817	482	50.843	581
50.869	467	50.893	600
50.919	451	50.944	618
50.970	437	50.995	635
51.020	428	51.046	647
51.071	418	51.096	657
51.122	412	51.147	662
51.173	410	51.197	664
51.223	413	51.249	661
51.274	418	51.299	652
51.324	426	51.350	641
51.376	438	51.400	628
51.426	451	51.451	611
51.477	466	51.501	591
51.527	482	51.553	573
51.578	497	51.604	554
51.628	511	51.654	538
51.680	523	51.705	523
51.730	535	51.755	513
51.781	542	51.807	506
51.831	546	51.857	502
51.882	545	51.908	502
51.933	541	51.958	508
51.984	534	52.009	518
52.034	525	52.060	530
52.085	511	52.111	544
52.135	498	52.161	562
52.187	482	52.212	581
52.237	466	52.262	599
52.288	452	52.314	616
52.338	439	52.364	631
52.389	428	52.415	643
52.439	418	52.465	653
52.491	413	52.516	657
52.541	412	52.566	660
52.592	414	52.618	657
52.642	420	52.668	650
52.693	427	52.719	640
52.744	439	52.769	626
52.795	452	52.820	609
52.845	466	52.871	592
52.896	481	52.922	573
52.946	497	52.972	557
52.998	510	53.023	541
53.048	523	53.073	527
53.099	532	53.125	516
53.149	540	53.175	510
53.200	543	53.226	505
53.250	543	53.276	505
53.302	540	53.327	512
53.352	533	53.377	521
53.403	523	53.429	531
53.453	510	53.479	547
53.504	496	53.530	564
53.555	482	53.580	579
53.606	466	53.631	598
53.656	451	53.682	613
53.707	438	53.733	629
53.757	428	53.783	640
53.809	419	53.834	650
53.859	415	53.884	655
53.910	413	53.936	656
53.960	415	53.986	653
54.011	421	54.037	646
54.061	429	54.087	635
54.113	440	54.138	625
54.163	453	54.188	608
54.214	468	54.240	591
54.264	482	54.290	575
54.315	498	54.341	558
54.366	511	54.391	543
54.417	522	54.442	530
54.467	533	54.493	519
54.518	540	54.544	512
54.568	542	54.594	510
54.620	542	54.645	511
54.670	539	54.695	515
54.721	531	54.747	524
54.771	522	54.797	536
54.822	510	54.848	548
54.873	496	54.898	562
54.924	481	54.949	580
54.974	465	54.999	596
55.025	452	55.051	611
55.075	440	55.101	626
55.126	429	55.152	638
55.177	420	55.202	645
55.228	416	55.253	652
55.278	414	55.304	653
55.329	417	55.355	649
55.379	422	55.405	642
55.431	430	55.456	634
55.481	440	55.506	620
55.532	453	55.558	607
55.582	468	55.608	592
55.633	483	55.659	575
55.684	496	55.709	559
55.735	510	55.760	544
55.785	522	55.810	533
55.836	531	55.862	521
55.886	538	55.912	516
55.937	541	55.963	513
55.988	541	56.013	515
56.039	537	56.064	518
56.090	531	56.115	527
56.140	521	56.166	538
56.191	509	56.216	550
56.242	496	56.267	565
56.293	481	56.317	580
56.343	467	56.369	595
56.394	453	56.419	611
56.444	442	56.470	624
56.496	429	56.520	635
56.546	422	56.571	642
56.597	417	56.621	646
56.647	415	56.673	648
56.698	417	56.723	646
56.748	422	56.774	639
56.800	430	56.824	631
56.850	441	56.875	619
56.901	454	56.926	604
56.951	467	56.977	591
57.002	482	57.027	576
57.053	496	57.078	561
57.104	509	57.128	546
57.154	523	57.180	535
57.205	532	57.230	524
57.255	537	57.281	520
57.307	541	57.331	516
57.357	540	57.382	517
57.408	537	57.433	521
57.458	530	57.484	528
57.509	520	57.534	538
57.559	508	57.585	551
57.611	495	57.635	565
57.661	481	57.686	580
57.712	467	57.737	594
57.762	453	57.788	609
57.813	441	57.838	621
57.864	430	57.889	631
57.915	424	57.939	639
57.965	418	57.991	645
58.016	417	58.041	645
58.066	420	58.092	641
58.118	423	58.142	636
58.168	433	58.193	629
58.219	441	58.244	616
58.269	454	58.295	605
58.320	467	58.345	590
58.370	481	58.396	574
58.422	494	58.446	560
58.472	508	58.497	548
58.523	520	58.548	537
58.573	529	58.599	528
58.624	536	58.649	524
58.675	540	58.700	519
58.726	539	58.750	521
58.776	536	58.802	525
58.827	530	58.852	533
58.877	520	58.903	540
58.929	509	58.953	553
58.979	496	59.004	567
59.030	483	59.055	581
59.080	467	59.106	595
59.131	455	59.157	608
59.181	442	59.207	620
59.233	432	59.258	629
59.283	423	59.308	637
59.334	420	59.360	641
59.384	419	59.410	640
59.435	420	59.461	639
59.486	424	59.511	632
59.537	432	59.562	624
59.587	442	59.613	614
59.638	452	59.664	600
59.688	467	59.714	589
59.740	481	59.765	575
59.790	495	59.815	561
59.841	507	59.867	549
59.891	519	59.917	539
59.942	527	59.968	531
59.993	534	60.018	525
60.044	537	60.069	523
60.094	537	60.119	524
60.145	534	60.171	527
60.195	528	60.221	535
60.246	519	60.272	543
60.297	509	60.322	556
60.348	496	60.373	568
60.398	483	60.424	582
60.449	468	60.475	595
60.499	456	60.525	607
60.551	444	60.576	618
60.601	434	60.626	628
60.652	426	60.678	634
60.702	421	60.728	637
60.753	420	60.779	638
60.804	421	60.829	635
60.855	426	60.880	628
60.905	433	60.930	621
60.956	442	60.982	611
61.006	454	61.032	598
61.057	467	61.083	587
61.108	480	61.133	574
61.159	493	61.184	561
61.209	505	61.235	551
61.260	518	61.286	541
61.310	527	61.336	534
61.362	533	61.387	530
61.412	536	61.437	525
61.463	539	61.489	528
61.513	534	61.539	531
61.564	527	61.590	537
61.615	518	61.640	549
61.666	508	61.691	558
61.716	496	61.741	569
61.767	483	61.793	582
61.817	469	61.843	595
61.868	457	61.894	606
61.919	445	61.944	616
