61.970	437	61.995	625
62.020	430	62.046	631
62.071	423	62.097	634
62.121	421	62.147	636
62.173	423	62.198	632
62.223	428	62.248	626
62.274	435	62.300	621
62.324	443	62.350	609
62.375	454	62.401	597
62.426	465	62.451	586
62.477	479	62.502	573
62.527	492	62.553	562
62.578	506	62.604	551
62.628	515	62.654	542
62.679	525	62.705	535
62.730	532	62.755	532
62.781	535	62.806	530
62.832	535	62.857	530
62.882	532	62.908	535
62.933	526	62.958	541
62.984	518	63.009	549
63.035	507	63.059	560
63.085	495	63.111	572
63.136	484	63.161	583
63.186	471	63.212	594
63.238	460	63.262	606
63.288	448	63.313	615
63.339	438	63.364	624
63.389	431	63.415	628
63.440	426	63.465	632
63.490	424	63.516	631
63.542	424	63.566	628
63.592	429	63.617	624
63.643	435	63.668	616
63.693	444	63.719	606
63.744	454	63.769	596
63.795	466	63.820	586
63.846	478	63.870	572
63.896	491	63.922	562
63.947	502	63.972	552
63.997	514	64.023	543
64.049	522	64.073	538
64.099	526	64.124	533
64.150	532	64.175	532
64.200	534	64.226	532
64.251	530	64.276	538
64.301	526	64.327	544
64.353	518	64.377	552
64.403	508	64.428	563
64.454	496	64.479	572
64.504	484	64.530	583
64.555	472	64.580	595
64.606	459	64.631	606
64.657	449	64.681	615
64.707	440	64.733	622
64.758	432	64.783	627
64.808	425	64.834	627
64.860	426	64.884	630
64.910	427	64.935	624
64.961	429	64.986	619
65.011	436	65.037	613
65.062	445	65.087	603
65.113	454	65.138	594
65.164	466	65.188	582
65.214	477	65.239	571
65.265	490	65.290	561
65.315	502	65.341	552
65.366	511	65.391	545
65.417	519	65.442	539
65.468	527	65.492	536
65.518	531	65.544	534
65.569	531	65.594	536
65.619	529	65.645	540
65.671	524	65.695	547
65.721	517	65.746	555
65.772	508	65.797	564
65.822	497	65.848	574
65.873	485	65.899	586
65.924	474	65.949	596
65.975	463	66.000	606
66.025	450	66.050	614
66.076	442	66.102	621
66.126	435	66.152	625
66.177	430	66.203	627
66.228	429	66.253	628
66.279	429	66.304	623
66.329	432	66.355	618
66.380	437	66.406	612
66.430	445	66.456	601
66.482	455	66.507	592
66.532	466	66.557	582
66.583	478	66.609	571
66.633	488	66.659	561
66.684	499	66.710	552
66.735	508	66.760	545
66.786	517	66.811	540
66.836	524	66.861	537
66.887	527	66.913	537
66.937	529	66.963	540
66.988	527	67.014	543
67.039	522	67.064	551
67.090	515	67.115	557
67.140	507	67.166	567
67.191	496	67.217	575
67.241	486	67.267	587
67.293	475	67.318	597
67.343	464	67.368	606
67.394	453	67.420	613
67.444	445	67.470	619
67.495	438	67.521	623
67.546	432	67.571	623
67.597	431	67.622	623
67.647	430	67.673	621
67.698	434	67.724	615
67.748	439	67.774	608
67.799	446	67.825	599
67.850	456	67.875	591
67.901	466	67.926	580
67.951	476	67.977	570
68.002	487	68.028	561
68.052	498	68.078	553
68.104	507	68.129	546
68.154	516	68.179	542
68.205	522	68.231	539
68.255	526	68.281	539
68.306	526	68.332	542
68.357	525	68.382	546
68.408	521	68.433	551
68.458	515	68.484	558
68.509	506	68.535	567
68.559	498	68.585	578
68.610	486	68.636	586
68.661	476	68.686	596
68.712	465	68.737	605
68.762	456	68.788	612
68.813	448	68.839	618
68.863	440	68.889	621
68.915	436	68.940	622
68.965	433	68.990	621
69.016	434	69.042	619
69.066	436	69.092	612
69.117	441	69.143	607
69.168	448	69.193	598
69.219	456	69.244	590
69.269	465	69.295	578
69.320	477	69.346	570
69.370	487	69.396	561
69.421	496	69.447	554
69.472	506	69.497	548
69.523	513	69.548	543
69.573	520	69.599	541
69.624	522	69.650	541
69.674	524	69.700	543
69.726	523	69.751	547
69.776	520	69.801	553
69.827	513	69.853	561
69.877	505	69.903	570
69.928	496	69.954	578
69.979	486	70.004	589
70.030	477	70.055	595
70.080	466	70.106	605
70.131	457	70.157	612
70.181	448	70.207	617
70.233	443	70.258	621
70.283	439	70.308	620
70.334	436	70.359	619
70.384	436	70.410	617
70.435	438	70.461	611
70.485	443	70.511	604
70.537	449	70.562	596
70.587	457	70.612	589
70.638	466	70.664	578
70.688	476	70.714	570
70.739	486	70.765	561
70.790	494	70.815	554
70.841	503	70.866	548
70.891	511	70.917	544
70.942	516	70.968	542
70.992	520	71.018	542
71.044	521	71.069	545
71.094	520	71.119	549
71.145	517	71.170	554
71.195	513	71.221	563
71.246	505	71.272	570
71.296	496	71.322	579
71.348	488	71.373	587
71.398	477	71.423	597
71.449	468	71.475	604
71.499	460	71.525	611
71.550	453	71.576	615
71.601	446	71.626	619
71.652	442	71.677	619
71.702	439	71.728	618
71.753	438	71.779	615
71.803	440	71.829	609
71.855	445	71.880	603
71.905	450	71.930	596
71.956	458	71.981	587
72.006	466	72.032	578
72.057	475	72.083	569
72.107	484	72.133	562
72.159	493	72.184	555
72.209	501	72.234	550
72.260	508	72.286	546
72.310	514	72.336	543
72.361	517	72.387	545
72.412	518	72.437	546
72.463	519	72.488	551
72.513	515	72.539	557
72.564	509	72.590	564
72.614	503	72.640	570
72.666	496	72.691	580
72.716	488	72.741	589
72.767	478	72.793	597
72.817	470	72.843	606
72.868	461	72.894	609
72.918	455	72.944	614
72.970	447	72.995	617
73.020	445	73.045	618
73.071	442	73.097	616
73.121	442	73.147	613
73.172	444	73.198	608
73.223	447	73.248	601
73.274	452	73.299	593
73.324	458	73.350	586
73.375	466	73.401	576
73.425	475	73.451	569
73.477	483	73.502	560
73.527	492	73.552	555
73.578	500	73.604	550
73.628	506	73.654	547
73.679	512	73.705	545
73.729	514	73.755	545
73.781	516	73.806	548
73.831	515	73.856	552
73.882	513	73.908	557
73.932	508	73.958	565
73.983	502	74.009	573
74.034	496	74.059	581
74.085	487	74.110	588
74.135	479	74.161	598
74.186	471	74.212	604
74.236	463	74.262	609
74.288	457	74.313	614
74.338	450	74.363	615
74.389	446	74.415	616
74.439	444	74.465	614
74.490	446	74.516	611
74.540	446	74.566	605
74.592	448	74.617	601
74.642	454	74.667	594
74.693	461	74.719	584
74.743	467	74.769	576
74.794	474	74.820	570
74.846	483	74.870	563
74.896	491	74.921	556
74.947	499	74.972	551
74.997	503	75.023	548
75.048	509	75.073	547
75.099	511	75.124	546
75.150	513	75.174	550
75.200	512	75.226	554
75.251	510	75.276	559
75.301	506	75.327	566
75.353	501	75.377	573
75.403	495	75.428	581
75.454	487	75.478	589
75.504	479	75.530	595
75.555	472	75.580	603
