#Creator: pendulumviewEventBuffer
#Creation time: Mon Feb 20 15:58:46 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
56.495	359	56.521	539
56.546	371	56.572	552
56.597	384	56.622	562
56.648	399	56.673	565
56.698	412	56.724	564
56.749	427	56.775	558
56.799	440	56.825	546
56.851	451	56.876	530
56.901	460	56.926	513
56.952	466	56.978	491
57.002	469	57.028	469
57.053	468	57.079	446
57.103	464	57.129	425
57.155	456	57.180	404
57.205	446	57.230	389
57.256	433	57.282	376
57.306	419	57.332	369
57.357	403	57.383	367
57.408	389	57.433	370
57.459	373	57.484	377
57.509	361	57.535	388
57.560	349	57.586	406
57.610	341	57.636	423
57.662	336	57.687	445
57.712	334	57.737	466
57.763	335	57.789	489
57.813	341	57.839	506
57.864	349	57.890	525
57.914	361	57.940	539
57.966	375	57.991	550
58.016	388	58.041	555
58.067	406	58.093	557
58.117	422	58.143	553
58.168	437	58.194	545
58.219	449	58.244	533
58.270	461	58.295	517
58.320	469	58.346	499
58.371	474	58.397	479
58.421	474	58.447	458
58.473	472	58.498	437
58.523	465	58.548	421
58.574	455	58.600	403
58.624	443	58.650	391
58.675	429	58.701	381
58.725	414	58.751	377
58.777	396	58.802	377
58.827	380	58.852	381
58.878	364	58.904	390
58.928	352	58.954	403
58.979	340	59.005	420
59.030	333	59.055	436
59.081	329	59.106	457
59.131	329	59.157	475
59.182	333	59.208	494
59.232	340	59.258	511
59.284	351	59.309	527
59.334	364	59.359	537
59.385	380	59.411	545
59.435	397	59.461	547
59.486	415	59.512	547
59.536	431	59.562	541
59.588	447	59.613	532
59.638	459	59.663	519
59.689	470	59.715	504
59.739	476	59.765	486
59.790	479	59.816	469
59.841	478	59.866	451
59.892	474	59.917	433
59.943	465	59.968	417
59.993	453	60.019	402
60.044	438	60.069	394
60.095	422	60.120	387
60.146	403	60.170	385
60.196	387	60.222	386
60.247	370	60.272	394
60.297	355	60.323	403
60.349	342	60.373	416
60.399	332	60.424	432
60.450	327	60.474	448
60.500	323	60.526	466
60.551	326	60.576	481
60.601	332	60.627	498
60.653	343	60.677	512
60.703	354	60.728	525
60.754	370	60.779	532
60.804	388	60.830	538
60.855	406	60.880	538
60.906	424	60.931	536
60.957	441	60.981	528
61.007	456	61.033	519
61.058	468	61.083	507
61.108	477	61.134	492
61.160	483	61.184	477
61.210	483	61.235	459
61.261	480	61.285	445
61.311	472	61.337	429
61.362	462	61.387	417
61.412	448	61.438	406
61.464	431	61.488	399
61.514	414	61.539	395
61.565	395	61.590	396
61.615	376	61.641	399
61.666	360	61.691	407
61.717	345	61.742	415
61.768	334	61.792	429
61.818	325	61.844	443
61.869	321	61.894	457
61.919	321	61.945	472
61.971	326	61.995	488
62.021	334	62.046	501
62.072	346	62.096	512
62.122	360	62.148	521
62.173	378	62.198	525
62.223	396	62.249	529
62.275	415	62.299	528
62.325	433	62.350	524
62.376	450	62.401	516
62.426	464	62.452	507
62.477	476	62.502	496
62.528	483	62.553	482
62.579	486	62.603	468
62.629	485	62.655	454
62.680	479	62.705	441
62.730	470	62.756	428
62.782	457	62.806	419
62.832	441	62.857	411
62.883	423	62.907	407
62.933	404	62.959	403
62.984	385	63.010	407
63.034	367	63.060	410
63.086	350	63.111	419
63.136	337	63.161	427
63.187	327	63.213	438
63.237	320	63.263	451
63.288	318	63.314	464
63.339	320	63.364	477
63.390	327	63.415	489
63.440	338	63.466	500
63.491	352	63.517	508
63.541	369	63.567	515
63.593	387	63.618	518
63.643	406	63.668	519
63.694	426	63.720	516
63.744	444	63.770	513
63.795	459	63.821	504
63.845	472	63.871	497
63.897	482	63.922	485
63.947	487	63.972	474
63.998	488	64.024	462
64.048	485	64.074	451
64.099	477	64.125	440
64.150	465	64.175	431
64.201	450	64.226	424
64.251	434	64.277	418
64.302	414	64.328	416
64.352	395	64.378	415
64.404	375	64.429	418
64.454	357	64.479	422
64.505	342	64.531	430
64.555	330	64.581	437
64.606	321	64.632	448
64.656	318	64.682	459
64.708	318	64.733	470
64.758	322	64.783	479
64.809	331	64.835	489
64.859	343	64.885	498
64.910	360	64.936	502
64.961	377	64.986	508
65.012	397	65.037	509
65.062	416	65.088	510
65.113	436	65.139	505
65.163	453	65.189	502
65.215	468	65.240	493
65.265	478	65.290	487
65.316	486	65.342	477
65.366	489	65.392	467
65.417	488	65.443	458
65.467	482	65.493	449
65.519	472	65.544	440
65.569	459	65.594	434
65.620	442	65.646	431
65.670	424	65.696	426
65.721	405	65.747	426
65.772	384	65.797	426
65.823	366	65.848	430
65.873	348	65.899	433
65.924	335	65.950	440
65.974	324	66.000	446
66.026	318	66.051	455
66.076	316	66.101	463
66.127	319	66.153	471
66.177	325	66.203	479
66.228	337	66.254	486
66.279	350	66.304	492
66.330	368	66.355	496
66.380	387	66.405	500
66.431	407	66.457	499
66.481	426	66.507	499
66.532	446	66.558	495
66.583	462	66.608	492
66.634	474	66.659	484
66.684	483	66.710	479
66.735	489	66.761	470
66.785	490	66.811	464
66.837	486	66.862	457
66.887	478	66.912	450
66.938	466	66.964	444
66.988	451	67.014	440
67.039	433	67.065	437
67.090	414	67.115	435
67.141	394	67.166	436
67.191	374	67.216	436
67.242	357	67.268	440
67.292	341	67.318	442
67.343	329	67.369	448
67.394	320	67.419	453
67.445	315	67.470	460
67.496	317	67.521	466
67.546	322	67.572	473
67.597	331	67.622	477
67.648	344	67.673	482
67.699	359	67.723	486
67.749	377	67.775	489
67.800	397	67.825	490
67.850	417	67.876	489
67.902	436	67.926	489
67.952	454	67.977	485
68.003	467	68.027	482
68.053	479	68.079	476
68.104	486	68.129	473
68.154	489	68.180	466
68.206	488	68.230	462
68.256	481	68.281	457
68.307	472	68.332	454
68.357	458	68.383	449
68.408	442	68.433	447
68.459	423	68.484	445
68.510	404	68.534	444
68.560	384	68.586	445
68.611	365	68.636	446
68.661	348	68.687	449
68.713	335	68.737	452
68.763	325	68.788	456
68.814	319	68.839	458
68.864	316	68.890	464
68.915	320	68.940	466
68.965	327	68.991	471
69.017	338	69.041	473
69.067	352	69.092	477
69.118	369	69.143	478
69.168	389	69.194	480
69.219	407	69.244	480
69.270	427	69.295	479
69.321	444	69.345	479
69.371	459	69.397	477
69.422	473	69.447	475
69.472	483	69.498	471
69.524	487	69.548	469
69.574	488	69.599	464
69.625	484	69.650	463
69.675	476	69.701	459
69.726	465	69.751	458
69.776	449	69.802	456
69.828	433	69.852	455
69.878	412	69.903	454
69.929	394	69.954	454
69.979	374	70.005	455
70.030	358	70.055	455
70.081	342	70.106	457
70.132	331	70.156	458
70.182	323	70.208	460
70.233	319	70.258	462
70.283	319	70.309	464
70.335	325	70.359	465
70.385	333	70.410	468
70.436	346	70.461	468
70.486	362	70.512	470
70.537	380	70.563	471
70.587	399	70.613	471
70.639	418	70.664	471
70.689	436	70.714	471
70.740	452	70.766	470
70.790	467	70.816	468
70.841	476	70.867	469
70.892	484	70.917	467
70.943	486	70.968	468
70.993	485	71.019	466
71.044	478	71.070	465
71.094	469	71.120	464
71.146	455	71.171	464
71.196	439	71.221	462
71.247	423	71.273	463
71.297	403	71.323	463
71.348	385	71.374	462
71.399	366	71.424	462
71.450	352	71.475	463
71.500	338	71.525	464
71.551	329	71.577	462
71.601	323	71.627	464
71.652	321	71.678	462
71.703	323	71.728	463
71.754	331	71.779	462
71.804	342	71.830	463
71.855	356	71.881	461
71.905	371	71.931	463
71.957	391	71.982	462
72.007	409	72.032	463
72.058	426	72.084	463
72.108	444	72.134	464
72.159	458	72.185	465
72.210	469	72.235	465
72.261	478	72.286	467
72.311	483	72.336	468
72.362	483	72.388	468
72.412	479	72.438	469
72.463	472	72.489	470
72.514	460	72.539	469
72.565	446	72.590	470
72.615	429	72.641	469
72.666	413	72.692	470
72.716	393	72.742	469
72.768	376	72.793	469
72.818	359	72.843	468
72.869	347	72.895	466
72.919	335	72.945	464
72.970	327	72.996	463
73.021	324	73.046	463
73.072	326	73.097	461
73.122	330	73.147	459
73.173	339	73.199	457
73.223	351	73.249	457
73.274	366	73.300	455
73.325	383	73.350	457
73.376	400	73.401	456
73.426	418	73.452	457
73.477	435	73.503	458
73.527	450	73.553	460
73.579	462	73.604	462
73.629	472	73.654	464
73.680	477	73.706	466
73.730	480	73.756	468
73.781	478	73.807	471
73.832	472	73.857	473
73.883	463	73.908	476
73.933	451	73.959	476
73.984	436	74.010	478
74.034	419	74.060	477
74.085	401	74.111	477
74.136	386	74.161	475
74.187	369	74.212	474
74.238	354	74.263	472
74.288	342	74.314	469
74.339	334	74.364	465
74.390	329	74.415	463
74.441	328	74.465	460
74.491	332	74.517	456
74.542	337	74.567	455
74.592	347	74.618	451
74.644	360	74.668	451
74.694	376	74.719	448
74.745	392	74.770	450
74.795	409	74.821	449
74.846	426	74.871	451
74.896	441	74.922	453
74.948	455	74.972	457
74.998	465	75.023	460
75.049	472	75.074	464
75.099	475	75.125	468
75.150	475	75.175	471
75.201	472	75.226	477
75.252	465	75.276	478
75.302	453	75.328	482
75.353	441	75.378	482
75.403	426	75.429	485
75.455	410	75.479	482
75.505	393	75.530	482
75.556	378	75.581	478
75.606	364	75.632	477
75.657	351	75.682	472
75.707	342	75.733	469
75.759	335	75.783	464
75.809	333	75.834	460
75.860	333	75.885	455
75.910	338	75.936	451
75.961	346	75.986	450
76.012	357	76.037	445
76.063	370	76.087	444
76.113	385	76.139	443
76.164	401	76.189	445
76.214	417	76.240	445
76.266	432	76.290	449
76.316	445	76.341	451
76.367	457	76.392	456
76.417	466	76.443	460
76.468	471	76.493	466
76.519	471	76.544	471
76.570	470	76.594	477
76.620	464	76.645	480
76.671	456	76.696	484
76.721	444	76.747	488
76.772	432	76.797	488
76.823	416	76.848	490
76.874	402	76.898	487
76.924	386	76.950	487
76.975	372	77.000	482
77.025	359	77.051	478
77.077	349	77.101	472
77.127	343	77.152	468
77.178	338	77.203	461
77.228	336	77.254	456
77.279	340	77.305	450
77.330	347	77.355	446
77.381	355	77.406	442
77.431	367	77.456	438
77.482	379	77.508	440
77.532	395	77.558	439
77.583	409	77.609	439
77.634	423	77.659	442
77.685	436	77.710	447
77.735	448	77.761	451
77.786	457	77.812	457
77.836	464	77.862	463
77.888	466	77.913	470
77.938	466	77.963	476
77.989	462	78.015	481
78.039	456	78.065	487
78.090	448	78.116	491
78.141	435	78.166	494
78.192	423	78.217	493
78.242	408	78.267	495
78.293	394	78.319	491
78.343	380	78.369	489
78.394	368	78.420	483
78.445	357	78.470	479
78.496	350	78.521	471
78.546	344	78.572	466
78.597	342	78.623	457
78.647	344	78.673	451
78.699	348	78.724	445
78.749	355	78.774	440
78.800	365	78.826	437
78.850	376	78.876	435
78.901	389	78.927	434
78.952	403	78.977	434
79.003	415	79.028	438
79.053	429	79.079	440
79.104	440	79.130	447
79.154	450	79.180	451
79.205	457	79.231	461
79.256	461	79.281	466
79.307	462	79.332	474
79.357	460	79.383	480
79.408	455	79.434	488
79.458	448	79.484	493
79.510	438	79.535	496
79.560	426	79.585	498
79.611	414	79.637	499
79.661	401	79.687	497
79.712	389	79.738	494
79.763	376	79.788	489
79.814	366	79.839	483
79.864	357	79.890	478
79.915	352	79.941	468
79.965	348	79.991	462
80.016	348	80.042	452
80.067	351	80.092	446
80.118	357	80.143	439
80.168	363	80.194	434
80.219	373	80.245	431
80.269	384	80.295	429
80.321	396	80.346	429
80.371	409	80.396	431
80.422	421	80.448	437
80.472	432	80.498	440
80.523	441	80.549	447
80.574	448	80.599	454
80.625	454	80.650	464
80.675	456	80.701	470
80.726	455	80.752	481
80.776	452	80.802	486
80.827	447	80.853	493
80.878	439	80.903	497
80.929	429	80.954	501
80.979	418	81.005	496
81.030	412	81.056	502
81.080	425	81.106	500
81.132	391	81.157	495
81.182	373	81.207	491
81.233	365	81.259	481
81.283	359	81.309	474
81.334	355	81.360	464
81.385	353	81.410	457
81.436	355	81.461	446
81.486	358	81.512	441
81.537	364	81.563	433
81.587	373	81.613	430
81.639	381	81.664	426
81.689	393	81.714	426
81.740	404	81.765	426
81.790	415	81.816	430
81.841	425	81.867	436
81.891	433	81.917	441
81.943	440	81.968	450
81.993	446	82.018	458
82.044	449	82.070	467
82.094	450	82.120	475
82.145	448	82.171	484
82.196	444	82.221	491
82.247	438	82.272	498
82.297	430	82.323	502
82.348	421	82.374	505
82.398	412	82.424	505
82.450	401	82.475	504
82.500	391	82.525	500
82.551	381	82.576	495
82.601	373	82.627	488
82.652	367	82.678	478
82.702	363	82.728	470
82.754	360	82.779	460
82.804	360	82.829	451
82.855	362	82.881	441
82.905	367	82.931	435
82.956	372	82.982	428
83.007	380	83.032	425
83.058	389	83.083	421
83.108	399	83.134	423
83.159	408	83.185	425
83.209	418	83.235	430
83.261	426	83.286	436
83.311	433	83.336	444
83.362	439	83.387	453
83.412	443	83.438	462
83.463	443	83.489	473
83.513	443	83.539	481
83.565	440	83.590	491
83.615	437	83.640	497
83.666	430	83.692	503
83.716	423	83.742	506
83.767	414	83.793	509
83.818	405	83.843	506
83.869	398	83.894	504
83.919	388	83.945	499
83.970	381	83.996	492
84.020	374	84.046	484
84.072	370	84.097	474
84.122	367	84.147	465
84.173	367	84.199	454
84.223	367	84.249	445
84.274	370	84.300	436
84.324	375	84.350	430
84.376	381	84.401	423
84.426	388	84.451	421
84.477	396	84.503	420
84.527	404	84.553	421
84.578	412	84.604	425
84.629	420	84.654	431
84.680	426	84.705	439
84.730	432	84.756	447
84.781	435	84.807	457
84.831	437	84.857	467
84.883	437	84.908	480
84.933	435	84.958	487
