#Creator: pendulumviewEventBuffer
#Creation time: Mon Feb 20 15:58:46 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.509	568	57.534	632
57.560	565	57.585	631
57.610	562	57.635	621
57.661	542	57.687	611
57.711	530	57.737	595
57.762	498	57.788	580
57.813	476	57.838	557
57.864	439	57.889	534
57.914	406	57.940	506
57.965	375	57.991	490
58.015	345	58.041	470
58.067	319	58.092	455
58.117	298	58.142	436
58.168	290	58.194	428
58.218	281	58.244	416
58.269	289	58.295	423
58.320	289	58.345	423
58.371	303	58.396	436
58.421	331	58.446	454
58.472	358	58.498	474
58.522	383	58.548	493
58.573	416	58.599	521
58.624	443	58.649	541
58.675	479	58.700	558
58.725	499	58.751	590
58.776	529	58.802	606
58.826	543	58.852	616
58.878	558	58.903	620
58.928	563	58.953	631
58.979	561	59.005	630
59.029	550	59.055	618
59.080	531	59.106	613
59.131	514	59.156	603
59.182	488	59.207	582
59.232	461	59.258	560
59.283	423	59.309	537
59.333	395	59.359	510
59.384	374	59.410	484
59.435	340	59.460	473
59.486	325	59.511	449
59.536	298	59.562	439
59.587	289	59.613	426
59.637	288	59.663	423
59.689	289	59.714	423
59.739	304	59.764	427
59.790	309	59.816	443
59.840	341	59.866	452
59.891	369	59.917	469
59.942	400	59.967	488
59.993	423	60.018	519
60.043	460	60.069	541
60.094	481	60.120	566
60.144	509	60.170	584
60.195	526	60.221	596
60.246	544	60.271	621
60.297	553	60.322	629
60.347	561	60.373	632
60.398	555	60.424	639
60.448	547	60.474	621
60.500	534	60.525	615
60.550	508	60.575	609
60.601	477	60.627	576
60.651	450	60.677	562
60.702	422	60.728	535
60.753	399	60.778	515
60.804	371	60.829	492
60.854	342	60.880	469
60.905	319	60.931	448
60.955	299	60.981	437
61.006	289	61.032	430
61.057	289	61.082	421
61.108	297	61.133	422
61.158	305	61.184	413
61.209	324	61.235	438
61.259	347	61.285	451
61.311	365	61.336	472
61.361	395	61.386	495
61.412	433	61.438	520
61.462	459	61.488	541
61.513	489	61.539	562
61.564	515	61.589	585
61.615	530	61.640	604
61.665	543	61.691	615
61.716	554	61.742	633
61.766	557	61.792	637
61.818	549	61.843	633
61.868	535	61.893	621
61.919	525	61.944	622
61.969	494	61.995	602
62.020	480	62.046	575
62.070	443	62.096	558
62.122	413	62.147	538
62.172	383	62.197	513
62.223	363	62.249	489
62.273	345	62.299	467
62.324	315	62.350	448
62.375	306	62.400	429
62.426	289	62.451	420
62.476	301	62.502	418
62.527	299	62.553	421
62.577	313	62.603	426
62.629	331	62.654	432
62.679	351	62.704	446
62.730	373	62.755	471
62.780	413	62.806	484
62.831	429	62.857	514
62.881	463	62.907	536
62.933	487	62.958	561
62.983	507	63.008	584
63.034	530	63.060	602
63.084	536	63.110	617
63.135	547	63.161	622
63.186	554	63.211	633
63.237	538	63.262	634
63.287	533	63.313	627
63.338	513	63.364	621
63.388	492	63.414	602
63.440	464	63.465	585
63.490	443	63.515	554
63.541	408	63.566	540
63.591	391	63.617	509
63.642	361	63.668	492
63.692	339	63.718	468
63.744	314	63.769	445
63.794	313	63.819	433
63.845	304	63.871	422
63.895	301	63.921	415
63.946	305	63.972	424
63.997	322	64.022	420
64.048	341	64.073	436
64.098	363	64.124	452
64.149	388	64.175	476
64.199	409	64.225	492
64.251	445	64.276	510
64.301	467	64.326	543
64.352	483	64.378	562
64.402	503	64.428	589
64.453	525	64.479	606
64.503	530	64.529	620
64.555	540	64.580	627
64.605	542	64.630	641
64.656	527	64.682	640
64.706	526	64.732	631
64.757	503	64.783	612
64.808	488	64.833	603
64.859	462	64.884	592
64.909	435	64.935	555
64.960	413	64.986	535
65.010	388	65.036	514
65.062	365	65.087	484
65.112	336	65.137	463
65.163	327	65.189	442
65.213	309	65.239	431
65.264	317	65.290	421
65.314	316	65.340	417
65.366	317	65.391	411
65.416	323	65.441	427
65.467	350	65.493	437
65.517	365	65.543	451
65.568	394	65.594	479
65.619	419	65.644	488
65.670	441	65.695	520
65.720	474	65.746	544
65.771	484	65.797	564
65.821	509	65.847	593
65.873	528	65.898	606
65.923	531	65.948	624
65.974	531	66.000	635
66.024	532	66.050	635
66.075	527	66.101	630
66.125	516	66.151	634
66.177	505	66.202	620
66.227	475	66.252	606
66.278	458	66.304	580
66.328	429	66.354	559
66.379	405	66.405	524
66.430	380	66.455	507
66.481	359	66.506	476
66.531	345	66.557	456
66.582	331	66.608	444
66.632	315	66.658	432
66.684	316	66.709	419
66.734	326	66.759	417
66.785	319	66.811	420
66.835	338	66.861	421
66.886	357	66.912	441
66.936	371	66.962	455
66.988	399	67.013	470
67.039	424	67.063	497
67.089	447	67.115	521
67.140	468	67.165	548
67.190	493	67.216	567
67.242	505	67.266	589
67.292	517	67.317	608
67.343	529	67.368	625
67.393	529	67.419	634
67.444	523	67.469	639
67.495	525	67.520	632
67.546	503	67.570	632
67.596	490	67.622	623
67.647	476	67.672	595
