#Creator: pendulumviewEventBuffer
#Creation time: Mon Feb 20 15:13:37 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
38.956	378	38.982	474
39.006	353	39.032	474
39.057	337	39.083	475
39.108	324	39.133	475
39.159	321	39.184	475
39.209	322	39.235	477
39.260	335	39.286	476
39.310	349	39.336	478
39.362	372	39.387	476
39.412	399	39.437	479
39.463	429	39.489	477
39.513	461	39.539	479
39.564	492	39.590	477
39.614	523	39.640	479
39.666	549	39.691	479
39.716	572	39.741	479
39.767	589	39.793	478
39.817	601	39.843	478
39.868	604	39.894	480
39.919	602	39.944	479
39.970	591	39.995	479
40.021	575	40.046	477
40.071	552	40.097	479
40.122	527	40.147	475
40.173	496	40.198	477
40.224	464	40.248	474
40.274	435	40.300	476
40.325	404	40.350	474
40.375	376	40.401	475
40.427	354	40.451	475
40.477	338	40.502	476
40.528	326	40.552	474
40.578	323	40.604	476
40.629	326	40.654	476
40.679	337	40.705	476
40.731	353	40.755	477
40.781	376	40.806	477
40.832	402	40.857	478
40.882	432	40.908	477
40.933	463	40.958	479
40.984	495	41.009	477
41.035	525	41.059	479
41.085	551	41.111	478
41.136	573	41.161	479
41.186	589	41.212	479
41.238	600	41.262	479
41.288	601	41.313	479
41.339	599	41.363	477
41.389	587	41.415	478
41.440	570	41.465	478
41.490	548	41.516	478
41.542	523	41.566	476
41.592	491	41.617	476
41.643	461	41.668	475
41.693	431	41.719	475
41.744	401	41.769	474
41.795	376	41.820	475
41.846	353	41.870	473
41.896	338	41.922	475
41.947	328	41.972	475
41.997	326	42.023	475
42.049	328	42.073	476
42.099	340	42.124	477
42.150	356	42.174	480
42.200	379	42.226	477
42.251	406	42.276	478
42.301	435	42.327	477
42.353	466	42.377	479
42.403	497	42.428	477
42.454	526	42.479	478
42.504	550	42.530	478
42.555	572	42.580	478
42.606	587	42.631	478
42.657	598	42.681	478
42.707	600	42.733	478
42.758	596	42.783	478
42.808	585	42.834	478
42.860	568	42.884	478
42.910	544	42.935	476
42.961	518	42.985	476
43.011	489	43.037	477
43.062	459	43.088	475
43.112	428	43.138	475
43.164	400	43.189	474
43.214	375	43.239	476
43.265	355	43.291	475
43.315	340	43.341	476
43.366	330	43.392	477
43.417	328	43.442	476
43.468	331	43.493	476
43.518	344	43.544	477
43.569	360	43.595	478
43.619	383	43.645	477
43.671	410	43.696	478
43.721	439	43.746	477
43.772	469	43.798	480
43.822	499	43.848	476
43.873	527	43.899	479
43.923	552	43.949	477
43.975	574	44.000	478
44.025	586	44.050	476
44.076	596	44.102	479
44.126	598	44.152	477
44.177	594	44.203	477
44.228	580	44.253	477
44.279	564	44.304	477
44.329	541	44.355	478
44.380	516	44.406	477
44.430	486	44.456	477
44.482	455	44.507	477
44.532	427	44.557	477
44.583	399	44.609	475
44.633	375	44.659	477
44.684	354	44.710	475
44.734	339	44.760	477
44.786	331	44.811	477
44.836	331	44.861	478
44.887	335	44.913	477
44.937	347	44.963	477
44.988	364	45.014	478
45.039	387	45.064	477
45.090	413	45.115	479
45.140	443	45.166	476
45.191	471	45.217	478
45.241	502	45.267	477
45.293	528	45.318	478
45.343	553	45.368	477
45.394	572	45.420	477
45.444	585	45.470	477
45.495	596	45.521	478
45.545	595	45.571	477
45.597	590	45.622	478
45.647	578	45.672	477
45.698	561	45.724	476
45.748	537	45.774	477
45.799	512	45.825	476
45.850	482	45.875	478
