#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 15:26:34 2017
#Time	Pos
#[s]	[au]
0.051	471
0.101	471
0.151	457
0.201	448
0.251	435
0.301	412
0.352	409
0.402	395
0.452	378
0.502	377
0.552	374
0.602	366
0.653	368
0.703	365
0.753	377
0.803	386
0.853	392
0.905	410
0.955	419
1.005	436
1.055	450
1.105	450
1.155	474
1.206	481
1.256	480
1.306	491
1.356	479
1.406	487
1.456	480
1.507	460
1.557	460
1.607	446
1.657	427
1.707	419
1.758	399
1.809	392
1.859	382
1.909	367
1.959	368
2.009	366
2.060	360
2.110	371
2.160	369
2.210	388
2.260	398
2.310	405
2.361	426
2.411	439
2.461	446
2.511	466
2.561	463
2.612	485
2.663	490
2.713	480
2.763	491
2.813	485
2.863	474
2.914	470
2.964	443
3.014	444
3.064	429
3.114	405
3.165	402
3.215	390
3.265	375
3.315	372
3.365	361
3.415	366
3.466	367
3.516	365
3.567	380
3.617	389
3.667	397
3.717	415
3.768	418
3.818	443
3.868	456
3.918	457
3.968	478
4.019	483
4.069	486
4.119	492
4.169	476
4.219	484
4.269	476
4.320	457
4.370	454
4.420	439
4.471	423
4.521	413
4.571	393
4.622	389
4.672	380
4.722	365
4.772	369
4.822	367
4.873	366
4.923	376
4.973	375
5.023	393
5.073	404
5.123	410
5.174	432
5.224	442
5.274	454
5.324	469
5.375	464
5.426	485
5.476	488
5.526	478
5.576	487
5.626	477
5.676	470
5.727	463
5.777	439
5.827	438
5.877	424
5.927	403
5.977	400
6.028	388
6.078	377
6.128	374
6.178	364
6.228	371
6.280	373
6.330	373
6.380	386
6.430	395
6.480	404
6.530	420
6.581	422
6.631	446
6.681	457
6.731	458
6.781	477
6.831	476
6.882	484
6.932	486
6.982	472
7.032	477
7.082	469
7.133	451
7.184	449
7.234	433
7.284	422
7.334	412
7.384	392
7.435	392
7.485	383
7.535	371
7.585	375
7.635	378
7.685	376
7.736	383
7.786	384
7.836	400
7.886	410
7.936	416
7.987	434
8.037	438
8.088	456
8.138	465
8.188	461
8.238	478
8.289	479
8.339	472
8.389	478
8.439	463
8.489	465
8.539	456
8.590	435
8.640	435
8.690	423
8.740	407
8.790	403
8.841	387
8.891	388
8.941	382
8.992	372
9.042	380
9.092	382
9.143	381
9.193	394
9.243	395
9.293	412
9.343	422
9.394	425
9.444	443
9.494	451
9.544	455
9.594	468
9.644	457
9.695	476
9.745	475
9.795	461
9.845	469
9.896	461
9.946	448
9.997	446
10.047	426
10.097	426
10.147	416
10.197	398
10.248	399
10.298	391
10.348	382
10.398	385
10.448	377
10.498	386
10.549	390
10.599	389
10.649	403
10.699	410
10.749	416
10.800	430
10.851	429
10.901	448
10.951	456
11.001	452
11.051	468
11.102	466
11.152	467
11.202	471
11.252	455
11.302	462
11.352	455
11.403	437
11.453	438
11.503	427
11.553	416
11.603	412
11.653	393
11.705	397
11.755	392
11.805	382
11.855	388
11.905	389
11.956	388
12.006	396
12.056	394
12.106	410
12.156	417
12.206	419
12.257	435
12.307	441
12.357	449
12.407	458
12.457	452
12.507	467
12.558	468
12.609	458
12.659	466
12.709	459
12.759	454
12.810	450
12.860	432
12.910	433
12.960	424
13.010	408
13.060	408
13.111	402
13.161	393
13.211	392
13.261	383
13.311	390
13.362	391
13.412	388
13.462	400
13.513	407
13.563	411
13.613	422
13.664	420
13.714	440
13.764	446
13.814	446
13.864	460
13.914	455
13.965	467
14.015	469
14.065	456
14.115	465
14.165	459
14.216	447
14.266	446
14.316	433
14.366	428
14.417	420
14.467	405
14.518	405
14.568	398
14.618	388
14.668	390
14.718	383
14.768	388
14.819	392
14.869	388
14.919	402
14.969	408
15.019	411
15.070	427
15.120	427
15.170	444
15.220	452
15.270	448
15.321	465
15.372	468
15.422	464
15.472	470
15.522	459
15.572	464
15.622	458
15.673	440
15.723	443
15.773	431
15.823	417
15.873	415
15.924	399
15.974	399
16.024	393
16.074	380
16.124	386
16.175	385
16.226	381
16.276	392
16.326	387
16.376	405
16.426	414
16.477	413
16.527	433
16.577	441
16.627	445
16.677	459
16.727	453
16.778	471
16.828	473
16.878	462
16.928	473
16.978	466
17.028	456
17.080	455
17.130	434
17.180	436
17.230	426
17.280	407
17.331	406
17.381	397
17.431	385
17.481	386
17.531	374
17.581	383
17.632	384
17.682	380
17.732	394
17.782	399
17.832	406
17.882	420
17.933	420
17.984	442
18.034	451
18.084	450
18.134	468
18.185	471
18.235	472
18.285	478
18.335	462
18.385	472
18.435	465
18.486	448
18.536	449
18.586	435
18.636	424
18.686	416
18.736	396
18.787	397
18.837	389
18.888	375
18.938	380
18.988	378
19.039	376
19.089	384
19.139	383
19.189	398
19.239	408
19.289	410
19.340	431
19.390	439
19.440	450
19.490	463
19.540	459
19.590	477
19.641	479
19.691	470
19.741	479
19.792	471
19.842	466
19.893	461
19.943	438
19.993	440
20.043	427
20.093	406
20.143	404
20.194	393
20.244	380
20.294	380
20.344	368
20.394	375
20.445	376
20.495	376
20.545	387
20.595	397
20.645	405
20.696	419
20.747	421
20.797	444
20.847	453
20.897	457
20.947	474
20.997	469
21.048	483
21.098	485
21.148	471
21.198	478
21.248	469
21.299	454
21.349	451
21.399	431
21.449	426
21.499	414
21.549	392
