#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 18:02:05 2017
#Time	Pos
#[s]	[au]
0.050	411
0.100	417
0.150	416
0.201	432
0.251	437
0.301	443
0.352	452
0.402	444
0.452	463
0.503	464
0.553	454
0.603	466
0.653	460
0.703	457
0.753	456
0.804	437
0.854	445
0.904	437
0.954	422
1.004	425
1.055	417
1.105	410
1.155	410
1.205	398
1.256	405
1.306	405
1.357	399
1.407	409
1.457	410
1.507	412
1.557	420
1.607	414
1.658	431
1.708	436
1.758	433
1.808	447
1.858	446
1.909	453
1.959	456
2.009	447
2.059	458
2.109	455
2.160	446
2.211	452
2.261	444
2.311	442
2.361	439
2.411	423
2.461	430
2.512	425
2.562	413
2.612	418
2.662	413
2.712	412
2.763	413
2.813	406
2.863	414
2.913	415
2.963	411
3.013	421
3.065	421
3.115	427
3.165	432
3.215	425
3.265	440
3.316	443
3.366	438
3.416	449
3.466	443
3.516	452
3.566	453
3.617	441
3.667	451
3.717	448
3.767	440
3.817	443
3.867	431
3.918	436
3.969	432
4.019	419
4.069	426
4.119	422
4.170	413
4.220	418
4.270	407
4.320	415
4.370	415
4.420	408
4.471	417
4.521	418
4.571	416
4.621	425
4.671	416
4.721	433
4.772	436
4.822	429
4.873	444
4.923	446
4.973	445
5.024	452
5.074	443
5.124	454
5.174	453
5.224	441
5.274	450
5.325	445
5.375	437
5.425	439
5.475	423
5.525	430
5.575	425
5.626	413
5.676	418
5.727	413
5.777	406
5.827	410
5.878	402
5.928	410
5.978	412
6.028	405
6.078	418
6.128	421
6.179	422
6.229	432
6.279	425
6.329	443
6.379	447
6.429	442
6.480	456
6.530	455
6.580	455
6.631	460
6.681	445
6.732	457
6.782	454
6.832	441
6.882	444
6.932	437
6.982	428
7.033	427
7.083	409
7.133	416
7.183	411
7.233	400
7.284	405
7.334	403
7.384	400
7.434	406
7.484	400
7.535	412
7.586	416
7.636	415
7.686	429
7.736	434
7.786	438
7.836	448
7.887	440
7.937	459
7.987	462
8.037	452
8.087	465
8.138	461
8.188	459
8.238	458
8.288	443
8.338	448
8.388	441
8.440	425
8.490	428
8.540	419
8.590	410
8.640	410
8.690	396
8.741	402
8.791	400
8.841	392
8.891	402
8.941	403
8.992	403
9.042	414
9.092	409
9.142	427
