#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 18:02:05 2017
#Time	Pos
#[s]	[au]
0.050	414
0.100	403
0.150	413
0.200	413
0.251	408
0.301	417
0.351	417
0.401	423
0.451	426
0.501	422
0.553	435
0.603	439
0.653	436
0.703	447
0.753	443
0.804	452
0.854	453
0.904	443
0.954	454
1.004	452
1.054	442
1.105	448
1.155	438
1.205	440
1.255	436
1.305	420
1.355	427
1.406	422
1.457	413
1.507	416
1.557	407
1.607	411
1.658	410
1.708	402
1.758	412
1.808	413
1.858	410
1.908	420
1.959	413
2.009	429
2.059	433
2.109	427
2.159	443
2.209	446
2.260	445
2.310	454
2.361	442
2.411	457
2.461	456
2.512	446
2.562	454
2.612	448
2.662	442
2.712	442
2.762	428
2.813	433
2.863	427
2.913	413
2.963	418
3.013	413
3.064	406
3.114	408
3.164	398
3.214	408
3.265	409
3.315	402
3.366	414
3.416	417
3.466	418
3.516	428
3.566	422
3.616	439
3.667	444
3.717	438
3.767	453
3.817	454
3.867	454
3.918	460
3.968	447
4.018	458
4.068	455
4.118	441
4.169	448
4.220	440
4.270	433
4.320	432
4.370	415
4.420	420
4.470	415
4.521	403
4.571	408
4.621	405
4.671	401
4.721	406
4.772	399
4.822	410
4.872	413
4.922	410
4.972	424
5.022	428
5.074	433
5.124	442
5.174	434
5.224	452
5.274	455
5.325	450
5.375	460
5.425	457
5.475	458
5.525	459
5.575	444
5.626	451
5.676	445
5.726	432
5.776	435
5.826	426
5.876	420
5.927	417
5.978	403
6.028	408
6.078	406
6.128	398
6.179	404
6.229	403
6.279	406
6.329	411
6.379	409
6.429	421
6.480	426
6.530	424
6.580	438
6.630	443
6.680	449
6.730	454
6.781	445
6.831	460
6.882	460
6.932	453
6.982	460
7.033	454
7.083	452
7.133	448
7.183	433
7.233	438
7.283	431
7.334	419
7.384	421
7.434	415
7.484	411
7.534	408
7.584	397
7.635	406
7.685	406
7.736	401
7.786	411
7.836	412
7.887	418
7.937	424
7.987	419
8.037	434
8.087	438
8.137	439
8.188	449
8.238	445
8.288	455
8.338	458
8.388	447
8.438	458
8.489	455
8.539	448
8.589	450
8.640	439
8.690	441
8.741	437
8.791	420
8.841	426
8.891	421
8.941	412
8.991	415
9.042	403
9.092	411
9.142	410
9.192	403
9.242	412
9.293	413
9.343	413
9.393	420
9.443	413
9.493	429
9.544	433
9.595	428
9.645	442
9.695	444
9.745	443
9.795	451
9.845	439
9.896	453
9.946	453
9.996	442
10.046	451
10.096	447
10.147	440
10.197	442
10.247	425
10.297	434
10.347	430
10.397	416
10.449	423
10.499	419
10.549	412
10.599	416
10.649	404
10.699	414
10.750	414
10.800	409
10.850	417
10.900	419
10.950	418
11.001	426
11.051	418
11.101	433
11.151	436
11.201	429
11.251	443
11.302	444
11.353	444
11.403	450
11.453	438
11.503	451
11.553	450
11.604	439
11.654	447
11.704	443
11.754	438
11.804	440
11.855	424
11.905	432
11.955	428
12.005	416
12.055	422
12.105	418
12.156	413
12.206	416
12.257	405
12.307	415
12.357	415
12.408	410
12.458	419
12.508	419
12.558	421
12.608	427
12.658	420
12.709	436
12.759	439
12.809	434
12.859	447
12.909	445
12.959	448
13.010	453
13.060	441
13.110	453
13.161	452
13.211	441
13.262	448
13.312	441
13.362	436
13.412	437
13.462	419
13.512	427
13.563	423
13.613	410
13.663	416
13.713	411
13.763	409
13.813	411
13.864	402
13.914	412
13.964	413
14.014	409
14.065	419
14.116	425
14.166	427
14.216	433
14.266	429
14.316	443
14.366	445
14.417	443
14.467	454
14.517	447
14.567	457
14.617	458
14.667	445
14.718	454
14.768	451
14.818	438
14.868	443
14.918	431
14.970	432
15.020	427
15.070	414
15.120	418
15.170	414
15.220	405
15.271	409
15.321	406
15.371	408
15.421	409
15.471	402
15.521	415
15.572	417
15.622	417
15.672	427
15.722	423
15.772	439
15.823	444
15.874	438
15.924	452
15.974	454
16.024	450
16.074	459
16.125	447
16.175	457
16.225	455
16.275	440
16.325	447
16.376	442
16.426	432
16.476	432
16.526	416
16.576	422
16.626	417
16.677	405
16.728	410
16.778	408
16.828	401
16.878	409
16.928	401
16.979	412
17.029	415
17.079	409
17.129	423
17.179	427
17.230	428
17.280	438
17.330	433
17.380	448
17.430	451
17.480	444
17.531	457
17.581	455
17.632	452
17.682	456
17.732	441
17.782	450
17.833	446
17.883	434
17.933	438
17.983	431
18.033	424
18.084	424
18.134	408
18.184	416
18.234	413
18.284	404
18.334	411
18.385	409
18.435	408
18.485	414
18.536	406
18.586	419
18.637	423
18.687	419
18.737	432
18.787	433
18.837	436
18.887	443
18.938	435
18.988	450
19.038	451
19.088	444
19.138	453
19.188	450
19.239	448
19.289	450
19.339	435
19.389	444
19.440	440
19.491	426
19.541	432
19.591	426
19.641	420
19.691	422
19.741	408
19.792	416
19.842	415
19.892	406
19.942	414
19.992	413
20.042	412
20.093	418
20.143	413
20.193	424
20.243	427
20.293	423
20.345	435
20.395	436
20.445	438
20.495	445
20.545	435
20.595	450
20.646	451
20.696	444
20.746	452
20.796	447
20.846	448
20.896	447
20.947	433
20.997	441
21.047	436
21.097	425
21.147	430
21.198	423
21.249	421
21.299	419
21.349	406
21.399	415
21.449	413
21.500	408
21.550	414
21.600	414
21.650	416
21.700	420
21.750	413
21.801	426
21.851	429
21.901	428
21.951	439
22.001	436
22.052	446
22.102	449
22.153	439
22.203	453
22.253	453
22.303	448
22.354	452
22.404	443
22.454	448
22.504	445
22.554	429
22.605	437
22.655	431
22.705	421
22.755	424
22.805	411
22.855	418
22.906	414
22.956	402
23.006	411
23.057	410
23.107	406
23.157	414
23.208	407
23.258	419
23.308	423
23.358	419
23.408	432
23.459	435
23.509	436
23.559	446
23.609	436
23.659	453
23.709	455
23.760	445
23.810	457
23.860	453
23.910	449
23.961	452
24.011	436
24.062	444
24.112	439
24.162	425
24.212	430
24.262	423
24.313	416
24.363	416
24.413	403
24.463	411
24.513	409
24.563	400
24.614	410
24.664	410
24.714	409
24.764	417
24.814	411
24.865	426
24.916	430
24.966	428
25.016	441
25.066	443
25.116	445
25.167	452
25.217	441
25.267	456
25.317	457
25.367	448
25.417	455
25.468	450
25.518	445
25.568	445
25.618	428
25.668	436
25.718	431
25.770	418
25.820	422
25.870	415
25.920	410
25.970	412
26.021	400
26.071	409
26.121	410
26.171	402
26.221	414
26.271	415
26.322	418
26.372	425
26.422	420
26.472	434
26.522	438
26.573	433
26.623	447
26.674	447
26.724	450
26.774	455
26.824	443
26.875	456
26.925	453
26.975	443
27.025	449
27.075	443
27.125	439
27.176	437
27.226	424
27.276	428
27.326	424
27.376	412
27.427	417
27.477	412
27.528	409
27.578	411
27.628	403
27.678	412
27.729	414
27.779	409
27.829	420
27.879	421
27.929	425
27.979	432
28.030	426
28.080	440
28.130	443
28.180	438
28.230	450
28.281	446
28.331	453
28.381	454
28.432	440
28.482	452
28.532	449
28.583	440
28.633	444
28.683	435
28.733	436
28.783	432
28.833	419
28.884	424
28.934	420
28.984	411
29.034	415
29.084	411
29.135	413
29.185	413
29.235	404
29.285	415
29.336	417
29.386	414
29.437	424
29.487	423
29.537	431
29.587	436
29.637	429
29.688	443
29.738	446
29.788	444
29.838	451
29.888	439
29.938	454
29.989	453
30.039	441
30.089	450
30.139	446
30.189	440
30.240	441
30.291	425
30.341	432
30.391	428
30.441	413
30.491	421
30.542	416
30.592	410
30.642	413
30.692	404
30.742	413
30.792	413
30.843	406
30.893	417
30.943	419
30.993	419
31.043	428
31.093	422
31.145	436
31.195	440
31.245	434
31.295	448
31.345	448
31.396	448
31.446	454
31.496	441
31.546	454
31.596	452
31.646	439
31.697	447
31.747	442
31.797	435
31.847	436
31.897	420
31.947	427
31.998	423
32.049	411
32.099	416
32.149	413
32.199	408
32.250	411
32.300	402
32.350	413
32.400	415
32.450	409
32.500	421
32.551	423
32.601	425
32.651	432
32.701	427
32.751	441
32.801	445
32.852	439
32.902	451
32.953	450
33.003	452
33.053	454
33.104	440
33.154	452
33.204	449
33.254	438
33.304	443
33.354	436
33.405	432
33.455	431
33.505	416
33.555	422
33.605	418
33.656	408
33.706	414
33.756	411
33.806	408
33.857	412
33.907	404
33.958	415
34.008	418
34.058	416
34.108	425
34.158	427
34.208	432
34.259	439
34.309	431
34.359	447
34.409	448
34.459	443
34.510	453
34.560	451
34.610	453
34.660	453
34.710	440
34.761	449
34.812	445
34.862	434
34.912	438
34.962	430
35.012	428
35.062	425
35.113	411
35.163	418
35.213	414
35.263	407
35.313	412
35.364	410
35.414	412
35.464	414
35.514	406
35.564	419
35.614	421
35.666	421
35.716	431
35.766	430
35.816	440
35.866	444
35.917	435
35.967	451
36.017	451
36.067	448
36.117	455
36.167	445
36.218	453
36.268	451
36.318	438
36.368	445
36.418	439
36.468	430
36.519	432
36.570	423
36.620	423
36.670	420
36.720	405
36.771	414
36.821	411
36.871	406
36.921	412
36.971	403
37.021	415
37.072	416
37.122	410
37.172	423
37.222	426
37.272	427
37.322	437
37.373	428
37.423	446
37.474	448
37.524	442
37.574	454
37.625	454
37.675	450
37.725	454
37.775	440
37.825	451
37.875	447
37.926	433
37.976	439
38.026	434
38.076	424
38.126	426
38.176	410
38.227	418
38.277	415
38.328	405
38.378	412
38.428	410
38.479	406
38.529	414
38.579	405
38.629	418
38.679	422
38.729	415
38.780	430
38.830	433
38.880	435
38.930	443
38.980	434
39.030	450
39.081	453
39.131	445
39.181	456
39.232	453
39.282	450
39.333	452
39.383	438
39.433	446
39.483	442
39.533	430
39.583	433
39.634	427
39.684	420
39.734	420
39.784	407
39.834	414
39.885	412
39.935	403
39.985	411
40.035	411
40.085	409
40.136	416
40.187	409
40.237	423
40.287	427
40.337	423
40.387	437
40.437	438
40.488	442
40.538	449
40.588	437
40.638	454
40.688	454
40.739	448
40.789	455
40.839	450
40.889	448
40.939	448
40.989	435
41.041	440
41.091	435
41.141	422
41.191	426
41.241	421
41.291	414
41.342	416
41.392	404
41.442	412
41.492	410
41.542	405
41.593	413
41.643	413
41.693	416
41.743	421
41.793	418
41.843	430
41.894	435
41.945	433
41.995	444
42.045	447
42.095	450
42.145	454
42.196	442
42.246	456
42.296	455
42.346	446
42.396	453
42.447	444
42.497	446
42.547	443
42.597	426
42.647	434
42.697	429
42.748	418
42.798	422
42.849	415
42.899	416
42.949	415
43.000	405
43.050	413
43.100	413
43.150	408
43.200	417
43.250	415
43.301	424
43.351	428
43.401	423
43.451	436
43.501	439
43.551	436
43.602	447
43.652	439
43.702	453
43.753	454
43.803	442
43.854	454
43.904	451
43.954	445
44.004	449
44.054	431
44.104	442
44.155	437
44.205	424
44.255	430
44.305	425
44.355	416
44.405	419
44.456	406
44.506	416
44.556	414
44.606	407
44.657	415
44.708	415
44.758	414
44.808	421
44.858	414
44.908	428
44.958	432
45.009	427
45.059	440
45.109	442
45.159	441
45.209	449
45.259	438
45.310	453
45.360	454
45.410	444
45.460	453
45.510	449
45.562	444
45.612	445
45.662	433
45.712	438
45.762	434
45.812	421
45.863	426
45.913	421
45.963	416
46.013	417
46.063	405
46.113	415
46.164	414
46.214	407
46.264	416
46.314	417
46.364	417
46.415	424
46.466	415
46.516	432
46.566	435
46.616	430
46.666	442
46.717	444
46.767	448
46.817	452
46.867	441
46.917	454
46.968	454
47.018	443
47.068	451
47.118	447
47.168	444
47.218	443
47.269	427
47.320	435
47.370	430
47.420	417
47.470	423
47.520	419
47.571	412
47.621	416
47.671	405
47.721	414
47.771	414
47.822	407
47.872	417
47.922	419
47.972	420
48.022	428
48.072	421
48.123	436
48.173	439
48.224	435
48.274	448
48.324	447
48.374	450
48.425	454
48.475	444
48.525	455
48.575	454
48.625	444
48.676	450
48.726	442
48.776	441
48.826	438
48.876	422
48.926	429
48.977	425
49.027	412
49.077	419
49.128	414
49.178	412
49.229	412
49.279	403
49.329	413
49.379	414
49.429	409
49.479	420
49.530	421
49.580	428
49.630	432
49.680	427
49.730	442
49.780	445
49.831	444
49.881	453
49.931	447
49.981	456
50.032	457
50.083	445
50.133	455
50.183	451
50.233	441
50.283	445
50.333	435
50.384	437
50.434	431
50.484	417
50.534	423
50.584	418
50.634	409
50.685	413
50.735	403
50.785	411
50.835	412
50.885	405
50.937	415
50.987	417
51.037	416
51.087	426
51.137	423
51.187	436
51.238	441
51.288	434
51.338	450
51.388	451
51.438	449
51.488	457
51.539	444
51.589	458
51.639	456
51.689	444
51.739	450
51.790	446
51.841	437
51.891	438
51.941	422
51.991	428
52.041	423
52.092	410
52.142	416
52.192	413
52.242	405
52.292	410
52.342	403
52.393	412
52.443	414
52.493	409
52.543	421
52.593	423
52.644	425
52.694	434
52.745	429
52.795	445
52.845	448
52.895	443
52.946	455
52.996	455
53.046	454
53.096	458
53.146	444
53.197	455
53.247	451
53.297	440
53.347	444
53.397	436
53.447	429
53.498	429
53.548	412
53.598	420
53.649	416
53.699	405
53.749	411
53.800	409
53.850	406
53.900	411
53.950	405
54.000	416
54.051	420
54.101	416
54.151	429
54.201	431
54.251	435
54.301	444
54.352	437
54.402	452
54.452	454
54.502	448
54.553	457
54.603	455
54.654	454
54.704	455
54.754	441
54.804	448
54.854	444
54.905	432
54.955	434
55.005	427
55.055	422
55.105	421
55.155	408
55.206	414
55.256	411
55.306	404
55.356	411
55.406	410
55.457	411
55.508	416
55.558	410
55.608	423
55.658	427
55.708	424
55.759	437
55.809	443
55.859	445
55.909	451
55.959	440
56.009	456
56.060	456
56.110	449
56.160	457
56.210	447
56.260	452
56.310	449
56.362	434
56.412	441
56.462	435
56.512	424
56.562	427
56.613	419
56.663	418
56.713	416
56.763	405
56.813	413
56.863	411
56.914	406
56.964	414
57.014	413
57.064	419
57.114	422
57.165	418
57.215	431
57.266	435
57.316	432
57.366	444
57.416	441
57.467	451
57.517	454
57.567	444
57.617	456
57.667	455
57.717	448
57.768	454
57.818	442
57.868	446
57.918	442
57.968	428
58.019	434
58.069	428
58.120	420
58.170	421
58.220	407
58.270	415
58.321	414
58.371	404
58.421	413
58.471	413
58.521	409
58.571	418
58.622	411
58.672	425
58.722	428
58.772	424
58.822	438
58.873	441
58.923	441
58.973	450
59.024	438
59.074	455
59.124	455
59.175	447
59.225	456
59.275	452
59.325	448
59.375	448
59.425	432
59.476	440
59.526	436
59.576	422
59.626	427
59.676	421
59.727	416
59.777	417
59.827	404
59.877	414
59.928	412
59.978	406
60.029	414
60.079	416
60.129	416
60.179	423
60.229	415
60.280	431
60.330	435
60.380	429
60.430	444
60.480	444
60.530	448
60.581	453
60.631	440
60.681	455
60.731	455
60.781	445
60.832	453
60.883	447
60.933	443
60.983	443
