#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 15:26:34 2017
#Time	Pos
#[s]	[au]
0.050	418
0.100	415
0.152	406
0.202	405
0.252	394
0.302	402
0.352	402
0.402	398
0.453	406
0.503	407
0.553	413
0.603	420
0.653	415
0.704	432
0.754	436
0.804	436
0.854	448
0.904	444
0.954	454
1.005	457
1.056	445
1.106	457
1.156	454
1.206	444
1.257	449
1.307	438
1.357	438
1.407	433
1.457	418
1.507	422
1.558	416
1.608	406
1.658	408
1.708	399
1.758	404
1.808	403
1.859	397
1.909	406
1.960	409
2.010	406
2.060	417
2.111	415
2.161	428
2.211	433
2.261	427
2.311	443
2.361	447
2.412	444
2.462	454
2.512	447
2.562	456
2.612	455
2.662	441
2.713	450
2.763	445
2.814	436
2.864	437
2.914	423
2.965	426
3.015	420
3.065	406
3.115	412
3.165	408
3.215	400
3.266	405
3.316	395
3.366	406
3.416	407
3.466	402
3.516	414
3.567	417
3.617	418
3.667	429
3.718	424
3.768	439
3.819	443
3.869	435
3.919	451
3.969	451
4.019	450
4.069	454
4.120	442
4.170	452
4.220	449
4.270	436
4.320	441
4.370	435
4.421	426
4.471	426
4.521	410
4.571	416
4.622	413
4.673	401
4.723	407
4.773	405
4.823	401
4.873	406
4.923	400
4.974	411
5.024	415
5.074	412
5.124	424
5.174	427
5.225	430
5.275	439
5.325	431
5.375	447
5.425	450
5.475	442
5.527	454
5.577	453
5.627	450
5.677	452
5.727	437
5.777	446
5.828	441
5.878	428
5.928	431
5.978	424
6.028	416
6.079	416
6.129	404
6.179	409
6.229	407
6.279	399
6.329	405
6.380	403
6.431	404
6.481	410
6.531	403
6.581	419
6.631	423
6.682	420
6.732	434
6.782	437
6.832	442
6.882	449
6.933	439
6.983	454
7.033	455
7.083	448
7.133	455
7.183	447
7.234	448
7.284	445
7.335	429
7.385	436
7.435	430
7.486	416
7.536	419
7.586	412
7.636	408
7.686	407
7.736	394
7.787	403
7.837	403
7.887	397
7.937	407
7.987	409
8.037	412
8.088	419
8.138	415
8.188	431
8.239	435
8.289	434
8.340	447
8.390	444
8.440	454
8.490	458
8.540	448
8.590	459
8.641	455
8.691	447
8.741	450
8.791	438
8.841	439
8.891	433
8.942	418
8.992	421
9.042	414
9.092	404
9.143	406
9.194	399
9.244	401
9.294	401
9.344	393
9.394	404
9.444	406
9.495	404
9.545	416
9.595	413
9.645	428
9.695	434
9.745	431
9.796	447
9.846	450
9.896	450
9.946	459
9.996	450
10.048	461
10.098	459
10.148	448
10.198	453
10.248	447
10.298	436
10.349	436
10.399	418
10.449	422
10.499	416
10.549	401
10.599	405
10.650	401
10.700	392
10.750	398
10.800	391
10.850	400
10.901	403
10.952	399
11.002	414
11.052	419
11.102	422
11.152	435
11.203	429
11.253	448
11.303	452
11.353	448
11.403	461
11.454	460
11.504	458
11.554	461
11.604	445
11.654	455
11.704	449
11.755	432
11.806	436
11.856	428
11.906	417
11.956	416
12.006	402
12.057	405
12.107	401
12.157	390
12.207	397
12.257	397
12.308	396
12.358	404
12.408	398
12.458	413
12.508	419
12.558	416
12.609	434
12.659	438
12.710	442
12.760	452
12.810	442
12.860	460
12.911	461
12.961	452
13.011	461
13.061	455
13.111	451
13.162	449
13.212	431
13.262	437
13.312	429
13.362	416
13.412	417
13.463	410
13.513	402
13.563	403
13.614	392
13.664	399
13.714	399
13.765	394
13.815	404
13.865	407
13.915	410
13.965	420
14.016	416
14.066	433
14.116	438
14.166	438
14.216	450
14.266	450
14.317	456
14.367	460
14.417	448
14.467	460
14.518	456
14.569	446
14.619	449
14.669	443
14.719	436
14.769	432
14.819	416
14.870	420
14.920	413
14.970	401
15.020	405
15.070	403
15.120	400
15.171	401
15.221	395
15.271	404
15.321	408
15.371	406
15.423	418
15.473	420
15.523	429
15.573	436
15.623	432
15.673	447
15.724	450
15.774	446
15.824	457
15.874	447
15.924	458
15.974	456
16.025	444
16.075	450
16.125	443
16.175	433
16.225	434
16.276	423
16.327	422
16.377	416
16.427	402
16.477	407
16.527	403
16.578	396
16.628	401
16.678	395
16.728	404
16.778	407
16.828	402
16.879	417
16.929	420
16.979	421
17.029	433
17.079	427
17.130	445
17.180	449
17.231	445
17.281	457
17.331	456
17.381	452
17.432	457
17.482	444
17.532	452
17.582	447
17.632	431
17.682	436
17.733	429
17.783	419
17.833	419
17.883	403
17.933	409
17.984	405
18.034	395
18.084	401
18.135	401
18.185	399
18.235	405
18.286	400
18.336	414
18.386	419
18.436	416
18.486	431
18.537	435
18.587	438
18.637	448
18.687	443
18.737	457
18.787	459
18.838	451
18.888	459
18.938	455
18.988	450
19.039	450
19.089	433
19.140	439
19.190	432
19.240	418
19.290	419
19.340	413
19.391	403
19.441	404
19.491	393
19.541	400
19.591	399
19.641	393
19.692	403
19.742	406
19.792	408
19.842	417
19.893	415
19.943	430
19.994	436
20.044	432
20.094	448
20.144	451
20.194	453
20.245	460
20.295	450
20.345	461
20.395	459
20.445	445
20.495	452
20.546	443
20.596	437
20.646	434
20.696	417
20.746	420
20.798	414
20.848	401
20.898	404
20.948	399
20.998	394
21.048	399
21.099	392
21.149	401
21.199	405
21.249	403
21.299	416
21.349	420
21.400	426
21.450	436
21.500	433
21.550	449
21.600	453
21.650	450
21.702	461
21.752	458
21.802	460
21.852	461
21.902	445
21.953	453
22.003	447
22.053	433
22.103	435
22.153	428
22.203	418
22.254	414
22.304	399
22.354	404
22.404	400
22.454	392
22.505	397
22.555	399
22.606	398
22.656	405
22.706	400
22.756	415
22.807	421
22.857	421
22.907	436
22.957	437
23.007	448
23.057	454
23.108	447
23.158	462
23.208	462
23.258	455
23.308	461
23.359	451
23.409	453
23.459	448
23.510	430
23.560	435
23.610	427
23.661	414
23.711	414
23.761	407
23.811	404
23.861	401
23.911	392
23.962	398
24.012	398
24.062	394
24.112	404
