#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 15:26:34 2017
#Time	Pos
#[s]	[au]
0.050	445
0.101	465
0.151	489
0.201	487
0.251	512
0.301	515
0.352	506
0.402	512
0.452	495
0.502	481
0.552	468
0.602	436
0.653	429
0.703	408
0.753	380
0.803	372
0.853	359
0.904	344
0.955	343
1.005	335
1.055	344
1.105	351
1.155	356
1.206	376
1.256	391
1.306	404
1.356	428
1.406	439
1.456	463
1.507	476
1.557	479
1.607	497
1.657	496
1.707	496
1.759	497
1.809	472
1.859	477
1.909	461
1.959	434
2.009	427
2.060	410
2.110	385
2.160	375
2.210	354
2.260	351
2.310	344
2.361	336
2.411	344
2.461	355
2.511	358
2.561	376
2.612	385
2.663	413
2.713	432
2.763	443
2.813	472
2.863	477
2.914	496
2.964	508
3.014	497
3.064	512
3.114	504
3.164	482
3.215	480
3.265	452
3.315	436
3.365	417
3.415	387
3.466	374
3.516	357
3.567	337
3.617	333
3.667	333
3.717	322
3.768	334
3.818	338
3.868	360
3.918	380
3.968	395
4.018	426
4.069	439
4.119	471
4.169	492
4.219	492
4.269	518
4.320	520
4.370	516
4.420	518
4.471	490
4.521	489
4.571	470
4.622	434
4.672	423
4.722	400
4.772	370
4.822	357
4.872	337
4.923	326
4.973	326
5.023	321
5.073	331
5.123	341
5.174	352
5.224	376
5.274	387
5.324	418
5.375	442
5.425	455
5.476	483
5.526	494
5.576	500
5.626	512
5.676	497
5.727	510
5.777	500
5.827	475
5.877	471
5.927	450
5.977	425
6.028	413
6.078	387
6.128	377
6.178	365
6.228	349
6.279	348
6.330	345
6.380	342
6.430	353
6.480	355
6.530	374
6.581	390
6.631	400
6.681	422
6.731	438
6.781	450
6.831	470
6.882	468
6.932	489
6.982	494
7.032	486
7.082	494
7.132	482
7.184	471
7.234	465
7.284	437
7.334	434
7.384	417
7.435	394
7.485	386
7.535	372
7.585	358
7.635	354
7.685	345
7.736	351
7.786	355
7.836	357
7.886	376
7.936	389
7.986	401
8.037	424
8.088	430
8.138	460
8.188	475
8.238	479
8.289	497
8.339	494
8.389	500
8.439	500
8.489	476
8.539	479
8.590	463
8.640	436
8.690	426
8.740	403
8.790	384
8.840	369
8.891	349
8.941	344
8.992	338
9.042	332
9.092	340
9.143	354
9.193	356
9.243	379
9.293	390
9.343	420
9.393	440
9.444	451
9.494	481
9.544	484
9.594	504
9.644	513
9.695	501
9.745	512
9.795	501
9.845	481
9.896	471
9.946	443
9.997	424
10.047	406
10.097	377
10.147	366
10.197	351
10.247	336
10.298	335
10.348	331
10.398	332
10.448	346
10.498	352
10.549	376
10.599	395
10.649	410
10.699	438
10.749	444
10.800	473
10.851	489
10.901	490
10.951	506
11.001	506
11.051	496
11.101	497
11.152	471
11.202	468
11.252	453
11.302	425
11.352	417
11.403	399
11.453	378
11.503	370
11.553	352
11.603	352
11.653	350
11.705	345
11.755	356
11.805	364
11.855	369
11.905	389
11.956	396
12.006	418
12.056	436
12.106	441
12.156	465
12.206	473
12.257	475
12.307	490
12.357	478
12.407	490
12.457	484
12.507	465
12.558	465
12.609	451
12.659	430
12.709	422
12.759	397
12.810	392
12.860	379
12.910	363
12.960	361
13.010	356
13.060	352
13.111	358
13.161	359
13.211	374
13.261	387
13.311	393
13.361	418
13.412	433
13.462	445
13.513	467
13.563	467
13.613	489
13.664	495
13.714	485
13.764	496
13.814	485
13.864	473
13.914	466
13.965	437
14.015	432
14.065	413
14.115	385
14.165	378
14.215	363
14.266	349
14.316	346
14.367	339
14.417	345
14.467	353
14.518	356
14.568	379
14.618	394
14.668	409
14.718	436
14.768	442
14.819	473
14.869	487
14.919	485
14.969	506
15.019	501
15.069	500
15.120	499
15.170	473
15.220	471
15.271	452
15.321	424
15.372	411
15.422	391
15.472	368
15.522	359
15.572	342
15.622	343
15.673	341
15.723	337
15.773	351
15.823	367
15.873	372
15.924	396
15.974	406
16.024	434
16.074	451
16.124	461
16.175	483
16.226	482
16.276	495
16.326	501
16.376	485
16.426	492
16.476	481
16.527	458
16.577	454
16.627	432
16.677	416
16.727	403
16.778	382
16.828	376
16.878	366
16.928	353
16.978	356
17.028	351
17.080	356
17.130	368
17.180	370
17.230	390
17.280	402
17.330	410
17.381	432
17.431	437
17.481	456
17.531	469
17.581	468
17.632	484
17.682	485
17.732	476
17.782	482
17.832	466
17.882	464
17.933	454
17.984	428
18.034	427
18.084	411
18.134	390
18.184	386
18.235	368
18.285	363
18.335	361
18.385	352
18.435	360
18.486	365
18.536	366
18.586	385
18.636	389
18.686	410
18.736	429
18.787	437
18.837	461
18.888	472
18.938	474
18.988	491
19.039	481
19.089	492
19.139	489
19.189	469
19.239	469
19.289	451
19.340	429
19.390	420
19.440	393
19.490	384
19.540	371
19.590	353
19.641	352
19.691	349
19.741	344
19.792	354
19.842	357
19.893	376
19.943	393
19.993	404
20.043	431
20.093	447
20.143	457
20.194	481
20.244	480
20.294	500
20.344	503
20.394	488
20.444	496
20.495	481
20.545	464
20.595	455
20.645	425
20.696	416
20.747	398
20.797	374
20.847	367
20.897	357
20.947	346
20.997	347
21.048	345
21.098	355
21.148	365
21.198	372
21.248	395
21.298	410
21.349	424
21.399	446
21.449	449
21.499	476
21.549	484
21.601	478
21.651	494
21.701	488
21.751	481
21.801	479
21.851	457
21.902	454
21.952	439
22.002	416
22.052	411
22.102	395
22.152	378
22.203	375
22.253	361
22.303	363
22.353	362
22.403	360
22.454	370
22.505	378
