#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 15:26:34 2017
#Time	Pos
#[s]	[au]
0.050	287
0.100	265
0.150	255
0.201	253
0.251	252
0.301	270
0.351	294
0.401	320
0.451	360
0.502	384
0.552	436
0.602	474
0.652	494
0.702	541
0.754	559
0.804	575
0.854	589
0.904	565
0.954	576
1.004	559
1.055	515
1.105	495
1.155	458
1.205	417
1.255	383
1.305	340
1.356	314
1.406	286
1.456	261
1.506	253
1.556	255
1.607	250
1.658	271
1.708	288
1.758	328
1.808	363
1.858	389
1.909	439
1.959	472
2.009	506
2.059	543
2.109	553
2.160	583
2.210	587
2.260	571
2.310	577
2.360	549
2.410	525
2.461	493
2.511	447
2.562	420
2.612	380
2.662	338
2.712	311
2.763	287
2.813	256
2.863	252
2.913	249
2.963	257
3.014	271
3.064	288
3.114	330
3.164	367
3.214	397
3.264	442
3.315	467
3.365	514
3.415	544
3.466	554
3.516	585
3.566	563
3.617	587
3.667	577
3.717	539
3.767	526
3.817	489
3.868	445
3.918	417
3.968	377
4.018	337
4.068	308
4.118	275
4.169	261
4.219	252
4.269	246
4.319	257
4.370	285
4.420	290
4.471	334
4.521	360
4.571	405
4.621	445
4.671	473
4.722	518
4.772	529
4.822	574
4.872	586
4.922	569
4.972	587
5.023	571
5.073	546
5.123	522
5.173	471
5.223	451
5.275	412
5.325	365
5.375	336
5.425	303
5.475	272
5.525	258
5.576	247
5.626	248
5.676	259
5.726	270
5.776	303
5.826	338
5.877	364
5.927	410
5.977	436
6.027	488
6.077	522
6.128	539
6.179	576
6.229	585
6.279	583
6.329	587
6.379	555
6.430	553
6.480	518
6.530	471
6.580	447
6.630	406
6.680	360
6.731	332
6.781	294
6.831	273
6.881	255
6.931	244
6.982	249
7.032	261
7.083	268
7.133	304
7.183	334
7.233	374
7.284	413
7.334	445
7.384	491
7.434	521
7.484	549
7.534	578
7.585	568
7.635	593
7.685	586
7.735	554
7.785	550
7.836	510
7.886	473
7.937	445
7.987	392
8.037	364
8.087	329
8.138	290
8.188	270
8.238	255
8.288	240
8.338	248
8.388	255
8.439	275
8.489	307
8.539	334
8.589	377
8.639	414
8.690	452
8.740	493
8.790	510
8.841	559
8.891	578
8.941	574
8.992	593
9.042	576
9.092	567
9.142	548
9.192	497
9.243	478
9.293	441
9.343	392
9.393	361
9.443	327
9.493	288
9.544	268
9.594	249
9.644	246
9.694	248
9.745	256
9.795	276
9.846	311
9.896	337
9.946	380
9.996	408
10.046	461
10.097	495
10.147	516
10.197	561
10.247	556
10.297	591
10.347	593
10.398	564
10.448	573
10.498	544
10.548	496
10.598	476
10.649	431
10.700	392
10.750	358
10.800	319
10.850	292
10.900	268
10.951	248
11.001	245
11.051	255
11.101	256
11.151	279
11.201	305
11.252	346
11.302	380
11.352	413
11.402	463
11.452	484
11.502	531
11.554	563
11.604	561
11.654	592
11.704	589
11.754	571
11.805	570
11.855	523
11.905	507
11.955	473
12.005	422
12.055	394
12.106	355
12.156	314
12.206	290
12.256	263
12.306	248
12.356	246
12.407	247
12.458	261
12.508	282
12.558	310
12.608	349
12.659	374
12.709	425
12.759	465
12.809	486
12.859	536
12.909	561
12.960	575
13.010	593
13.060	572
13.110	584
13.160	568
13.211	525
13.261	506
13.311	467
13.362	424
13.412	391
13.462	344
