#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 15:26:34 2017
#Time	Pos
#[s]	[au]
0.050	482
0.100	505
0.150	501
0.200	527
0.251	527
0.301	514
0.351	516
0.401	496
0.451	475
0.501	456
0.552	420
0.602	404
0.652	379
0.702	350
0.752	338
0.804	334
0.854	313
0.904	315
0.954	313
1.004	328
1.054	343
1.105	355
1.155	386
1.205	409
1.255	432
1.305	461
1.355	469
1.406	500
1.456	510
1.506	507
1.556	521
1.606	500
1.657	506
1.708	495
1.758	465
1.808	454
1.858	430
1.908	401
1.959	385
2.009	367
2.059	345
2.109	338
2.159	326
2.209	329
2.260	332
2.310	334
2.360	353
2.410	361
2.460	386
2.511	409
2.561	422
2.612	451
2.662	467
2.712	474
2.762	494
2.813	488
2.863	502
2.913	500
2.963	482
3.013	485
3.063	468
3.114	445
3.164	436
3.214	407
3.264	398
3.314	384
3.365	363
3.415	360
3.465	353
3.516	344
3.566	349
3.616	345
3.667	358
3.717	371
3.767	377
3.817	400
3.867	414
3.918	424
3.968	446
4.018	447
4.068	471
4.118	480
4.168	473
4.219	489
4.269	484
4.319	475
4.369	475
4.420	452
4.470	451
4.521	437
4.571	412
4.621	406
4.671	390
4.721	372
4.772	368
4.822	351
4.872	354
4.922	353
4.972	349
5.022	360
5.073	369
5.123	374
5.173	395
5.223	401
5.273	426
5.324	442
5.375	447
5.425	472
5.475	478
5.525	482
5.575	495
5.626	480
5.676	491
5.726	482
5.776	460
5.826	458
5.876	438
5.927	418
5.977	406
6.027	383
6.077	373
6.127	360
6.177	344
6.229	343
6.279	341
6.329	337
6.379	349
6.429	351
6.480	373
6.530	390
6.580	400
6.630	428
6.680	444
6.730	462
6.781	483
6.831	482
6.881	505
6.931	508
6.981	496
7.031	504
7.082	487
7.133	473
7.183	461
7.233	428
7.283	419
7.334	397
7.384	371
7.434	359
7.484	349
7.534	328
7.584	328
7.635	320
7.685	330
7.735	341
7.785	348
7.835	373
7.886	393
7.936	413
7.986	441
8.037	450
8.087	483
8.137	498
8.188	501
8.238	518
8.288	506
8.338	514
8.388	507
8.438	478
8.489	474
8.539	451
8.589	418
8.639	404
8.689	375
8.740	356
8.790	342
8.840	325
8.890	322
8.941	319
8.991	317
9.042	331
9.092	339
9.142	360
9.192	387
9.242	400
9.292	435
9.343	459
9.393	471
9.443	500
9.493	495
9.543	521
9.594	523
9.644	508
9.694	512
9.744	495
9.794	471
9.845	456
9.896	418
9.946	404
9.996	382
10.046	353
10.096	342
10.147	330
10.197	316
10.247	319
10.297	316
10.347	328
10.397	345
10.448	357
10.498	387
10.548	409
10.598	428
