#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.050	391
0.100	376
0.150	365
0.200	363
0.251	358
0.301	361
0.351	372
0.401	385
0.451	404
0.501	422
0.552	445
0.602	468
0.652	489
0.702	512
0.752	526
0.803	537
0.853	551
0.903	548
0.954	546
1.004	535
1.054	521
1.105	506
1.155	481
1.205	459
1.255	437
1.305	413
1.355	393
1.406	376
1.456	363
1.506	356
1.556	354
1.606	358
1.657	368
1.707	381
1.757	398
1.807	417
1.858	439
1.908	463
1.959	480
2.009	501
2.059	519
2.109	528
2.159	537
2.210	540
2.260	538
2.310	537
2.360	521
2.410	507
2.460	494
2.511	471
2.561	453
2.611	433
2.661	414
2.711	399
2.762	384
2.813	373
2.863	367
2.913	363
2.963	365
3.013	372
3.064	383
3.114	399
3.164	416
3.214	436
3.264	460
3.314	477
3.365	498
3.415	512
3.465	527
3.515	541
3.565	540
3.615	540
3.667	537
3.717	523
3.767	511
3.817	490
3.867	469
3.918	450
3.968	424
4.018	405
4.068	389
4.118	374
4.168	364
4.219	361
4.269	362
4.319	368
4.369	378
4.419	393
4.469	413
4.520	431
4.571	452
4.621	472
4.671	489
4.721	509
4.772	518
4.822	528
4.872	535
4.922	531
4.972	530
5.022	518
5.073	506
5.123	495
5.173	475
5.223	458
5.273	441
5.323	423
5.374	407
5.424	394
5.475	384
5.525	379
5.575	375
5.626	376
5.676	385
5.726	390
5.776	401
5.826	416
5.876	432
5.927	453
5.977	468
6.027	485
6.077	500
6.127	513
6.178	525
6.228	528
6.278	529
6.328	529
6.379	517
6.429	507
6.480	492
6.530	473
6.580	457
6.630	436
6.680	417
6.730	403
6.781	388
6.831	376
6.881	371
6.931	371
6.981	372
7.032	383
7.082	395
7.132	413
7.182	428
7.232	446
7.283	467
7.334	484
7.384	501
7.434	511
7.484	519
7.534	529
7.584	525
7.635	522
7.685	512
7.735	501
7.785	491
7.835	471
7.886	455
7.936	441
7.986	422
8.036	410
8.086	398
8.136	389
8.188	384
8.238	382
8.288	385
8.338	392
8.388	398
8.438	410
8.489	422
8.539	437
8.589	454
8.639	467
8.689	482
8.740	497
8.790	504
8.840	513
8.890	515
8.940	517
8.990	520
9.041	507
9.092	498
9.142	489
9.192	473
9.242	456
9.293	439
9.343	423
9.393	411
9.443	396
9.493	386
9.543	382
9.594	378
9.644	380
9.694	387
9.744	398
9.794	412
9.844	425
9.895	444
9.945	464
9.996	479
10.046	495
10.096	505
10.147	516
10.197	525
10.247	522
10.297	520
10.347	515
10.397	501
10.448	489
10.498	473
10.548	455
10.598	441
10.648	423
10.698	409
10.749	399
10.799	390
10.849	385
10.900	383
10.950	386
11.001	395
11.051	402
11.101	413
11.151	428
11.201	441
11.251	457
11.302	469
11.352	483
11.402	496
11.452	503
11.502	509
11.552	514
11.603	512
11.653	511
11.703	501
11.753	493
11.804	485
11.855	469
11.905	455
11.955	443
12.005	427
12.055	416
12.105	404
12.156	393
12.206	390
12.256	385
12.306	386
