#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.050	433
0.100	429
0.152	427
0.202	422
0.252	424
0.302	426
0.352	426
0.403	434
0.453	435
0.503	442
0.553	452
0.603	454
0.653	464
0.704	468
0.754	468
0.804	474
0.854	471
0.904	471
0.954	472
1.005	464
1.056	464
1.106	459
1.156	449
1.206	449
1.257	440
1.307	437
1.357	437
1.407	431
1.457	434
1.507	435
1.558	433
1.608	439
1.658	439
1.708	444
1.758	451
1.808	451
1.859	459
1.909	461
1.960	459
2.010	465
2.060	460
2.111	463
2.161	463
2.211	456
2.261	458
2.311	456
2.361	448
2.412	449
2.462	443
2.512	443
2.562	444
2.612	440
2.662	445
2.713	445
2.763	444
2.814	449
2.864	447
2.914	452
2.965	455
3.015	453
3.065	458
3.115	457
3.165	455
3.215	457
3.266	451
3.316	452
3.366	453
3.416	446
3.466	448
3.517	446
3.567	443
3.617	445
3.667	442
3.718	444
3.768	448
3.819	445
3.869	451
3.919	453
3.969	454
4.019	459
4.069	456
4.120	461
4.170	462
4.220	459
4.270	461
4.320	455
4.371	452
4.421	453
4.471	446
4.521	445
4.571	443
4.622	436
4.673	438
4.723	433
4.773	435
4.823	438
4.873	438
4.923	443
4.974	448
5.024	449
5.074	456
5.124	456
5.174	461
5.225	468
5.275	465
5.325	471
5.375	470
5.425	465
5.475	466
5.527	458
5.577	455
5.627	452
5.677	443
5.727	441
5.778	438
5.828	431
5.878	431
5.928	428
5.978	428
6.028	432
6.079	431
6.129	439
6.179	445
6.229	447
6.279	457
6.329	458
6.380	465
6.431	473
6.481	471
6.531	477
6.581	476
6.632	471
6.682	472
6.732	463
6.782	458
6.832	455
6.882	443
6.933	441
6.983	435
7.033	428
7.083	428
7.133	423
7.183	423
7.234	427
7.284	426
7.335	435
7.385	441
7.435	444
7.486	455
7.536	457
7.586	466
7.636	474
7.686	472
7.736	480
7.787	480
7.837	475
7.887	475
7.937	465
7.987	462
8.037	458
8.088	447
8.138	444
8.188	437
8.239	428
8.289	427
8.340	422
8.390	422
8.440	426
8.490	426
8.540	433
8.590	439
8.641	442
8.691	452
8.741	453
8.791	464
8.841	471
8.891	469
8.942	477
8.992	476
9.042	473
9.092	475
9.143	467
9.194	464
9.244	460
9.294	450
9.344	448
9.394	442
9.444	434
9.495	432
9.545	426
9.595	426
9.645	429
9.695	428
9.746	435
9.796	439
9.846	441
9.896	451
9.946	451
9.996	459
10.048	465
10.098	464
10.148	471
10.198	469
10.248	468
10.298	469
10.349	463
10.399	461
10.449	458
10.499	450
10.549	449
10.600	443
10.650	439
10.700	439
10.750	433
10.800	434
10.850	437
10.901	436
10.952	442
11.002	444
11.052	445
11.102	453
11.152	452
11.203	457
11.253	461
11.303	459
11.353	464
11.403	459
11.454	460
11.504	462
11.554	455
11.604	455
11.654	453
11.704	447
11.755	448
11.805	442
11.856	441
11.906	444
11.956	441
12.006	443
12.057	446
12.107	444
12.157	450
12.207	449
12.257	452
12.308	457
12.358	455
12.408	458
12.458	460
12.508	455
12.558	459
12.609	453
12.659	451
12.710	452
12.760	446
12.810	446
12.861	444
12.911	440
12.961	443
13.011	440
13.061	441
13.111	446
13.162	444
13.212	450
13.262	453
13.312	453
13.362	459
13.412	456
13.463	460
13.513	465
13.563	460
13.614	463
13.664	460
13.715	455
13.765	456
13.815	448
13.865	446
13.915	444
13.965	438
14.016	438
14.066	437
14.116	434
14.166	438
14.216	435
14.266	440
14.317	445
14.367	445
14.417	454
14.467	459
14.518	458
14.569	466
14.619	464
14.669	468
14.719	471
14.769	466
14.819	468
14.870	463
14.920	457
14.970	455
15.020	445
15.070	442
15.120	440
15.171	432
15.221	433
15.271	431
15.321	428
15.371	432
15.423	432
15.473	436
15.523	443
15.573	445
15.623	455
15.673	460
15.724	462
15.774	471
15.824	470
15.874	473
15.924	476
15.974	469
16.025	473
16.075	467
16.125	458
16.175	456
16.225	445
16.276	441
16.327	438
16.377	430
16.427	430
16.477	429
16.527	424
16.578	428
16.628	428
16.678	433
16.728	441
16.778	443
16.829	454
16.879	459
16.929	463
16.979	472
17.029	471
17.079	476
17.130	479
17.180	473
17.231	475
17.281	468
17.331	461
17.381	459
17.432	448
17.482	443
17.532	438
17.582	430
17.632	429
17.683	427
17.733	422
17.783	426
17.833	425
17.883	431
17.933	438
17.984	441
18.034	451
18.084	455
18.135	461
18.185	470
18.235	470
18.286	477
18.336	476
18.386	473
18.436	476
18.486	466
18.537	464
18.587	460
18.637	449
18.687	446
18.737	441
18.787	432
18.838	432
18.888	426
18.938	426
18.988	429
19.039	427
19.090	432
19.140	439
19.190	440
19.240	450
19.290	451
19.340	459
19.391	466
19.441	465
19.491	472
19.541	474
19.591	469
19.641	471
19.692	464
19.742	460
19.792	459
