#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.050	396
0.100	389
0.150	382
0.201	385
0.251	389
0.301	394
0.351	408
0.401	424
0.451	440
0.502	460
0.552	473
0.602	498
0.653	514
0.703	521
0.754	537
0.804	540
0.854	543
0.904	540
0.954	525
1.004	521
1.055	505
1.105	482
1.155	468
1.205	460
1.255	426
1.305	410
1.356	392
1.406	382
1.456	375
1.506	370
1.557	374
1.608	403
1.658	388
1.708	404
1.758	418
1.808	442
1.858	462
1.909	479
1.959	503
2.009	511
2.059	534
2.109	545
2.159	542
2.210	552
2.260	548
2.310	536
2.360	527
2.410	505
2.462	491
2.512	473
2.562	448
2.612	432
2.662	414
2.712	396
2.763	385
2.813	375
2.863	372
2.913	374
2.963	378
3.014	389
3.064	401
3.114	415
3.164	435
3.214	450
3.264	475
3.315	492
3.366	501
3.416	523
3.466	533
3.516	533
3.566	541
3.617	531
3.667	533
3.717	522
3.767	504
3.817	493
3.868	476
3.918	456
3.968	442
4.018	422
4.068	413
4.118	401
4.169	393
4.219	392
4.270	391
4.320	394
4.370	404
4.420	412
4.471	427
4.521	442
4.571	453
4.621	472
4.671	487
4.722	496
4.772	508
4.822	509
4.872	520
4.922	521
4.972	512
5.023	512
5.073	502
5.123	487
5.174	477
5.224	459
5.274	451
5.325	438
5.375	424
5.425	418
5.475	413
5.525	406
5.576	409
5.626	409
5.676	418
5.726	427
5.776	434
5.826	451
5.877	462
5.927	473
5.977	486
6.027	490
6.078	504
6.129	509
6.179	504
6.229	510
6.279	504
6.329	497
6.379	489
6.430	473
6.480	466
6.530	453
6.580	438
6.630	429
6.680	419
6.731	410
6.781	408
6.831	403
6.881	408
6.931	413
6.983	417
7.033	431
7.083	442
7.133	453
7.183	470
7.233	479
7.284	497
7.334	506
7.384	510
7.434	521
7.484	521
7.534	521
7.585	518
7.635	502
7.685	498
7.735	484
7.785	467
7.837	456
7.887	440
7.937	424
7.987	412
8.037	400
8.087	395
8.138	391
8.188	388
8.238	394
8.288	403
8.338	410
8.388	424
8.439	435
8.489	456
8.539	473
8.589	484
8.639	504
8.690	519
8.741	526
8.791	534
8.841	528
8.891	535
8.941	529
8.992	516
9.042	509
9.092	489
9.142	478
9.192	461
9.242	440
9.293	428
9.343	414
9.393	399
9.443	393
9.493	394
9.544	384
9.594	387
9.645	392
9.695	403
9.745	415
9.795	427
9.846	446
9.896	461
9.946	478
9.996	494
10.046	502
10.097	520
10.147	527
10.197	526
10.247	532
10.297	521
10.347	523
10.398	513
10.448	495
10.498	485
10.549	470
10.599	452
10.649	440
10.700	422
10.750	416
10.800	406
10.850	398
10.900	399
10.951	399
11.001	400
11.051	410
11.101	416
11.151	432
11.201	445
11.252	454
11.302	472
11.352	483
11.402	491
11.453	504
11.503	502
11.554	514
11.604	514
11.654	505
11.704	506
11.754	497
11.805	485
11.855	478
11.905	460
11.955	455
12.005	443
12.055	429
12.106	426
12.156	421
12.206	415
12.256	417
12.306	416
12.358	424
12.408	430
12.458	435
12.508	448
12.558	457
12.608	465
12.659	477
12.709	480
12.759	492
12.809	497
12.859	494
12.909	499
12.960	495
13.010	489
13.060	485
13.110	471
13.160	467
13.210	458
13.262	445
13.312	441
13.362	434
13.412	424
13.462	424
13.513	419
13.563	424
13.613	427
13.663	429
13.713	440
13.763	448
13.814	457
13.864	469
13.914	472
13.964	487
14.014	494
14.065	494
14.115	503
14.166	502
14.216	501
14.266	499
14.316	485
14.367	483
14.417	474
14.467	459
14.517	452
14.567	440
14.617	428
14.668	422
14.718	412
14.768	411
14.818	410
14.868	408
14.919	415
14.969	425
15.019	429
15.070	441
15.120	447
15.170	464
15.221	478
15.271	485
15.321	500
15.371	502
15.421	514
15.471	518
15.522	510
15.572	516
15.622	510
15.672	497
15.722	492
15.773	476
15.823	466
15.873	453
15.923	435
15.974	427
16.024	417
16.075	407
16.125	403
16.175	399
16.225	400
16.275	405
16.326	410
16.376	420
16.426	431
16.476	440
16.526	456
16.576	465
16.627	483
16.677	496
16.727	499
16.777	513
16.827	518
16.878	515
16.929	518
16.979	507
17.029	509
17.079	500
17.129	483
17.180	477
17.230	463
17.280	448
17.330	439
17.380	424
17.430	419
17.481	413
17.531	405
17.581	407
17.631	409
17.681	410
17.731	420
17.783	425
17.833	439
17.883	450
