#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.050	374
0.100	376
0.151	385
0.201	394
0.251	410
0.301	427
0.351	444
0.402	464
0.452	480
0.502	496
0.552	513
0.602	520
0.653	525
0.704	526
0.754	521
0.804	518
0.854	503
0.904	491
0.954	477
1.005	457
1.055	441
1.105	424
1.155	409
1.205	398
1.256	389
1.306	384
1.356	384
1.406	385
1.456	390
1.506	398
1.558	410
1.608	424
1.658	436
1.708	451
1.758	469
1.809	480
1.859	492
1.909	502
1.959	508
2.009	517
2.059	513
2.110	513
2.160	510
2.210	498
2.260	487
2.310	474
2.360	460
2.411	448
2.462	430
2.512	416
2.562	405
2.612	393
2.663	387
2.713	383
2.763	382
2.813	386
2.863	394
2.913	405
2.964	420
3.014	434
3.064	453
3.114	467
3.164	483
3.214	501
3.265	511
3.315	517
3.366	524
3.416	520
3.466	518
3.517	507
3.567	496
3.617	485
3.667	465
3.717	449
3.767	434
3.818	417
3.868	404
3.918	394
3.968	386
4.018	385
4.068	385
4.119	388
4.169	399
4.219	408
4.270	421
4.320	434
4.371	450
4.421	467
4.471	478
4.521	490
4.571	501
4.621	505
4.672	510
4.722	509
4.772	506
4.822	504
4.872	493
4.922	483
4.973	473
5.023	458
5.073	447
5.123	432
5.174	421
5.225	413
5.275	403
5.325	397
5.375	397
5.425	393
5.475	396
5.526	402
5.576	410
5.626	423
5.676	432
5.726	446
5.777	462
5.827	473
5.877	488
5.927	497
5.977	504
6.027	515
6.079	513
6.129	511
6.179	505
6.229	496
6.279	487
6.329	471
6.380	456
6.430	443
6.480	426
6.530	412
6.580	405
6.631	393
6.681	388
6.731	387
6.781	390
6.831	398
6.881	405
6.932	418
6.983	434
7.033	448
7.083	464
7.133	476
7.183	488
7.234	501
7.284	505
7.334	509
7.384	508
7.434	506
7.485	502
7.535	491
7.585	480
7.635	470
7.685	455
7.735	443
7.786	430
7.836	420
7.887	411
7.937	404
7.987	400
8.038	401
8.088	400
8.138	404
8.188	410
8.238	418
8.288	428
8.339	438
8.389	450
8.439	463
8.489	473
8.539	482
8.589	490
8.640	497
8.690	504
8.740	503
8.791	501
8.841	500
8.892	489
8.942	483
8.992	470
9.042	458
9.092	446
9.142	432
9.193	420
9.243	411
9.293	401
9.343	395
9.393	393
9.443	394
9.494	400
9.544	406
9.594	416
9.644	430
9.695	441
9.746	457
9.796	469
9.846	483
9.896	498
9.946	501
9.996	508
10.047	512
10.097	507
10.147	503
10.197	493
10.247	483
10.297	472
10.348	456
10.398	443
10.448	432
10.498	419
10.548	410
10.600	402
10.650	398
10.700	399
10.750	400
10.800	405
10.850	413
10.901	420
10.951	432
11.001	442
11.051	453
11.101	467
11.151	474
11.202	483
11.252	492
11.302	495
11.352	500
11.402	498
11.453	496
11.504	494
11.554	485
11.604	478
11.654	469
11.704	457
11.755	447
11.805	435
11.855	425
11.905	418
11.955	409
12.006	404
12.056	403
12.106	400
12.156	403
12.206	409
12.256	416
12.307	428
12.358	437
12.408	450
12.458	464
12.508	476
12.558	488
12.609	495
12.659	501
12.709	509
12.759	504
12.809	503
12.860	496
12.910	486
12.960	477
13.010	463
13.060	449
13.110	438
13.161	423
13.211	413
13.262	408
13.312	399
13.362	398
13.412	398
13.463	402
13.513	411
13.563	417
13.613	428
13.663	442
13.714	452
13.764	465
13.814	475
13.864	484
13.914	494
13.964	494
14.015	497
14.065	497
14.115	493
14.166	490
14.216	482
14.266	473
14.317	467
14.367	454
14.417	444
14.467	436
14.517	426
14.568	420
14.618	413
14.668	410
14.718	410
14.768	408
14.818	411
14.869	414
14.919	421
14.969	430
15.019	438
15.070	448
15.121	461
15.171	468
15.221	477
15.271	485
15.321	491
15.371	499
15.422	497
15.472	496
15.522	495
15.572	485
15.622	478
15.672	466
15.723	455
15.773	445
15.823	431
15.873	421
15.923	414
15.975	405
16.025	401
16.075	400
16.125	402
16.175	408
16.225	415
16.276	424
16.326	438
16.376	447
16.426	460
16.476	471
16.526	481
16.577	492
16.627	494
16.677	498
16.727	500
16.777	495
16.828	490
16.879	482
16.929	473
16.979	465
17.029	452
17.079	443
17.130	434
17.180	425
17.230	419
17.280	413
17.330	411
17.380	412
17.431	412
17.481	415
17.531	421
17.581	427
17.631	434
17.682	442
17.732	451
17.783	461
17.833	467
17.883	474
17.933	484
17.984	485
18.034	489
18.084	488
18.134	487
18.184	489
18.234	480
18.285	475
18.335	469
18.385	457
18.435	449
18.485	438
18.536	429
18.586	423
18.636	413
18.687	408
18.737	409
18.787	406
18.838	410
18.888	415
18.938	423
18.988	434
19.038	443
19.089	454
19.139	468
19.189	474
19.239	487
19.289	491
19.339	495
19.390	500
19.440	495
19.490	491
19.540	485
19.591	475
19.641	467
19.692	454
19.742	444
19.792	436
19.842	425
19.892	418
19.943	415
19.993	409
20.043	409
20.093	411
20.143	416
20.193	423
20.244	428
20.294	438
20.344	447
20.394	455
20.445	464
20.495	470
20.546	476
20.596	484
20.646	483
20.696	486
20.746	485
20.797	483
20.847	481
20.897	474
20.947	468
20.997	465
21.047	455
21.098	447
21.148	439
21.198	432
21.248	426
21.298	420
21.350	416
21.400	416
21.450	413
21.500	416
21.550	422
21.600	425
21.651	433
21.701	440
21.751	449
21.801	461
21.851	468
21.901	476
21.952	484
22.002	489
22.052	495
22.102	492
22.152	491
22.202	489
22.254	478
22.304	471
22.354	460
22.404	450
22.454	441
22.505	430
22.555	421
22.605	415
22.655	409
22.705	408
22.755	410
22.806	412
22.856	418
22.906	425
22.956	435
23.006	446
23.057	454
23.107	464
23.158	472
23.208	479
23.258	486
23.308	486
23.359	488
23.409	489
23.459	483
23.509	479
23.559	472
23.609	465
23.660	459
23.710	451
23.760	443
23.810	438
23.860	430
23.911	426
23.961	421
24.011	420
24.062	420
24.112	420
24.162	423
24.213	428
24.263	431
24.313	437
24.363	442
24.413	450
24.463	459
24.514	463
24.564	471
24.614	479
24.664	480
24.714	485
24.765	484
24.815	485
24.865	484
24.915	477
24.966	471
25.016	466
25.067	455
25.117	446
25.167	437
25.217	427
25.267	423
25.318	415
25.368	413
25.418	413
25.468	412
25.518	417
25.568	422
25.619	430
25.669	442
25.719	449
25.769	459
25.819	469
25.870	475
25.921	484
25.971	486
26.021	488
26.071	491
26.121	485
26.172	480
26.222	475
26.272	467
26.322	460
26.372	450
26.422	443
26.473	437
26.523	429
26.573	424
26.623	423
26.673	420
26.723	420
26.775	422
26.825	424
26.875	431
26.925	435
26.975	440
27.026	449
27.076	452
27.126	460
27.176	464
27.226	470
27.276	476
27.327	477
27.377	478
27.427	479
27.477	479
27.527	478
27.577	473
27.628	468
27.679	465
27.729	455
27.779	449
27.829	443
27.880	435
27.930	428
27.980	424
28.030	419
28.080	420
28.130	417
28.181	420
28.231	423
28.281	428
28.331	437
28.381	444
28.431	453
28.482	465
28.532	469
28.583	477
28.633	482
28.683	486
28.734	490
28.784	486
28.834	482
28.884	480
28.934	470
28.984	461
29.035	452
29.085	444
29.135	438
29.185	429
29.235	423
29.286	422
29.336	418
29.386	418
29.436	419
29.487	424
29.537	430
29.588	435
29.638	443
29.688	451
29.738	456
29.788	462
29.838	468
29.889	471
29.939	477
29.989	475
30.039	476
30.089	478
30.140	474
30.190	471
30.240	467
30.290	462
30.341	459
30.391	452
30.442	446
30.492	444
30.542	436
30.592	433
30.642	428
30.692	425
30.743	424
30.793	423
30.843	424
30.893	428
30.943	431
30.994	437
31.044	442
31.094	449
31.144	458
31.194	462
31.245	470
31.296	479
31.346	479
31.396	483
31.446	482
31.496	481
31.546	480
31.597	472
31.647	465
31.697	460
31.747	448
31.797	441
31.848	432
31.898	427
31.948	423
31.998	418
32.048	417
32.098	420
32.150	422
32.200	427
32.250	432
32.300	439
32.350	449
32.401	454
32.451	462
32.501	470
32.551	471
32.601	478
32.651	478
32.702	478
32.752	480
32.802	474
32.852	469
32.902	468
32.952	460
33.003	456
33.054	449
33.104	444
33.154	441
33.204	435
33.255	432
33.305	433
33.355	429
33.405	429
33.455	429
33.505	432
33.556	436
33.606	436
33.656	441
33.706	447
33.756	450
33.806	456
33.857	461
33.907	465
33.958	472
34.008	472
34.058	476
34.109	477
34.159	474
34.209	475
34.259	470
34.309	465
34.359	463
34.410	455
34.460	447
34.510	442
34.560	432
34.610	429
34.660	423
34.711	420
34.761	422
34.811	421
34.862	424
34.912	431
34.963	435
35.013	443
35.063	450
35.113	458
35.163	469
35.213	471
35.264	477
35.314	479
35.364	480
35.414	481
35.464	477
35.514	473
35.565	470
35.615	460
35.665	455
35.715	448
35.766	441
35.817	438
35.867	432
35.917	428
35.967	429
36.017	426
36.067	428
36.118	430
36.168	433
36.218	438
