#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.050	554
0.100	559
0.150	556
0.200	550
0.250	540
0.301	524
0.351	508
0.401	489
0.451	469
0.501	447
0.552	428
0.602	411
0.652	397
0.703	386
0.753	378
0.803	380
0.854	380
0.904	388
0.954	400
1.004	417
1.054	436
1.104	456
1.155	480
1.205	501
1.255	521
1.305	535
1.355	548
1.406	555
1.456	558
1.506	555
1.556	547
1.607	532
1.657	517
1.708	498
1.758	479
1.808	458
1.858	439
1.908	421
1.958	406
2.009	398
2.059	387
2.109	386
2.159	385
2.209	392
2.260	401
2.310	414
2.360	430
2.410	446
2.460	464
2.511	483
2.562	500
2.612	517
2.662	531
2.712	542
2.762	547
2.813	549
2.863	544
2.913	538
2.963	527
3.013	512
3.063	494
3.114	474
3.164	454
3.214	436
3.264	417
3.314	405
3.364	394
3.416	387
3.466	386
3.516	389
3.566	397
3.616	409
3.667	422
3.717	441
3.767	459
3.817	477
3.867	494
3.917	509
3.968	524
4.018	531
4.068	538
4.118	539
4.168	539
4.218	533
4.269	525
4.320	512
4.370	498
4.420	482
4.470	465
4.521	449
4.571	433
4.621	420
4.671	408
4.721	399
4.771	394
4.822	394
4.872	396
4.922	404
4.972	415
5.022	429
5.072	445
5.123	463
5.173	481
5.224	499
5.274	514
5.324	527
5.375	536
5.425	541
5.475	542
5.525	537
5.575	530
5.625	516
5.676	504
5.726	487
5.776	470
5.826	452
5.876	437
5.926	423
5.977	412
6.027	405
6.077	400
6.128	398
6.178	401
6.229	407
6.279	416
6.329	428
6.379	441
6.429	456
6.479	472
6.530	487
6.580	502
6.630	514
6.680	525
6.730	533
6.781	537
6.831	537
6.881	533
6.931	525
6.981	514
7.032	499
7.083	484
7.133	466
7.183	448
7.233	432
7.283	417
7.333	407
7.384	399
7.434	397
7.484	399
7.534	404
7.584	410
7.635	423
7.685	435
7.735	453
7.785	468
7.835	485
7.885	498
7.937	512
7.987	521
8.037	529
8.087	532
8.137	535
8.187	529
8.238	523
8.288	512
8.338	502
8.388	489
8.438	475
8.489	460
8.539	444
8.589	431
8.639	419
8.689	409
8.739	403
8.790	399
8.841	400
8.891	405
8.941	413
8.991	426
9.041	439
9.092	456
9.142	471
