#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.050	369
0.100	344
0.151	325
0.201	313
0.251	312
0.301	315
0.351	329
0.401	346
0.452	371
0.502	402
0.552	434
0.602	468
0.652	500
0.703	528
0.753	554
0.803	572
0.854	587
0.904	592
0.954	594
1.005	590
1.055	571
1.105	549
1.155	525
1.205	495
1.255	464
1.306	433
1.356	402
1.406	375
1.456	352
1.506	335
1.557	330
1.607	320
1.657	321
1.707	333
1.758	351
1.808	374
1.859	402
1.909	435
1.959	468
2.009	498
2.059	530
2.109	552
2.160	571
2.210	590
2.260	591
2.310	589
2.360	578
2.411	564
2.461	542
2.511	512
2.561	483
2.612	453
2.662	421
2.713	393
2.763	373
2.813	351
2.863	337
2.913	332
2.964	331
3.014	338
3.064	352
3.114	370
3.164	395
3.214	418
3.265	448
3.315	473
3.365	500
3.415	528
3.465	544
3.516	560
3.567	570
3.617	572
3.667	575
3.717	564
3.767	549
3.818	533
3.868	505
3.918	480
3.968	451
4.018	424
4.068	397
4.119	376
4.169	357
4.219	346
4.269	339
4.319	338
4.369	346
4.421	358
4.471	377
4.521	401
4.571	427
4.621	458
4.672	482
4.722	509
4.772	531
4.822	548
4.872	563
4.922	566
4.973	568
5.023	564
5.073	548
5.123	532
5.173	510
5.223	485
5.274	462
5.325	435
5.375	413
5.425	393
5.475	375
5.526	363
5.576	356
5.626	355
5.676	357
5.726	368
5.776	380
5.827	397
5.877	418
5.927	440
5.977	463
6.027	485
6.077	509
6.128	526
6.178	540
6.229	552
6.279	553
6.329	556
6.380	547
6.430	537
6.480	523
6.530	501
6.580	478
6.630	457
6.681	430
6.731	407
6.781	387
6.831	372
6.881	362
6.932	358
6.982	357
7.032	365
7.082	375
7.133	392
7.183	412
7.234	434
7.284	459
7.334	480
7.384	501
7.434	522
7.484	534
7.535	544
7.585	548
7.635	548
7.685	545
7.735	531
7.786	517
7.836	504
7.886	480
7.936	461
7.986	440
8.037	420
8.088	403
8.138	388
8.188	378
8.238	376
8.288	368
8.338	370
8.389	377
8.439	389
8.489	404
8.539	422
8.589	441
8.640	464
8.690	482
8.740	503
8.790	519
8.840	534
8.890	547
8.942	546
8.992	547
9.042	540
9.092	529
9.142	515
9.192	494
9.243	472
9.293	453
9.343	429
9.393	408
9.443	394
9.494	378
9.544	369
9.594	366
9.644	367
9.694	374
9.744	385
9.795	401
9.846	421
9.896	439
9.946	460
9.996	480
10.047	499
10.097	517
10.147	527
10.197	535
10.247	540
10.297	539
10.348	537
10.398	527
10.448	514
10.498	501
10.548	481
10.598	462
10.649	444
10.699	425
10.750	408
10.800	393
10.850	383
10.901	376
10.951	373
11.001	374
11.051	379
11.101	391
11.151	404
11.202	421
11.252	442
11.302	464
11.352	482
11.402	501
11.452	518
11.503	531
11.553	542
11.603	544
11.654	545
11.704	541
11.755	527
11.805	512
11.855	495
11.905	474
11.955	453
12.005	431
12.056	412
12.106	398
12.156	384
12.206	376
12.256	372
12.306	373
12.357	378
12.407	388
12.457	402
12.507	420
12.558	437
12.609	455
12.659	473
12.709	490
12.759	509
12.809	519
12.859	529
12.910	538
12.960	536
13.010	534
13.060	527
13.110	516
13.160	506
13.211	486
13.261	469
13.311	454
13.361	433
13.411	415
13.463	401
13.513	388
13.563	380
13.613	375
13.663	375
13.713	381
13.764	389
13.814	402
13.864	418
13.914	436
13.964	459
14.015	476
14.065	496
14.115	515
14.165	524
14.215	535
14.265	539
14.316	539
14.367	537
14.417	523
14.467	511
14.517	496
14.567	476
14.618	457
14.668	438
14.718	421
14.768	407
14.818	395
14.869	386
14.919	386
14.969	381
15.019	386
15.069	393
15.119	402
15.170	416
15.220	431
15.271	447
15.321	466
15.371	480
15.421	496
15.472	508
15.522	519
15.572	529
15.622	530
15.672	529
15.723	523
15.773	517
15.823	507
15.873	491
15.923	476
15.973	460
16.024	439
16.074	423
16.125	409
16.175	394
16.225	385
16.276	381
16.326	378
16.376	384
16.426	393
16.476	405
16.526	423
16.577	437
16.627	457
16.677	474
16.727	492
16.777	509
16.827	519
16.878	528
16.928	529
16.978	529
17.029	527
17.079	517
17.130	506
17.180	494
17.230	475
17.280	459
17.330	445
17.380	429
17.431	415
17.481	405
17.531	397
17.581	392
17.631	390
17.681	392
17.732	397
17.782	405
17.832	417
17.882	430
17.933	445
17.984	462
18.034	475
18.084	489
18.134	503
18.184	513
18.234	523
18.285	524
18.335	525
18.385	526
18.435	514
18.485	506
18.535	489
18.586	474
18.636	459
18.686	442
18.736	424
18.786	412
18.838	397
18.888	390
18.938	387
18.988	386
19.038	390
19.088	399
19.139	410
19.189	425
19.239	441
19.289	458
19.339	473
19.389	489
19.440	503
19.490	512
19.540	519
19.590	526
19.640	524
19.691	520
19.742	511
19.792	502
19.842	492
19.892	476
19.942	462
19.993	449
20.043	433
20.093	422
20.143	410
20.193	402
20.244	396
20.294	395
20.344	396
20.394	402
20.444	406
20.494	416
20.545	428
20.595	443
20.646	458
20.696	471
20.746	487
20.796	502
20.847	510
20.897	520
20.947	522
20.997	524
21.047	521
21.098	513
21.148	501
21.198	491
21.248	474
21.298	457
21.348	441
21.399	426
21.449	413
21.499	402
21.550	394
21.600	393
21.650	392
21.701	396
21.751	404
21.801	414
21.851	427
21.901	441
21.952	456
22.002	471
22.052	484
22.102	497
22.152	506
22.202	513
22.253	519
22.303	517
22.353	514
22.403	508
22.454	500
22.504	491
22.555	479
22.605	466
22.655	453
22.705	439
22.755	427
22.806	418
22.856	406
22.906	400
22.956	397
23.006	396
23.056	401
23.107	406
23.157	416
23.207	430
23.257	441
23.307	457
23.359	471
23.409	486
23.459	501
23.509	511
23.559	517
23.609	520
23.660	522
23.710	520
23.760	510
23.810	500
23.860	490
23.910	471
23.961	458
24.011	442
24.061	428
24.111	416
24.161	407
24.212	400
24.263	398
24.313	397
24.363	400
24.413	407
24.463	417
24.514	429
24.564	440
24.614	455
24.664	469
24.714	480
24.764	490
24.815	499
24.865	507
24.915	513
24.965	514
25.015	510
25.066	511
25.116	500
25.167	493
25.217	481
25.267	470
25.317	458
25.368	444
25.418	431
25.468	421
25.518	410
25.568	403
25.618	398
25.669	397
25.719	400
25.769	406
25.819	415
25.869	429
25.920	440
25.970	456
26.021	469
26.071	485
26.121	497
26.171	506
26.222	514
26.272	521
26.322	517
26.372	516
26.422	506
26.472	497
26.523	487
26.573	471
26.623	458
26.673	446
26.723	433
26.774	422
26.824	412
26.874	406
26.925	402
26.975	404
27.025	405
27.076	412
27.126	419
27.176	428
27.226	439
27.276	450
27.327	463
27.377	473
27.427	485
27.477	496
27.527	501
27.577	507
27.628	509
27.678	510
27.728	509
27.778	502
27.829	493
27.879	487
27.930	471
27.980	460
28.030	446
28.080	433
28.130	423
28.181	411
28.231	404
28.281	403
28.331	399
28.381	403
28.431	408
28.482	417
28.532	430
28.582	441
28.632	456
28.682	472
28.733	483
28.784	495
28.834	502
28.884	510
28.934	515
28.984	512
29.035	508
29.085	507
29.135	492
29.185	484
29.235	472
29.285	459
29.336	448
29.386	436
29.436	427
29.486	422
29.536	413
29.586	409
29.638	409
29.688	410
29.738	413
29.788	420
29.838	427
29.889	439
29.939	447
29.989	458
30.039	471
30.089	480
30.139	492
30.190	498
30.240	504
30.290	507
30.340	508
30.390	508
30.440	502
30.491	494
30.542	487
30.592	473
30.642	460
30.692	447
30.743	434
30.793	423
30.843	413
30.893	407
30.943	405
30.993	403
31.044	406
31.094	413
31.144	422
31.194	432
31.244	444
31.295	456
31.345	471
31.395	481
31.446	491
31.496	499
31.546	504
31.597	508
31.647	507
31.697	504
31.747	501
31.797	491
31.847	482
31.898	472
31.948	462
31.998	451
32.048	441
32.098	431
32.149	425
32.199	418
32.249	414
32.299	412
32.350	413
32.400	414
32.451	420
32.501	427
32.551	436
32.601	445
32.651	456
32.701	467
32.752	477
32.802	490
32.852	495
32.902	503
32.952	510
33.003	508
33.053	505
33.103	500
33.153	493
33.203	485
33.254	472
33.305	459
33.355	447
33.405	434
33.455	424
33.505	415
33.556	410
33.606	407
33.656	406
33.706	409
33.756	418
33.806	425
33.857	435
33.907	444
33.957	456
34.007	470
34.057	479
34.107	488
34.159	497
34.209	498
34.259	501
34.309	502
34.359	500
34.410	497
34.460	488
34.510	482
34.560	476
34.610	464
34.660	455
34.711	445
34.761	435
34.811	429
34.861	422
34.911	417
34.961	416
35.012	413
35.063	415
35.113	419
35.163	426
35.213	434
35.264	443
35.314	454
35.364	467
35.414	477
35.464	486
35.514	495
35.565	501
35.615	509
35.665	506
35.715	505
35.765	499
35.815	493
35.866	484
35.916	471
35.967	459
36.017	449
36.067	436
36.118	427
36.168	420
36.218	413
36.268	410
36.318	412
36.368	415
36.419	419
36.469	426
36.519	436
36.569	447
36.619	454
36.669	465
36.720	474
36.770	483
36.821	492
36.871	494
36.921	496
36.972	499
37.022	496
37.072	495
37.122	489
37.172	483
37.222	477
37.273	467
37.323	458
37.373	450
37.423	440
37.473	432
37.524	425
37.574	419
37.624	416
37.674	415
37.725	415
37.775	421
37.826	426
37.876	433
37.926	442
37.976	453
38.026	466
38.076	474
38.127	486
38.177	494
38.227	498
38.277	505
38.327	504
38.378	501
38.428	500
38.478	490
38.528	481
38.578	470
38.629	458
38.680	449
38.730	438
38.780	429
38.830	424
38.880	417
38.930	416
38.981	416
39.031	419
39.081	422
39.131	428
39.181	437
39.232	447
39.282	453
39.332	462
39.382	471
39.432	478
39.482	486
39.534	489
39.584	493
39.634	498
