#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.051	454
0.101	455
0.151	456
0.201	457
0.251	458
0.302	459
0.352	461
0.402	462
0.453	463
0.503	464
0.553	464
0.604	465
0.654	465
0.704	464
0.754	463
0.804	463
0.854	462
0.905	460
0.955	459
1.005	458
1.055	457
1.105	456
1.156	455
1.206	455
1.256	454
1.306	455
1.357	455
1.407	456
1.458	456
1.508	457
1.558	458
1.608	459
1.658	461
1.708	461
1.759	462
1.809	463
1.859	463
1.909	463
1.959	464
2.010	463
2.060	463
2.110	462
2.160	461
2.210	461
2.261	459
2.312	459
2.362	457
2.412	457
2.462	456
2.512	455
2.563	455
2.613	456
2.663	448
2.713	451
2.763	456
2.813	453
2.864	456
2.914	455
2.964	456
3.014	458
3.064	458
3.114	457
3.166	458
3.216	454
3.266	454
3.316	450
3.366	448
3.417	446
3.467	444
3.517	443
3.567	442
3.617	441
3.667	442
3.718	443
3.768	445
3.818	449
3.868	452
3.918	455
3.968	461
4.019	461
4.070	463
4.120	463
4.170	464
4.220	464
4.271	462
4.321	460
4.371	458
4.421	453
4.471	450
4.521	447
4.572	444
4.622	443
4.672	442
4.722	442
4.772	445
4.822	444
4.873	446
4.923	448
4.974	450
5.024	454
5.074	455
5.125	456
5.175	458
5.225	456
5.275	456
5.325	456
5.375	456
5.426	457
5.476	454
5.526	454
5.576	455
5.626	454
5.676	454
5.727	454
5.777	454
5.828	455
5.878	453
5.928	453
5.979	453
6.029	451
6.079	449
6.129	448
6.179	448
6.229	447
6.280	444
6.330	445
6.380	447
6.430	446
6.480	448
6.531	450
6.581	453
6.631	456
6.681	459
6.732	461
6.782	464
6.833	460
6.883	464
6.933	464
6.983	460
7.033	460
7.083	452
7.134	452
7.184	450
7.234	443
7.284	444
7.334	441
7.385	436
7.435	438
7.485	433
7.535	436
7.585	439
7.636	437
7.687	446
7.737	450
7.787	451
7.837	460
7.887	460
7.937	468
7.988	474
8.038	471
8.088	479
8.138	479
8.188	475
8.239	478
8.289	468
8.339	469
8.389	465
8.439	453
8.489	453
8.541	446
8.591	436
8.641	434
8.691	425
8.741	424
8.791	423
8.842	419
8.892	423
8.942	425
8.992	426
9.042	433
9.093	435
9.143	446
9.193	453
9.243	458
9.293	469
9.343	476
9.394	478
9.445	486
9.495	484
9.545	490
9.595	490
9.646	482
9.696	484
9.746	478
9.796	468
9.846	465
9.896	451
9.947	448
9.997	440
10.047	430
10.097	427
10.147	423
10.197	416
10.248	417
10.298	414
10.349	418
10.399	422
10.449	424
10.500	434
10.550	442
10.600	446
10.650	458
10.700	460
10.750	472
10.801	479
10.851	479
10.901	488
10.951	489
11.001	487
11.051	489
11.102	480
11.152	481
11.203	476
11.253	464
11.303	461
11.354	453
11.404	443
11.454	440
11.504	429
11.554	428
11.604	424
11.655	419
11.705	422
11.755	423
11.805	422
11.855	429
11.905	429
11.956	438
12.006	445
12.056	448
12.107	458
12.157	463
12.208	466
12.258	474
12.308	471
12.358	480
12.408	481
12.458	476
12.509	479
12.559	472
12.609	470
12.659	469
12.709	459
12.759	459
12.810	454
12.860	446
12.910	445
12.960	442
13.011	436
13.062	436
13.112	430
13.162	435
13.212	435
13.262	433
13.312	439
13.363	441
13.413	442
13.463	448
13.513	447
13.563	455
13.614	458
13.664	457
13.714	463
13.764	459
13.814	464
13.864	466
13.916	462
13.966	466
14.016	464
14.066	460
14.116	462
14.166	455
14.217	457
14.267	458
14.317	451
14.367	455
14.417	453
14.468	448
14.518	452
14.568	445
14.618	449
14.668	450
14.718	444
14.769	449
14.820	449
14.870	444
14.920	449
14.970	443
15.020	446
15.071	449
15.121	444
15.171	449
15.221	449
15.271	446
15.322	451
15.372	447
15.422	453
15.472	455
15.522	452
15.572	459
15.623	460
15.673	458
15.724	464
15.774	460
15.824	465
15.875	467
15.925	462
15.975	465
16.025	464
16.075	460
16.125	461
16.176	453
16.226	453
16.276	451
16.326	443
16.376	445
16.426	441
16.477	436
16.527	437
16.577	432
16.628	432
16.678	435
16.729	433
16.779	439
16.829	443
16.879	443
16.929	451
16.979	450
17.030	459
17.080	464
17.130	465
17.180	474
17.230	475
17.280	475
17.331	480
17.381	474
17.431	478
17.481	475
17.532	467
17.583	467
17.633	461
17.683	453
17.733	449
17.783	438
17.833	437
17.884	433
17.934	425
17.984	426
18.034	424
18.084	422
18.134	425
18.185	424
18.235	432
18.285	437
18.335	438
18.385	449
18.437	455
18.487	460
18.537	470
18.587	470
18.637	481
18.687	484
18.738	482
18.788	488
18.838	484
18.888	481
18.938	482
18.988	471
19.039	470
19.089	463
19.139	451
19.189	449
19.239	441
19.290	432
19.341	429
19.391	421
19.441	421
19.491	420
19.541	416
19.592	422
19.642	427
19.692	428
19.742	435
19.792	439
19.843	449
19.893	457
19.943	460
19.993	472
20.043	474
20.093	480
20.144	487
20.195	483
20.245	490
20.295	488
20.345	481
20.395	482
20.446	472
20.496	467
20.546	462
20.596	450
20.646	448
20.697	440
20.747	430
20.797	429
20.847	423
20.897	420
20.947	420
20.998	417
21.048	423
21.099	426
21.149	427
21.199	437
21.249	439
21.300	448
21.350	457
21.400	459
21.450	470
21.500	476
21.551	476
21.601	485
21.651	480
21.701	485
21.751	486
21.801	478
21.852	480
21.902	474
21.952	464
22.003	462
22.053	450
22.103	448
22.154	442
22.204	433
22.254	431
22.304	428
22.354	422
22.405	424
22.455	420
22.505	424
22.555	429
22.605	429
22.655	437
22.706	443
22.756	446
22.806	456
