#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.049	541
0.100	545
0.150	542
0.200	528
0.251	518
0.301	495
0.351	474
0.401	454
0.451	427
0.501	407
0.552	389
0.602	372
0.652	361
0.702	359
0.752	352
0.802	359
0.853	367
0.903	383
0.953	404
1.004	423
1.054	449
1.105	469
1.155	491
1.205	514
1.255	524
1.305	539
1.355	548
1.406	542
1.456	544
1.506	530
1.556	515
1.606	500
1.656	475
1.707	455
1.757	434
1.807	410
1.857	394
1.908	377
1.959	367
2.009	362
2.059	360
2.109	364
2.159	375
2.209	386
2.260	405
2.310	422
2.360	441
2.410	464
2.460	479
2.510	500
2.561	514
2.611	521
2.661	532
2.711	528
2.761	527
2.813	524
2.863	508
2.913	498
2.963	484
3.013	463
3.063	449
3.114	428
3.164	413
3.214	402
3.264	389
3.314	382
3.365	379
3.415	379
3.465	383
3.515	388
3.565	399
3.615	415
3.666	425
3.717	443
3.767	460
3.817	471
3.867	490
3.917	496
3.968	508
4.018	518
4.068	515
4.118	521
4.168	516
4.219	504
4.269	499
4.319	481
4.369	468
4.419	457
4.469	436
4.520	424
4.570	410
4.621	397
4.671	390
4.721	382
4.771	379
4.822	382
4.872	385
4.922	395
4.972	409
5.022	419
5.073	440
5.123	453
5.173	471
5.223	491
5.273	500
5.323	516
5.374	523
5.424	523
5.474	528
5.525	516
5.575	511
5.625	501
5.676	481
5.726	468
5.776	449
5.826	427
5.876	414
5.927	396
5.977	384
6.027	378
6.077	371
6.127	372
6.177	380
6.228	385
6.278	401
6.328	415
6.378	433
6.429	455
6.480	470
6.530	493
6.580	504
6.630	516
6.680	528
6.730	525
6.781	527
6.831	525
6.881	509
6.931	500
6.981	481
7.031	462
7.082	447
7.132	425
7.182	409
7.232	397
7.282	383
7.334	377
7.384	380
7.434	375
7.484	383
7.534	392
7.584	405
7.635	423
7.685	438
7.735	458
7.785	471
7.835	486
7.885	504
7.936	509
7.986	518
8.036	522
8.086	515
8.136	515
8.188	501
8.238	490
8.288	480
8.338	461
8.388	448
8.438	435
8.489	418
8.539	409
8.589	399
8.639	392
8.689	390
8.739	389
8.790	393
8.840	401
8.890	407
8.940	421
8.990	431
9.041	443
9.092	460
9.142	468
9.192	483
9.242	494
9.292	497
9.343	507
9.393	503
9.443	505
9.493	506
9.543	494
9.593	490
9.644	479
9.694	464
9.744	454
9.794	438
9.844	426
9.895	417
9.945	405
9.996	398
10.046	394
10.096	389
10.146	393
10.197	396
10.247	402
10.297	415
10.347	424
10.397	440
10.448	455
10.498	466
10.548	485
10.598	492
10.648	504
10.698	514
10.749	512
10.799	518
10.849	514
10.900	502
10.950	497
11.000	478
11.051	464
11.101	451
11.151	432
11.201	417
11.251	405
11.302	391
11.352	385
11.402	379
11.452	379
11.502	384
11.552	390
11.603	402
11.653	418
11.703	431
11.753	452
11.804	465
11.854	485
11.905	502
11.955	508
12.005	523
12.055	526
12.105	522
12.156	523
12.206	507
12.256	498
12.306	486
12.356	465
12.406	449
12.457	432
12.507	413
12.557	401
12.607	388
12.657	380
12.709	378
12.759	378
12.809	384
12.859	394
12.909	404
12.959	421
13.010	434
13.060	452
13.110	472
13.160	484
13.210	501
13.260	509
13.311	514
13.361	521
13.411	513
13.461	511
13.511	506
13.561	489
13.613	480
13.663	465
13.713	446
13.763	435
13.813	419
13.864	407
13.914	401
13.964	392
14.014	392
14.064	397
14.114	394
14.165	403
14.215	410
14.265	422
14.315	436
14.365	446
14.416	462
14.466	472
14.517	480
14.567	494
14.617	496
14.667	502
14.718	504
14.768	498
14.818	498
14.868	489
14.918	479
14.968	474
15.019	459
15.069	450
15.119	441
15.169	427
15.219	421
15.270	411
15.320	405
15.370	404
15.421	400
15.471	402
15.521	408
15.572	411
15.622	422
15.672	428
15.722	439
15.772	454
15.822	460
15.873	474
15.923	485
15.973	488
16.023	500
16.073	498
16.124	501
16.174	503
16.224	493
16.274	490
16.325	481
16.375	466
16.426	457
16.476	441
16.526	429
16.576	420
16.626	408
16.677	399
16.727	396
16.777	391
16.827	395
16.877	398
16.927	404
16.978	417
17.028	426
17.078	442
17.128	459
17.178	468
17.229	487
17.280	492
17.330	503
17.380	514
17.430	509
17.480	514
17.531	508
17.581	496
17.631	489
17.681	471
17.731	457
17.781	442
17.832	425
17.882	414
17.932	403
17.982	392
18.032	388
18.082	386
18.134	388
18.184	395
18.234	404
18.284	416
18.334	432
18.385	444
18.435	464
18.485	473
18.535	488
18.585	502
18.635	505
18.686	515
18.736	513
18.786	507
18.836	505
18.886	489
18.936	480
18.987	469
19.038	451
19.088	440
19.138	427
19.188	413
19.239	405
19.289	397
19.339	394
19.389	396
19.439	397
19.489	405
19.540	415
19.590	422
19.640	436
19.690	446
19.740	459
19.790	473
19.841	478
19.891	491
19.942	496
19.992	495
20.042	501
20.093	493
20.143	491
20.193	487
20.243	473
20.293	470
20.343	459
20.394	447
20.444	439
20.494	427
20.544	422
20.594	417
20.645	410
20.695	410
20.745	413
20.795	409
20.846	416
20.896	418
20.947	426
20.997	436
21.047	443
21.097	454
21.147	461
21.197	468
21.248	481
21.298	481
21.348	489
21.398	494
21.448	490
21.499	493
21.549	485
21.599	481
21.649	477
21.700	465
21.750	456
21.801	448
21.851	434
21.901	427
21.951	415
22.001	410
22.051	407
22.102	402
22.152	402
22.202	407
22.252	409
22.302	420
22.353	425
22.403	437
22.453	452
22.503	461
22.553	475
22.604	487
22.655	491
22.705	502
22.755	500
22.805	503
22.855	504
22.905	492
22.956	487
23.006	478
23.056	460
23.106	452
23.156	435
23.207	423
23.257	413
23.307	401
23.357	396
23.407	394
23.457	392
23.509	399
23.559	403
23.609	413
23.659	428
23.709	438
23.760	454
23.810	470
23.860	478
23.910	495
23.960	497
24.010	503
24.061	511
24.111	503
24.161	503
24.211	496
24.261	481
24.311	473
24.362	456
24.413	443
24.463	433
24.513	418
24.563	410
24.614	403
24.664	397
24.714	398
24.764	399
24.814	403
24.864	413
24.915	420
24.965	432
25.015	446
25.065	456
25.115	470
25.165	476
25.216	486
25.266	495
25.317	493
25.367	499
25.417	495
25.468	490
25.518	487
25.568	473
25.618	467
25.668	459
25.718	445
25.769	439
25.819	431
25.869	421
25.919	418
25.969	412
26.019	411
26.070	414
26.120	413
26.170	419
26.221	426
26.271	429
26.322	439
26.372	444
26.422	453
26.472	464
26.522	467
26.572	477
26.623	481
26.673	481
26.723	488
26.773	483
26.823	484
26.873	483
26.924	474
26.974	472
27.024	464
27.074	454
27.125	450
27.176	437
27.226	430
27.276	426
27.326	417
27.376	415
27.426	415
27.477	409
27.527	414
27.577	414
27.627	420
27.677	431
27.728	436
27.778	449
27.828	458
27.878	466
27.928	479
27.978	482
28.030	490
28.080	497
28.130	494
28.180	498
28.230	489
28.280	483
28.331	479
28.381	464
28.431	455
28.481	445
28.531	430
28.582	422
28.632	411
28.682	404
28.732	402
28.782	398
28.832	400
28.883	407
28.934	411
28.984	424
29.034	433
29.084	446
29.134	462
29.185	470
29.235	484
29.285	494
29.335	497
29.385	505
29.436	501
29.486	498
29.536	497
29.586	483
29.636	475
29.686	464
29.737	449
29.787	439
29.838	424
29.888	414
29.938	408
29.989	401
30.039	398
30.089	401
30.139	403
30.189	412
30.239	418
30.290	429
30.340	444
30.390	451
30.440	466
30.490	477
30.540	482
30.591	493
30.641	493
30.691	495
30.742	497
30.792	488
30.843	486
30.893	479
30.943	465
30.993	460
31.043	446
31.093	436
31.144	430
31.194	420
31.244	416
31.294	414
31.344	411
31.394	415
31.445	414
31.495	419
31.545	428
31.595	432
31.646	442
31.697	450
31.747	454
31.797	466
31.847	468
31.897	474
31.947	481
31.998	480
32.048	484
32.098	483
32.148	478
32.198	478
32.248	469
32.299	465
32.349	462
32.399	452
32.449	448
32.499	441
32.551	432
32.601	430
32.651	423
32.701	420
32.751	420
32.801	417
32.852	420
32.902	424
32.952	426
33.002	436
33.052	437
33.102	446
33.153	457
33.203	461
33.253	472
33.303	478
33.353	481
33.404	489
33.455	485
33.505	487
33.555	487
33.605	478
33.655	476
33.706	468
33.756	455
33.806	449
33.856	436
33.906	427
33.957	422
34.007	411
34.057	412
34.107	410
34.157	407
34.207	412
34.258	415
34.309	424
34.359	435
34.409	443
34.459	458
34.509	466
34.560	476
34.610	488
