#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.051	492
0.101	533
0.151	578
0.201	601
0.251	636
0.301	647
0.352	641
0.402	642
0.452	605
0.502	587
0.552	555
0.603	510
0.654	470
0.704	425
0.754	379
0.804	339
0.854	313
0.905	275
0.955	259
1.005	256
1.055	256
1.105	273
1.155	300
1.206	337
1.256	379
1.306	417
1.356	466
1.406	503
1.457	555
1.507	592
1.558	613
1.608	642
1.658	632
1.708	644
1.759	637
1.809	603
1.859	578
1.909	540
1.959	494
2.009	452
2.060	403
2.110	360
2.160	322
2.210	290
2.260	266
2.311	255
2.361	254
2.411	262
2.462	286
2.512	315
2.562	352
2.613	391
2.663	440
2.713	485
2.763	523
2.813	572
2.863	596
2.914	630
2.964	647
3.014	638
3.064	645
3.114	628
3.165	589
3.215	561
3.265	515
3.315	476
3.366	431
3.416	384
3.467	343
3.517	307
3.567	278
3.617	260
3.667	256
3.718	256
3.768	271
3.818	298
3.868	334
3.918	371
3.968	413
4.019	462
4.069	499
4.119	549
4.169	589
4.219	610
4.270	640
4.321	646
4.371	640
4.421	637
4.471	602
4.521	577
4.572	541
4.622	495
4.672	453
4.722	407
4.772	362
4.822	324
4.873	292
4.923	265
4.973	256
5.023	258
5.073	265
5.123	289
5.175	318
5.225	354
5.275	393
5.325	440
5.375	487
5.426	524
5.476	572
5.526	602
5.576	623
5.626	644
5.676	634
5.727	641
5.777	623
5.827	584
5.877	555
5.927	514
5.977	469
6.028	426
6.079	381
6.129	340
6.179	307
6.229	280
6.280	264
6.330	277
6.380	264
6.430	279
6.480	308
6.530	340
6.581	380
6.631	420
6.681	469
6.731	505
6.781	549
6.831	590
6.882	607
6.932	637
6.983	641
7.033	631
7.083	626
7.134	588
7.184	562
7.234	531
7.284	483
7.334	444
7.384	400
7.435	358
7.485	322
7.535	303
7.585	273
7.635	266
7.686	268
7.736	278
7.786	300
7.836	334
7.887	369
7.937	411
7.988	451
8.038	496
8.088	530
8.138	574
8.188	603
8.238	616
8.289	633
8.339	620
8.389	620
8.439	605
8.489	566
8.540	537
8.590	500
8.640	454
8.690	415
8.741	375
8.791	338
8.842	309
8.892	289
8.942	278
8.992	277
9.042	284
9.092	300
9.143	328
9.193	361
9.243	401
9.293	437
9.343	482
9.394	519
9.444	550
9.494	586
9.544	597
9.594	615
9.645	620
