#Creator: pendulumdriveEventBuffer
#Creation time: Tue Mar 21 16:00:21 2017
#Time	Pos
#[s]	[au]
0.051	554
0.101	586
0.151	601
0.201	604
0.252	613
0.302	592
0.353	587
0.403	566
0.453	527
0.503	501
0.553	465
0.604	424
0.654	393
0.704	359
0.754	330
0.804	312
0.854	301
0.905	295
0.955	298
1.005	308
1.055	330
1.105	357
1.157	389
1.207	426
1.257	459
1.307	501
1.357	534
1.407	559
1.458	589
1.508	596
1.558	611
1.608	615
1.658	597
1.708	589
1.759	562
1.809	527
1.859	497
1.909	455
1.959	421
2.009	387
2.061	352
2.111	327
2.161	307
2.211	294
2.261	292
2.312	297
2.362	307
2.412	332
2.462	361
2.512	396
2.562	433
2.613	467
2.663	508
2.713	535
2.763	573
2.813	596
2.864	602
2.914	618
2.965	615
3.015	599
3.065	587
3.115	549
3.166	525
3.216	490
3.266	447
3.316	413
3.366	378
3.416	344
3.467	318
3.517	301
3.567	288
3.617	288
3.667	296
3.718	311
3.768	338
3.818	369
3.869	405
3.919	440
3.969	483
4.020	520
4.070	548
4.120	584
4.170	602
4.220	611
4.270	622
4.321	605
4.371	607
4.421	582
4.471	542
4.521	516
4.572	477
4.622	435
4.672	400
4.722	362
4.773	329
4.823	307
4.874	292
4.924	285
4.974	289
5.024	296
5.074	316
5.125	346
5.175	380
5.225	418
5.275	455
5.325	498
5.375	531
5.426	566
5.476	596
5.526	606
5.576	624
5.626	624
5.677	609
5.728	600
5.778	560
5.828	533
5.878	502
5.928	458
5.979	421
6.029	383
6.079	345
6.129	317
6.179	307
6.229	282
6.280	281
6.330	287
6.380	300
6.430	326
6.480	358
6.530	395
6.582	435
6.632	473
6.682	514
6.732	544
6.782	585
6.833	608
6.883	614
6.933	628
6.983	612
7.033	611
7.083	591
7.134	548
7.184	523
7.234	484
7.284	440
7.334	402
7.384	363
7.435	328
7.486	304
7.536	288
7.586	279
7.636	280
7.687	289
7.737	309
7.787	339
7.837	372
7.887	413
7.937	449
7.988	495
8.038	533
8.088	563
8.138	599
8.188	607
8.238	627
8.289	630
8.339	612
8.390	606
8.440	576
8.490	535
8.541	505
8.591	459
8.641	420
8.691	383
8.741	345
8.791	315
8.842	293
8.892	278
8.942	276
8.992	283
9.042	292
9.093	321
9.143	355
9.193	393
9.243	433
9.294	472
9.344	515
9.395	545
9.445	586
9.495	611
9.545	617
9.595	632
9.645	627
9.696	611
9.746	594
9.796	552
9.846	525
9.896	486
9.947	439
9.997	402
10.047	364
10.097	326
10.147	300
10.198	283
10.249	270
10.299	276
10.349	286
10.399	305
10.449	339
10.499	370
10.550	412
10.600	450
10.650	495
10.700	535
10.750	565
10.801	602
10.851	618
10.901	627
10.951	634
11.001	615
11.051	609
11.103	578
11.153	536
11.203	506
11.253	464
11.303	420
11.353	382
11.404	343
11.454	312
11.504	290
11.554	276
11.604	273
11.655	299
11.705	292
11.755	320
11.805	353
11.855	392
11.905	434
11.956	472
12.007	517
12.057	546
12.107	584
12.157	614
12.208	619
12.258	635
12.308	630
12.358	609
12.408	593
12.458	548
12.509	520
12.559	484
12.609	436
12.659	399
12.709	360
12.759	324
12.810	297
12.860	287
12.911	272
12.961	276
13.011	287
13.062	307
13.112	341
13.162	374
13.212	416
13.262	455
13.312	497
13.363	540
13.413	568
13.463	604
